,Region,year_month,Car CPI,Semiconductor PPI,DMA
1491,"Tampa-St. Petersburg-Clearwater, FL",2022-05-01,136.728,56.624,Tampa-St. Petersburg (Sarasota) FL
1492,Urban Alaska,2022-05-01,,56.624,Anchorage AK
1493,Urban Hawaii,2022-05-01,127.183,56.624,Honolulu HI
1494,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-05-01,124.823,56.624,Washington DC (Hagerstown MD)
1495,"Atlanta-Sandy Springs-Roswell, GA",2022-06-01,144.988,56.916,Atlanta GA
1496,"Baltimore-Columbia-Towson, MD",2022-06-01,139.319,56.916,Baltimore MD
1497,"Boston-Cambridge-Newton, MA-NH",2022-06-01,,56.916,Boston MA-Manchester NH
1498,"Chicago-Naperville-Elgin, IL-IN-WI",2022-06-01,120.818,56.916,Chicago IL
1499,"Dallas-Fort Worth-Arlington, TX",2022-06-01,,56.916,Dallas-Ft. Worth TX
1500,"Denver-Aurora-Lakewood, CO",2022-06-01,,56.916,Denver CO
1501,"Detroit-Warren-Dearborn, MI",2022-06-01,136.5,56.916,Detroit MI
1502,"Houston-The Woodlands-Sugar Land, TX",2022-06-01,109.398,56.916,Houston TX
1503,"Los Angeles-Long Beach-Anaheim, CA",2022-06-01,115.058,56.916,Los Angeles CA
1504,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-06-01,138.039,56.916,Miami-Ft. Lauderdale FL
1505,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-06-01,,56.916,Minneapolis-St. Paul MN
1506,"New York-Newark-Jersey City, NY-NJ-PA",2022-06-01,126.618,56.916,New York NY
1507,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-06-01,133.753,56.916,Philadelphia PA
1508,"Phoenix-Mesa-Scottsdale, AZ",2022-06-01,117.878,56.916,Phoenix AZ
1509,"Riverside-San Bernardino-Ontario, CA",2022-06-01,,56.916,
1510,"San Diego-Carlsbad, CA",2022-06-01,,56.916,San Diego CA
1511,"San Francisco-Oakland-Hayward, CA",2022-06-01,120.244,56.916,San Francisco-Oakland-San Jose CA
1512,Seattle-Tacoma-Bellevue WA,2022-06-01,127.216,56.916,Seattle-Tacoma WA
1513,"St. Louis, MO-IL",2022-06-01,122.293,56.916,St. Louis MO
1514,"Tampa-St. Petersburg-Clearwater, FL",2022-06-01,,56.916,Tampa-St. Petersburg (Sarasota) FL
1515,Urban Alaska,2022-06-01,135.564,56.916,Anchorage AK
1516,Urban Hawaii,2022-06-01,,56.916,Honolulu HI
1517,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-06-01,,56.916,Washington DC (Hagerstown MD)
1518,"Atlanta-Sandy Springs-Roswell, GA",2022-07-01,,56.804,Atlanta GA
1519,"Baltimore-Columbia-Towson, MD",2022-07-01,,56.804,Baltimore MD
1520,"Boston-Cambridge-Newton, MA-NH",2022-07-01,139.57,56.804,Boston MA-Manchester NH
1521,"Chicago-Naperville-Elgin, IL-IN-WI",2022-07-01,121.498,56.804,Chicago IL
1522,"Dallas-Fort Worth-Arlington, TX",2022-07-01,139.43,56.804,Dallas-Ft. Worth TX
1523,"Denver-Aurora-Lakewood, CO",2022-07-01,134.964,56.804,Denver CO
1524,"Detroit-Warren-Dearborn, MI",2022-07-01,,56.804,Detroit MI
1525,"Houston-The Woodlands-Sugar Land, TX",2022-07-01,,56.804,Houston TX
1526,"Los Angeles-Long Beach-Anaheim, CA",2022-07-01,116.193,56.804,Los Angeles CA
1527,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-07-01,,56.804,Miami-Ft. Lauderdale FL
1528,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-07-01,118.725,56.804,Minneapolis-St. Paul MN
1529,"New York-Newark-Jersey City, NY-NJ-PA",2022-07-01,121.921,56.804,New York NY
1530,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-07-01,,56.804,Philadelphia PA
1531,"Phoenix-Mesa-Scottsdale, AZ",2022-07-01,,56.804,Phoenix AZ
1532,"Riverside-San Bernardino-Ontario, CA",2022-07-01,121.458,56.804,
1533,"San Diego-Carlsbad, CA",2022-07-01,138.953,56.804,San Diego CA
1534,"San Francisco-Oakland-Hayward, CA",2022-07-01,,56.804,San Francisco-Oakland-San Jose CA
1535,Seattle-Tacoma-Bellevue WA,2022-07-01,,56.804,Seattle-Tacoma WA
1536,"St. Louis, MO-IL",2022-07-01,,56.804,St. Louis MO
1537,"Tampa-St. Petersburg-Clearwater, FL",2022-07-01,139.257,56.804,Tampa-St. Petersburg (Sarasota) FL
1538,Urban Alaska,2022-07-01,,56.804,Anchorage AK
1539,Urban Hawaii,2022-07-01,129.781,56.804,Honolulu HI
1540,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-07-01,127.866,56.804,Washington DC (Hagerstown MD)
1541,"Atlanta-Sandy Springs-Roswell, GA",2022-08-01,145.311,56.632,Atlanta GA
1542,"Baltimore-Columbia-Towson, MD",2022-08-01,140.132,56.632,Baltimore MD
1543,"Boston-Cambridge-Newton, MA-NH",2022-08-01,,56.632,Boston MA-Manchester NH
1544,"Chicago-Naperville-Elgin, IL-IN-WI",2022-08-01,121.888,56.632,Chicago IL
1545,"Dallas-Fort Worth-Arlington, TX",2022-08-01,,56.632,Dallas-Ft. Worth TX
1546,"Denver-Aurora-Lakewood, CO",2022-08-01,,56.632,Denver CO
1547,"Detroit-Warren-Dearborn, MI",2022-08-01,138.866,56.632,Detroit MI
1548,"Houston-The Woodlands-Sugar Land, TX",2022-08-01,109.674,56.632,Houston TX
1549,"Los Angeles-Long Beach-Anaheim, CA",2022-08-01,116.345,56.632,Los Angeles CA
1550,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-08-01,139.392,56.632,Miami-Ft. Lauderdale FL
1551,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-08-01,,56.632,Minneapolis-St. Paul MN
1552,"New York-Newark-Jersey City, NY-NJ-PA",2022-08-01,122.933,56.632,New York NY
1553,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-08-01,134.622,56.632,Philadelphia PA
1554,"Phoenix-Mesa-Scottsdale, AZ",2022-08-01,117.95,56.632,Phoenix AZ
1555,"Riverside-San Bernardino-Ontario, CA",2022-08-01,,56.632,
1556,"San Diego-Carlsbad, CA",2022-08-01,,56.632,San Diego CA
1557,"San Francisco-Oakland-Hayward, CA",2022-08-01,121.083,56.632,San Francisco-Oakland-San Jose CA
1558,Seattle-Tacoma-Bellevue WA,2022-08-01,127.788,56.632,Seattle-Tacoma WA
1559,"St. Louis, MO-IL",2022-08-01,122.463,56.632,St. Louis MO
1560,"Tampa-St. Petersburg-Clearwater, FL",2022-08-01,,56.632,Tampa-St. Petersburg (Sarasota) FL
1561,Urban Alaska,2022-08-01,135.707,56.632,Anchorage AK
1562,Urban Hawaii,2022-08-01,,56.632,Honolulu HI
1563,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-08-01,,56.632,Washington DC (Hagerstown MD)
1564,"Atlanta-Sandy Springs-Roswell, GA",2022-09-01,,56.822,Atlanta GA
1565,"Baltimore-Columbia-Towson, MD",2022-09-01,,56.822,Baltimore MD
1566,"Boston-Cambridge-Newton, MA-NH",2022-09-01,138.642,56.822,Boston MA-Manchester NH
1567,"Chicago-Naperville-Elgin, IL-IN-WI",2022-09-01,121.333,56.822,Chicago IL
1568,"Dallas-Fort Worth-Arlington, TX",2022-09-01,136.025,56.822,Dallas-Ft. Worth TX
1569,"Denver-Aurora-Lakewood, CO",2022-09-01,134.301,56.822,Denver CO
1570,"Detroit-Warren-Dearborn, MI",2022-09-01,,56.822,Detroit MI
1571,"Houston-The Woodlands-Sugar Land, TX",2022-09-01,,56.822,Houston TX
1572,"Los Angeles-Long Beach-Anaheim, CA",2022-09-01,116.884,56.822,Los Angeles CA
1573,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-09-01,,56.822,Miami-Ft. Lauderdale FL
1574,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-09-01,116.831,56.822,Minneapolis-St. Paul MN
1575,"New York-Newark-Jersey City, NY-NJ-PA",2022-09-01,125.586,56.822,New York NY
1576,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-09-01,,56.822,Philadelphia PA
1577,"Phoenix-Mesa-Scottsdale, AZ",2022-09-01,,56.822,Phoenix AZ
1578,"Riverside-San Bernardino-Ontario, CA",2022-09-01,119.05,56.822,
1579,"San Diego-Carlsbad, CA",2022-09-01,139.023,56.822,San Diego CA
1580,"San Francisco-Oakland-Hayward, CA",2022-09-01,,56.822,San Francisco-Oakland-San Jose CA
1581,Seattle-Tacoma-Bellevue WA,2022-09-01,,56.822,Seattle-Tacoma WA
1582,"St. Louis, MO-IL",2022-09-01,,56.822,St. Louis MO
1583,"Tampa-St. Petersburg-Clearwater, FL",2022-09-01,138.188,56.822,Tampa-St. Petersburg (Sarasota) FL
1584,Urban Alaska,2022-09-01,,56.822,Anchorage AK
1585,Urban Hawaii,2022-09-01,127.311,56.822,Honolulu HI
1586,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-09-01,125.998,56.822,Washington DC (Hagerstown MD)
1587,"Atlanta-Sandy Springs-Roswell, GA",2022-10-01,140.742,57.313,Atlanta GA
1588,"Baltimore-Columbia-Towson, MD",2022-10-01,139.806,57.313,Baltimore MD
1589,"Boston-Cambridge-Newton, MA-NH",2022-10-01,,57.313,Boston MA-Manchester NH
1590,"Chicago-Naperville-Elgin, IL-IN-WI",2022-10-01,120.45,57.313,Chicago IL
1591,"Dallas-Fort Worth-Arlington, TX",2022-10-01,,57.313,Dallas-Ft. Worth TX
1592,"Denver-Aurora-Lakewood, CO",2022-10-01,,57.313,Denver CO
1593,"Detroit-Warren-Dearborn, MI",2022-10-01,141.863,57.313,Detroit MI
1594,"Houston-The Woodlands-Sugar Land, TX",2022-10-01,106.62,57.313,Houston TX
1595,"Los Angeles-Long Beach-Anaheim, CA",2022-10-01,115.38,57.313,Los Angeles CA
1596,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-10-01,135.642,57.313,Miami-Ft. Lauderdale FL
1597,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-10-01,,57.313,Minneapolis-St. Paul MN
1598,"New York-Newark-Jersey City, NY-NJ-PA",2022-10-01,122.803,57.313,New York NY
1599,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-10-01,132.684,57.313,Philadelphia PA
1600,"Phoenix-Mesa-Scottsdale, AZ",2022-10-01,115.564,57.313,Phoenix AZ
1601,"Riverside-San Bernardino-Ontario, CA",2022-10-01,,57.313,
1602,"San Diego-Carlsbad, CA",2022-10-01,,57.313,San Diego CA
1603,"San Francisco-Oakland-Hayward, CA",2022-10-01,120.852,57.313,San Francisco-Oakland-San Jose CA
1604,Seattle-Tacoma-Bellevue WA,2022-10-01,126.833,57.313,Seattle-Tacoma WA
1605,"St. Louis, MO-IL",2022-10-01,120.529,57.313,St. Louis MO
1606,"Tampa-St. Petersburg-Clearwater, FL",2022-10-01,,57.313,Tampa-St. Petersburg (Sarasota) FL
1607,Urban Alaska,2022-10-01,134.355,57.313,Anchorage AK
1608,Urban Hawaii,2022-10-01,,57.313,Honolulu HI
1609,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-10-01,,57.313,Washington DC (Hagerstown MD)
1610,"Atlanta-Sandy Springs-Roswell, GA",2022-11-01,,57.591,Atlanta GA
1611,"Baltimore-Columbia-Towson, MD",2022-11-01,,57.591,Baltimore MD
1612,"Boston-Cambridge-Newton, MA-NH",2022-11-01,135.159,57.591,Boston MA-Manchester NH
1613,"Chicago-Naperville-Elgin, IL-IN-WI",2022-11-01,119.281,57.591,Chicago IL
1614,"Dallas-Fort Worth-Arlington, TX",2022-11-01,134.237,57.591,Dallas-Ft. Worth TX
1615,"Denver-Aurora-Lakewood, CO",2022-11-01,133.181,57.591,Denver CO
1616,"Detroit-Warren-Dearborn, MI",2022-11-01,,57.591,Detroit MI
1617,"Houston-The Woodlands-Sugar Land, TX",2022-11-01,,57.591,Houston TX
1618,"Los Angeles-Long Beach-Anaheim, CA",2022-11-01,113.075,57.591,Los Angeles CA
1619,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-11-01,,57.591,Miami-Ft. Lauderdale FL
1620,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-11-01,114.628,57.591,Minneapolis-St. Paul MN
1621,"New York-Newark-Jersey City, NY-NJ-PA",2022-11-01,119.09,57.591,New York NY
1622,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-11-01,,57.591,Philadelphia PA
1623,"Phoenix-Mesa-Scottsdale, AZ",2022-11-01,,57.591,Phoenix AZ
1624,"Riverside-San Bernardino-Ontario, CA",2022-11-01,117.932,57.591,
1625,"San Diego-Carlsbad, CA",2022-11-01,135.144,57.591,San Diego CA
1626,"San Francisco-Oakland-Hayward, CA",2022-11-01,,57.591,San Francisco-Oakland-San Jose CA
1627,Seattle-Tacoma-Bellevue WA,2022-11-01,,57.591,Seattle-Tacoma WA
1628,"St. Louis, MO-IL",2022-11-01,,57.591,St. Louis MO
1629,"Tampa-St. Petersburg-Clearwater, FL",2022-11-01,137.564,57.591,Tampa-St. Petersburg (Sarasota) FL
1630,Urban Alaska,2022-11-01,,57.591,Anchorage AK
1631,Urban Hawaii,2022-11-01,126.401,57.591,Honolulu HI
1632,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-11-01,124.816,57.591,Washington DC (Hagerstown MD)
1633,"Atlanta-Sandy Springs-Roswell, GA",2022-12-01,136.982,57.607,Atlanta GA
1634,"Baltimore-Columbia-Towson, MD",2022-12-01,137.374,57.607,Baltimore MD
1635,"Boston-Cambridge-Newton, MA-NH",2022-12-01,,57.607,Boston MA-Manchester NH
1636,"Chicago-Naperville-Elgin, IL-IN-WI",2022-12-01,118.129,57.607,Chicago IL
1637,"Dallas-Fort Worth-Arlington, TX",2022-12-01,,57.607,Dallas-Ft. Worth TX
1638,"Denver-Aurora-Lakewood, CO",2022-12-01,,57.607,Denver CO
1639,"Detroit-Warren-Dearborn, MI",2022-12-01,140.07,57.607,Detroit MI
1640,"Houston-The Woodlands-Sugar Land, TX",2022-12-01,103.067,57.607,Houston TX
1641,"Los Angeles-Long Beach-Anaheim, CA",2022-12-01,109.26,57.607,Los Angeles CA
1642,"Miami-Fort Lauderdale-West Palm Beach, FL",2022-12-01,132.818,57.607,Miami-Ft. Lauderdale FL
1643,"Minneapolis-St.Paul-Bloomington, MN-WI",2022-12-01,,57.607,Minneapolis-St. Paul MN
1644,"New York-Newark-Jersey City, NY-NJ-PA",2022-12-01,125.211,57.607,New York NY
1645,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2022-12-01,131.652,57.607,Philadelphia PA
1646,"Phoenix-Mesa-Scottsdale, AZ",2022-12-01,111.74,57.607,Phoenix AZ
1647,"Riverside-San Bernardino-Ontario, CA",2022-12-01,,57.607,
1648,"San Diego-Carlsbad, CA",2022-12-01,,57.607,San Diego CA
1649,"San Francisco-Oakland-Hayward, CA",2022-12-01,119.184,57.607,San Francisco-Oakland-San Jose CA
1650,Seattle-Tacoma-Bellevue WA,2022-12-01,124.161,57.607,Seattle-Tacoma WA
1651,"St. Louis, MO-IL",2022-12-01,119.102,57.607,St. Louis MO
1652,"Tampa-St. Petersburg-Clearwater, FL",2022-12-01,,57.607,Tampa-St. Petersburg (Sarasota) FL
1653,Urban Alaska,2022-12-01,133.315,57.607,Anchorage AK
1654,Urban Hawaii,2022-12-01,,57.607,Honolulu HI
1655,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2022-12-01,,57.607,Washington DC (Hagerstown MD)
