year_month,DMA,GT MVT
2019-08,Colorado Springs-Pueblo CO,37.3
2019-08,Columbus OH,53.8
2019-08,Dallas-Ft. Worth TX,85.5
2019-08,Denver CO,24.1
2019-08,Detroit MI,84.1
2019-08,El Paso TX,33.6
2019-08,Fresno-Visalia CA,40.6
2019-08,Houston TX,53.3
2019-08,Jacksonville FL,28.2
2019-08,Kansas City MO,44.5
2019-08,Las Vegas NV,55.5
2019-08,Los Angeles CA,55.8
2019-08,Louisville KY,50.6
2019-08,Memphis TN,39.9
2019-08,Miami-Ft. Lauderdale FL,53.9
2019-08,Milwaukee WI,38.8
2019-08,Minneapolis-St. Paul MN,25.8
2019-08,Nashville TN,49.4
2019-08,New Orleans LA,46.8
2019-08,New Orleans LA,51.0
2019-08,New York NY,61.1
2019-08,Norfolk-Portsmouth-Newport News VA,50.3
2019-08,Oklahoma City OK,27.0
2019-08,Omaha NE,33.9
2019-08,Ontario,57.3
2019-08,Philadelphia PA,53.8
2019-08,Phoenix AZ,44.2
2019-08,Portland OR,45.8
2019-08,Raleigh-Durham (Fayetteville) NC,50.5
2019-08,Sacramento-Stockton-Modesto CA,38.1
2019-08,San Antonio TX,39.0
2019-08,San Diego CA,73.5
2019-08,San Francisco-Oakland-San Jose CA,68.5
2019-08,Seattle-Tacoma WA,58.5
2019-08,Tucson AZ,34.4
2019-08,Tulsa OK,42.9
2019-08,Washington DC (Hagerstown MD),48.0
2019-08,Wichita-Hutchinson KS,33.1
2019-09,Albuquerque-Santa Fe NM,38.8
2019-09,Atlanta GA,57.1
2019-09,Austin TX,32.0
2019-09,Bakersfield CA,26.7
2019-09,Baltimore MD,49.0
2019-09,Boston MA-Manchester NH,32.5
2019-09,Charlotte NC,38.1
2019-09,Chicago IL,33.3
2019-09,Cincinnati OH,47.0
2019-09,Cincinnati OH,32.0
2019-09,Colorado Springs-Pueblo CO,33.1
2019-09,Columbus OH,48.1
2019-09,Dallas-Ft. Worth TX,37.7
2019-09,Denver CO,31.2
2019-09,Detroit MI,40.8
2019-09,El Paso TX,37.9
2019-09,Fresno-Visalia CA,34.4
2019-09,Houston TX,48.4
2019-09,Jacksonville FL,29.3
2019-09,Kansas City MO,32.1
2019-09,Las Vegas NV,32.8
2019-09,Los Angeles CA,55.1
2019-09,Louisville KY,26.6
2019-09,Memphis TN,37.3
2019-09,Miami-Ft. Lauderdale FL,37.1
2019-09,Milwaukee WI,27.6
2019-09,Minneapolis-St. Paul MN,32.5
2019-09,Nashville TN,35.0
2019-09,New Orleans LA,45.7
2019-09,New York NY,52.4
2019-09,Norfolk-Portsmouth-Newport News VA,35.4
2019-09,Oklahoma City OK,28.5
2019-09,Omaha NE,29.4
2019-09,Ontario,35.4
2019-09,Philadelphia PA,41.7
2019-09,Phoenix AZ,35.2
2019-09,Portland OR,40.5
2019-09,Raleigh-Durham (Fayetteville) NC,41.0
2019-09,Sacramento-Stockton-Modesto CA,61.0
2019-09,San Antonio TX,33.8
2019-09,San Diego CA,39.4
2019-09,San Francisco-Oakland-San Jose CA,46.7
2019-09,Seattle-Tacoma WA,42.6
2019-09,Tucson AZ,25.5
2019-09,Tulsa OK,30.5
2019-09,Washington DC (Hagerstown MD),54.8
2019-09,Wichita-Hutchinson KS,37.7
2019-10,Albuquerque-Santa Fe NM,30.1
2019-10,Atlanta GA,53.5
2019-10,Austin TX,54.0
2019-10,Bakersfield CA,28.9
2019-10,Baltimore MD,32.0
2019-10,Boston MA-Manchester NH,43.4
2019-10,Charlotte NC,38.4
2019-10,Chicago IL,43.9
2019-10,Cincinnati OH,42.3
2019-10,Colorado Springs-Pueblo CO,34.6
2019-10,Columbus OH,22.1
2019-10,Dallas-Ft. Worth TX,59.2
2019-10,Denver CO,39.2
2019-10,Detroit MI,54.3
2019-10,El Paso TX,22.1
2019-10,Fresno-Visalia CA,36.4
2019-10,Houston TX,53.8
2019-10,Jacksonville FL,25.3
2019-10,Kansas City MO,47.4
2019-10,Las Vegas NV,38.4
2019-10,Los Angeles CA,50.1
2019-10,Louisville KY,25.1
2019-10,Memphis TN,43.9
2019-10,Miami-Ft. Lauderdale FL,56.0
2019-10,Milwaukee WI,26.0
2019-10,Minneapolis-St. Paul MN,28.1
2019-10,Nashville TN,29.9
2019-10,New Orleans LA,46.5
2019-10,New Orleans LA,66.0
2019-10,New York NY,52.8
2019-10,Norfolk-Portsmouth-Newport News VA,28.0
2019-10,Oklahoma City OK,21.5
2019-10,Omaha NE,27.3
2019-10,Ontario,41.7
2019-10,Philadelphia PA,54.5
2019-10,Phoenix AZ,46.0
2019-10,Portland OR,26.3
2019-10,Raleigh-Durham (Fayetteville) NC,35.4
2019-10,Sacramento-Stockton-Modesto CA,66.6
2019-10,San Antonio TX,32.5
2019-10,San Diego CA,49.7
2019-10,San Francisco-Oakland-San Jose CA,61.7
2019-10,Seattle-Tacoma WA,49.0
2019-10,Tucson AZ,32.7
2019-10,Tulsa OK,37.3
2019-10,Washington DC (Hagerstown MD),35.8
2019-10,Wichita-Hutchinson KS,33.6
2019-11,Albuquerque-Santa Fe NM,40.1
2019-11,Atlanta GA,58.2
2019-11,Austin TX,28.0
2019-11,Bakersfield CA,32.2
2019-11,Baltimore MD,35.0
2019-11,Boston MA-Manchester NH,34.5
2019-11,Charlotte NC,54.2
2019-11,Chicago IL,43.2
2019-11,Cincinnati OH,37.2
2019-11,Cincinnati OH,26.0
2019-11,Colorado Springs-Pueblo CO,38.1
2019-11,Columbus OH,24.8
2019-11,Dallas-Ft. Worth TX,50.1
2019-11,Denver CO,31.3
2019-11,Detroit MI,59.1
2019-11,El Paso TX,20.7
2019-11,Fresno-Visalia CA,34.9
2019-11,Houston TX,63.9
2019-11,Jacksonville FL,42.3
2019-11,Kansas City MO,51.0
2019-11,Las Vegas NV,67.7
2019-11,Los Angeles CA,46.2
2019-11,Louisville KY,23.0
2019-11,Memphis TN,33.2
2019-11,Miami-Ft. Lauderdale FL,62.3
2019-11,Milwaukee WI,38.4
2019-11,Minneapolis-St. Paul MN,38.2
2019-11,Nashville TN,36.0
2019-11,New Orleans LA,46.1
2019-11,New Orleans LA,61.0
2019-11,New York NY,56.2
2019-11,Norfolk-Portsmouth-Newport News VA,38.2
2019-11,Oklahoma City OK,39.2
2019-11,Omaha NE,50.3
2019-11,Ontario,54.0
2019-11,Philadelphia PA,50.9
2019-11,Phoenix AZ,58.4
2019-11,Portland OR,47.4
2019-11,Raleigh-Durham (Fayetteville) NC,39.5
2019-11,Sacramento-Stockton-Modesto CA,56.8
2019-11,San Antonio TX,32.8
2019-11,San Diego CA,53.1
2019-11,San Francisco-Oakland-San Jose CA,66.3
2019-11,Seattle-Tacoma WA,61.1
2019-11,Tucson AZ,34.1
2019-11,Tulsa OK,37.5
2019-11,Washington DC (Hagerstown MD),59.5
2019-11,Wichita-Hutchinson KS,31.0
2019-12,Albuquerque-Santa Fe NM,35.5
2019-12,Atlanta GA,67.7
2019-12,Austin TX,49.0
2019-12,Bakersfield CA,25.4
2019-12,Baltimore MD,55.5
2019-12,Boston MA-Manchester NH,39.8
2019-12,Charlotte NC,64.2
2019-12,Chicago IL,66.7
2019-12,Cincinnati OH,40.9
2019-12,Cincinnati OH,33.0
2019-12,Colorado Springs-Pueblo CO,32.4
2019-12,Columbus OH,35.2
2019-12,Dallas-Ft. Worth TX,67.6
2019-12,Denver CO,54.8
2019-12,Detroit MI,41.2
2019-12,El Paso TX,31.9
2019-12,Fresno-Visalia CA,38.0
2019-12,Houston TX,63.3
2019-12,Jacksonville FL,35.0
2019-12,Kansas City MO,30.6
2019-12,Las Vegas NV,43.7
2019-12,Los Angeles CA,41.5
2019-12,Louisville KY,39.5
2019-12,Memphis TN,47.0
2019-12,Miami-Ft. Lauderdale FL,66.8
2019-12,Milwaukee WI,32.7
2019-12,Minneapolis-St. Paul MN,29.6
2019-12,Nashville TN,59.6
2019-12,New Orleans LA,46.6
2019-12,New York NY,55.3
2019-12,Norfolk-Portsmouth-Newport News VA,33.9
2019-12,Oklahoma City OK,39.9
2019-12,Omaha NE,33.3
2019-12,Ontario,57.5
2019-12,Philadelphia PA,56.5
2019-12,Phoenix AZ,61.4
2019-12,Portland OR,38.5
2019-12,Raleigh-Durham (Fayetteville) NC,56.3
2019-12,Sacramento-Stockton-Modesto CA,39.9
2019-12,San Antonio TX,25.0
2019-12,San Diego CA,59.9
2019-12,San Francisco-Oakland-San Jose CA,61.4
2019-12,Seattle-Tacoma WA,42.4
2019-12,Tucson AZ,36.8
2019-12,Tulsa OK,53.2
2019-12,Washington DC (Hagerstown MD),67.9
2019-12,Wichita-Hutchinson KS,36.0
2020-01,Albuquerque-Santa Fe NM,40.4
2020-01,Atlanta GA,43.4
2020-01,Austin TX,62.7
2020-01,Bakersfield CA,27.3
2020-01,Baltimore MD,65.1
2020-01,Boston MA-Manchester NH,41.1
2020-01,Charlotte NC,48.5
2020-01,Chicago IL,64.2
2020-01,Cincinnati OH,49.2
2020-01,Cincinnati OH,47.0
2020-01,Colorado Springs-Pueblo CO,46.5
2020-01,Columbus OH,33.0
2020-01,Dallas-Ft. Worth TX,68.3
2020-01,Denver CO,40.0
2020-01,Detroit MI,60.7
2020-01,El Paso TX,28.7
2020-01,Fresno-Visalia CA,38.4
2020-01,Houston TX,66.4
2020-01,Jacksonville FL,52.6
2020-01,Kansas City MO,48.8
2020-01,Las Vegas NV,52.7
2020-01,Los Angeles CA,52.5
2020-01,Louisville KY,25.7
2020-01,Memphis TN,34.1
2020-01,Miami-Ft. Lauderdale FL,56.0
2020-01,Milwaukee WI,35.9
2020-01,Minneapolis-St. Paul MN,41.0
2020-01,Nashville TN,49.5
2020-01,New Orleans LA,79.8
2020-01,New Orleans LA,100.0
2020-01,New York NY,49.9
2020-01,Norfolk-Portsmouth-Newport News VA,38.6
2020-01,Oklahoma City OK,39.0
2020-01,Omaha NE,28.2
2020-01,Ontario,40.6
2020-01,Philadelphia PA,61.5
2020-01,Phoenix AZ,62.8
2020-01,Portland OR,36.4
2020-01,Raleigh-Durham (Fayetteville) NC,59.4
2020-01,Sacramento-Stockton-Modesto CA,52.2
2020-01,San Antonio TX,31.8
2020-01,San Diego CA,40.6
2020-01,San Francisco-Oakland-San Jose CA,52.9
2020-01,Seattle-Tacoma WA,52.0
2020-01,Tucson AZ,44.2
2020-01,Tulsa OK,33.5
2020-01,Washington DC (Hagerstown MD),62.1
2020-01,Wichita-Hutchinson KS,21.7
2020-02,Albuquerque-Santa Fe NM,23.4
2020-02,Atlanta GA,68.1
2020-02,Austin TX,48.8
2020-02,Bakersfield CA,30.1
2020-02,Baltimore MD,45.4
2020-02,Boston MA-Manchester NH,57.5
2020-02,Charlotte NC,45.8
2020-02,Chicago IL,47.9
2020-02,Cincinnati OH,38.8
2020-02,Cincinnati OH,28.0
2020-02,Colorado Springs-Pueblo CO,31.0
2020-02,Columbus OH,38.6
2020-02,Dallas-Ft. Worth TX,69.9
2020-02,Denver CO,39.2
2020-02,Detroit MI,52.1
2020-02,El Paso TX,24.8
2020-02,Fresno-Visalia CA,43.6
2020-02,Houston TX,79.4
2020-02,Jacksonville FL,32.8
2020-02,Kansas City MO,45.2
2020-02,Las Vegas NV,36.0
2020-02,Los Angeles CA,59.0
2020-02,Louisville KY,36.2
2020-02,Memphis TN,29.6
2020-02,Miami-Ft. Lauderdale FL,52.5
2020-02,Milwaukee WI,30.4
2020-02,Minneapolis-St. Paul MN,32.3
2020-02,Nashville TN,53.2
2020-02,New Orleans LA,47.3
2020-02,New Orleans LA,49.0
2020-02,New York NY,56.3
2020-02,Norfolk-Portsmouth-Newport News VA,40.3
2020-02,Oklahoma City OK,33.4
2020-02,Omaha NE,40.2
2020-02,Ontario,45.3
2020-02,Philadelphia PA,41.2
2020-02,Phoenix AZ,70.3
2020-02,Portland OR,41.9
2020-02,Raleigh-Durham (Fayetteville) NC,47.0
2020-02,Sacramento-Stockton-Modesto CA,64.0
2020-02,San Antonio TX,34.2
2020-02,San Diego CA,45.8
2020-02,San Francisco-Oakland-San Jose CA,64.2
2020-02,Seattle-Tacoma WA,32.2
2020-02,Tucson AZ,36.5
2020-02,Tulsa OK,42.8
2020-02,Washington DC (Hagerstown MD),41.2
2020-02,Wichita-Hutchinson KS,28.9
2020-03,Albuquerque-Santa Fe NM,23.0
2020-03,Atlanta GA,45.4
2020-03,Austin TX,26.9
2020-03,Bakersfield CA,29.2
2020-03,Baltimore MD,26.5
2020-03,Boston MA-Manchester NH,30.4
2020-03,Charlotte NC,37.5
2020-03,Chicago IL,27.8
2020-03,Cincinnati OH,40.7
2020-03,Cincinnati OH,35.0
2020-03,Colorado Springs-Pueblo CO,31.0
2020-03,Columbus OH,17.2
2020-03,Dallas-Ft. Worth TX,37.2
2020-03,Denver CO,26.8
2020-03,Detroit MI,27.5
2020-03,El Paso TX,18.5
2020-03,Fresno-Visalia CA,28.4
2020-03,Houston TX,69.5
2020-03,Jacksonville FL,23.4
2020-03,Kansas City MO,39.0
2020-03,Las Vegas NV,20.6
2020-03,Los Angeles CA,38.5
2020-03,Louisville KY,45.4
2020-03,Memphis TN,24.3
2020-03,Miami-Ft. Lauderdale FL,33.0
2020-03,Milwaukee WI,25.5
2020-03,Minneapolis-St. Paul MN,32.2
2020-03,Nashville TN,40.4
2020-03,New Orleans LA,40.3
2020-03,New Orleans LA,44.0
2020-03,New York NY,37.9
2020-03,Norfolk-Portsmouth-Newport News VA,21.9
2020-03,Oklahoma City OK,38.6
2020-03,Omaha NE,26.6
2020-03,Ontario,31.2
2020-03,Philadelphia PA,37.8
2020-03,Phoenix AZ,49.8
2020-03,Portland OR,20.6
2020-03,Raleigh-Durham (Fayetteville) NC,21.2
2020-03,Sacramento-Stockton-Modesto CA,31.5
2020-03,San Antonio TX,36.7
2020-03,San Diego CA,60.9
2020-03,San Francisco-Oakland-San Jose CA,40.2
2020-03,Seattle-Tacoma WA,22.4
2020-03,Tucson AZ,24.3
2020-03,Tulsa OK,25.7
2020-03,Washington DC (Hagerstown MD),34.9
2020-03,Wichita-Hutchinson KS,30.5
2020-04,Albuquerque-Santa Fe NM,14.4
2020-04,Atlanta GA,33.6
2020-04,Austin TX,25.6
2020-04,Bakersfield CA,22.5
2020-04,Baltimore MD,30.4
2020-04,Boston MA-Manchester NH,41.2
2020-04,Charlotte NC,38.4
2020-04,Chicago IL,28.0
2020-04,Cincinnati OH,31.4
2020-04,Colorado Springs-Pueblo CO,23.9
2020-04,Columbus OH,25.8
2020-04,Dallas-Ft. Worth TX,53.2
2020-04,Denver CO,36.2
2020-04,Detroit MI,32.0
2020-04,El Paso TX,22.3
2020-04,Fresno-Visalia CA,27.8
2020-04,Houston TX,51.6
2020-04,Jacksonville FL,26.1
2020-04,Kansas City MO,39.6
2020-04,Las Vegas NV,35.9
2020-04,Los Angeles CA,45.9
2020-04,Louisville KY,30.4
2020-04,Memphis TN,25.6
2020-04,Miami-Ft. Lauderdale FL,37.7
2020-04,Milwaukee WI,27.1
2020-04,Minneapolis-St. Paul MN,21.8
2020-04,Nashville TN,35.0
2020-04,New Orleans LA,59.0
2020-04,New Orleans LA,70.0
2020-04,New York NY,48.4
2020-04,Norfolk-Portsmouth-Newport News VA,19.0
2020-04,Oklahoma City OK,27.7
2020-04,Omaha NE,26.6
2020-04,Ontario,39.3
2020-04,Philadelphia PA,38.5
2020-04,Phoenix AZ,55.6
2020-04,Portland OR,32.6
2020-04,Raleigh-Durham (Fayetteville) NC,39.2
2020-04,Sacramento-Stockton-Modesto CA,48.2
2020-04,San Antonio TX,33.3
2020-04,San Diego CA,48.1
2020-04,San Francisco-Oakland-San Jose CA,53.1
2020-04,Seattle-Tacoma WA,44.0
2020-04,Tucson AZ,22.7
2020-04,Tulsa OK,18.2
2020-04,Washington DC (Hagerstown MD),37.7
2020-04,Wichita-Hutchinson KS,21.4
2020-05,Albuquerque-Santa Fe NM,22.7
2020-05,Atlanta GA,38.6
2020-05,Austin TX,35.8
2020-05,Bakersfield CA,24.4
2020-05,Baltimore MD,42.0
2020-05,Boston MA-Manchester NH,40.2
2020-05,Charlotte NC,31.2
2020-05,Chicago IL,34.4
2020-05,Cincinnati OH,38.2
2020-05,Cincinnati OH,50.0
2020-05,Colorado Springs-Pueblo CO,28.7
2020-05,Columbus OH,16.4
2020-05,Dallas-Ft. Worth TX,61.3
2020-05,Denver CO,41.2
2020-05,Detroit MI,36.0
2020-05,El Paso TX,35.1
2020-05,Fresno-Visalia CA,23.1
2020-05,Houston TX,65.0
2020-05,Jacksonville FL,17.4
2020-05,Kansas City MO,49.8
2020-05,Las Vegas NV,32.6
2020-05,Los Angeles CA,54.9
2020-05,Louisville KY,27.5
2020-05,Memphis TN,24.5
2020-05,Miami-Ft. Lauderdale FL,36.7
2020-05,Milwaukee WI,26.1
2020-05,Minneapolis-St. Paul MN,43.0
2020-05,Nashville TN,48.8
2020-05,New Orleans LA,38.9
2020-05,New Orleans LA,55.0
2020-05,New York NY,64.5
2020-05,Norfolk-Portsmouth-Newport News VA,24.6
2020-05,Oklahoma City OK,22.3
2020-05,Omaha NE,36.9
2020-05,Ontario,32.7
2020-05,Philadelphia PA,29.3
2020-05,Phoenix AZ,57.8
2020-05,Portland OR,41.1
2020-05,Raleigh-Durham (Fayetteville) NC,26.8
2020-05,Sacramento-Stockton-Modesto CA,52.0
2020-05,San Antonio TX,41.5
2020-05,San Diego CA,36.0
2020-05,San Francisco-Oakland-San Jose CA,58.9
2020-05,Seattle-Tacoma WA,46.8
2020-05,Tucson AZ,32.3
2020-05,Tulsa OK,25.5
2020-05,Washington DC (Hagerstown MD),45.3
2020-05,Wichita-Hutchinson KS,35.0
2020-06,Albuquerque-Santa Fe NM,36.4
2020-06,Atlanta GA,55.0
2020-06,Austin TX,41.9
2020-06,Bakersfield CA,23.0
2020-06,Baltimore MD,46.5
2020-06,Boston MA-Manchester NH,46.6
2020-06,Charlotte NC,33.6
2020-06,Chicago IL,46.0
2020-06,Cincinnati OH,33.7
2020-06,Cincinnati OH,28.0
2020-06,Colorado Springs-Pueblo CO,34.4
2020-06,Columbus OH,27.7
2020-06,Dallas-Ft. Worth TX,57.0
2020-06,Denver CO,37.6
2020-06,Detroit MI,48.6
2020-06,El Paso TX,27.4
2020-06,Fresno-Visalia CA,31.1
2020-06,Houston TX,83.1
2020-06,Jacksonville FL,30.6
2020-06,Kansas City MO,43.8
2020-06,Las Vegas NV,56.8
2020-06,Los Angeles CA,49.8
2020-06,Louisville KY,48.6
2020-06,Memphis TN,42.6
2020-06,Miami-Ft. Lauderdale FL,46.5
2020-06,Milwaukee WI,23.0
2020-06,Minneapolis-St. Paul MN,45.0
2020-06,Nashville TN,28.4
2020-06,New Orleans LA,37.5
2020-06,New York NY,53.1
2020-06,Norfolk-Portsmouth-Newport News VA,39.8
2020-06,Oklahoma City OK,36.2
2020-06,Omaha NE,37.7
2020-06,Ontario,39.9
2020-06,Philadelphia PA,41.4
2020-06,Phoenix AZ,46.5
2020-06,Portland OR,49.2
2020-06,Raleigh-Durham (Fayetteville) NC,55.4
2020-06,Sacramento-Stockton-Modesto CA,83.4
2020-06,San Antonio TX,40.3
2020-06,San Diego CA,59.9
2020-06,San Francisco-Oakland-San Jose CA,88.0
2020-06,Seattle-Tacoma WA,41.9
2020-06,Tucson AZ,29.4
2020-06,Tulsa OK,31.4
2020-06,Washington DC (Hagerstown MD),50.9
2020-06,Wichita-Hutchinson KS,34.0
2020-07,Albuquerque-Santa Fe NM,28.4
2020-07,Atlanta GA,39.2
2020-07,Austin TX,35.6
2020-07,Bakersfield CA,25.7
2020-07,Baltimore MD,30.6
2020-07,Boston MA-Manchester NH,43.2
2020-07,Charlotte NC,53.5
2020-07,Chicago IL,60.1
2020-07,Cincinnati OH,34.5
2020-07,Colorado Springs-Pueblo CO,37.0
2020-07,Columbus OH,27.5
2020-07,Dallas-Ft. Worth TX,46.2
2020-07,Denver CO,56.5
2020-07,Detroit MI,45.5
2020-07,El Paso TX,24.4
2020-07,Fresno-Visalia CA,31.5
2020-07,Houston TX,51.5
2020-07,Jacksonville FL,26.3
2020-07,Kansas City MO,35.1
2020-07,Las Vegas NV,42.8
2020-07,Los Angeles CA,52.5
2020-07,Louisville KY,31.8
2020-07,Memphis TN,38.2
2020-07,Miami-Ft. Lauderdale FL,44.0
2020-07,Milwaukee WI,23.9
2020-07,Minneapolis-St. Paul MN,35.7
2020-07,Nashville TN,26.7
2020-07,New Orleans LA,39.5
2020-07,New York NY,61.9
2020-07,Norfolk-Portsmouth-Newport News VA,27.8
2020-07,Oklahoma City OK,32.9
2020-07,Omaha NE,20.8
2020-07,Ontario,47.3
2020-07,Philadelphia PA,27.3
2020-07,Phoenix AZ,48.3
2020-07,Portland OR,46.2
2020-07,Raleigh-Durham (Fayetteville) NC,56.1
2020-07,Sacramento-Stockton-Modesto CA,40.9
2020-07,San Antonio TX,37.7
2020-07,San Diego CA,34.4
2020-07,San Francisco-Oakland-San Jose CA,53.9
2020-07,Seattle-Tacoma WA,46.9
2020-07,Tucson AZ,23.9
2020-07,Tulsa OK,34.9
2020-07,Washington DC (Hagerstown MD),53.7
2020-07,Wichita-Hutchinson KS,29.8
2020-08,Albuquerque-Santa Fe NM,23.4
2020-08,Atlanta GA,52.7
2020-08,Austin TX,52.1
2020-08,Bakersfield CA,24.2
2020-08,Baltimore MD,32.3
2020-08,Boston MA-Manchester NH,57.8
2020-08,Charlotte NC,48.5
2020-08,Chicago IL,46.4
2020-08,Cincinnati OH,53.0
2020-08,Cincinnati OH,51.0
2020-08,Colorado Springs-Pueblo CO,33.2
2020-08,Columbus OH,25.0
2020-08,Dallas-Ft. Worth TX,46.2
2020-08,Denver CO,40.9
2020-08,Detroit MI,43.1
2020-08,El Paso TX,29.7
2020-08,Fresno-Visalia CA,30.4
2020-08,Houston TX,57.0
2020-08,Jacksonville FL,25.8
2020-08,Kansas City MO,56.2
2020-08,Las Vegas NV,48.9
2020-08,Los Angeles CA,45.1
2020-08,Louisville KY,31.5
2020-08,Memphis TN,38.3
2020-08,Miami-Ft. Lauderdale FL,39.2
2020-08,Milwaukee WI,36.4
2020-08,Minneapolis-St. Paul MN,42.6
2020-08,Nashville TN,37.4
2020-08,New Orleans LA,45.3
2020-08,New Orleans LA,51.0
2020-08,New York NY,66.7
2020-08,Norfolk-Portsmouth-Newport News VA,40.8
2020-08,Oklahoma City OK,30.2
2020-08,Omaha NE,23.5
2020-08,Ontario,32.8
2020-08,Philadelphia PA,49.5
2020-08,Phoenix AZ,46.1
2020-08,Portland OR,38.3
2020-08,Raleigh-Durham (Fayetteville) NC,38.3
2020-08,Sacramento-Stockton-Modesto CA,50.5
2020-08,San Antonio TX,35.5
2020-08,San Diego CA,38.5
2020-08,San Francisco-Oakland-San Jose CA,59.4
2020-08,Seattle-Tacoma WA,58.1
2020-08,Tucson AZ,36.1
2020-08,Tulsa OK,54.5
2020-08,Washington DC (Hagerstown MD),59.8
2020-08,Wichita-Hutchinson KS,34.8
2020-09,Albuquerque-Santa Fe NM,36.8
2020-09,Atlanta GA,46.4
