year_month,DMA,GT MVT
2017-01,Albuquerque-Santa Fe NM,53.2
2017-01,Atlanta GA,69.4
2017-01,Austin TX,28.7
2017-01,Bakersfield CA,37.4
2017-01,Baltimore MD,53.4
2017-01,Boston MA-Manchester NH,40.8
2017-01,Charlotte NC,62.5
2017-01,Chicago IL,47.3
2017-01,Cincinnati OH,46.6
2017-01,Cincinnati OH,34.0
2017-01,Colorado Springs-Pueblo CO,45.9
2017-01,Columbus OH,26.7
2017-01,Dallas-Ft. Worth TX,67.6
2017-01,Denver CO,38.3
2017-01,Detroit MI,70.8
2017-01,El Paso TX,39.4
2017-01,Fresno-Visalia CA,26.4
2017-01,Houston TX,48.9
2017-01,Jacksonville FL,26.0
2017-01,Kansas City MO,55.5
2017-01,Las Vegas NV,58.1
2017-01,Los Angeles CA,57.0
2017-01,Louisville KY,34.2
2017-01,Memphis TN,52.2
2017-01,Miami-Ft. Lauderdale FL,80.1
2017-01,Milwaukee WI,69.1
2017-01,Minneapolis-St. Paul MN,36.2
2017-01,Nashville TN,41.7
2017-01,New Orleans LA,52.2
2017-01,New York NY,71.2
2017-01,Norfolk-Portsmouth-Newport News VA,34.0
2017-01,Oklahoma City OK,48.9
2017-01,Omaha NE,24.8
2017-01,Ontario,35.4
2017-01,Philadelphia PA,52.5
2017-01,Phoenix AZ,62.0
2017-01,Portland OR,27.9
2017-01,Raleigh-Durham (Fayetteville) NC,31.6
2017-01,Sacramento-Stockton-Modesto CA,46.3
2017-01,San Antonio TX,23.4
2017-01,San Diego CA,61.0
2017-01,San Francisco-Oakland-San Jose CA,67.4
2017-01,Seattle-Tacoma WA,51.2
2017-01,Tucson AZ,41.2
2017-01,Tulsa OK,29.7
2017-01,Washington DC (Hagerstown MD),48.6
2017-01,Wichita-Hutchinson KS,38.5
2017-02,Albuquerque-Santa Fe NM,62.3
2017-02,Atlanta GA,38.8
2017-02,Austin TX,44.9
2017-02,Bakersfield CA,40.6
2017-02,Baltimore MD,29.9
2017-02,Boston MA-Manchester NH,45.4
2017-02,Charlotte NC,48.2
2017-02,Chicago IL,49.6
2017-02,Cincinnati OH,46.2
2017-02,Cincinnati OH,44.0
2017-02,Colorado Springs-Pueblo CO,45.6
2017-02,Columbus OH,24.1
2017-02,Dallas-Ft. Worth TX,43.9
2017-02,Denver CO,26.3
2017-02,Detroit MI,67.1
2017-02,El Paso TX,34.0
2017-02,Fresno-Visalia CA,22.2
2017-02,Houston TX,49.0
2017-02,Jacksonville FL,29.2
2017-02,Kansas City MO,33.7
2017-02,Las Vegas NV,32.2
2017-02,Los Angeles CA,43.0
2017-02,Louisville KY,32.7
2017-02,Memphis TN,34.7
2017-02,Miami-Ft. Lauderdale FL,51.6
2017-02,Milwaukee WI,46.8
2017-02,Minneapolis-St. Paul MN,31.2
2017-02,Nashville TN,33.6
2017-02,New Orleans LA,53.3
2017-02,New Orleans LA,62.0
2017-02,New York NY,40.7
2017-02,Norfolk-Portsmouth-Newport News VA,28.5
2017-02,Oklahoma City OK,27.1
2017-02,Omaha NE,34.2
2017-02,Ontario,30.2
2017-02,Philadelphia PA,48.0
2017-02,Phoenix AZ,47.2
2017-02,Portland OR,36.7
2017-02,Raleigh-Durham (Fayetteville) NC,32.8
2017-02,Sacramento-Stockton-Modesto CA,50.7
2017-02,San Antonio TX,28.6
2017-02,San Diego CA,37.2
2017-02,San Francisco-Oakland-San Jose CA,73.4
2017-02,Seattle-Tacoma WA,43.6
2017-02,Tucson AZ,32.6
2017-02,Tulsa OK,31.1
2017-02,Washington DC (Hagerstown MD),32.8
2017-02,Wichita-Hutchinson KS,32.7
2017-03,Albuquerque-Santa Fe NM,35.4
2017-03,Atlanta GA,33.3
2017-03,Austin TX,47.0
2017-03,Bakersfield CA,34.2
2017-03,Baltimore MD,53.4
2017-03,Boston MA-Manchester NH,30.6
2017-03,Charlotte NC,51.8
2017-03,Chicago IL,37.7
2017-03,Cincinnati OH,48.4
2017-03,Cincinnati OH,46.0
2017-03,Colorado Springs-Pueblo CO,39.6
2017-03,Columbus OH,28.2
2017-03,Dallas-Ft. Worth TX,58.1
2017-03,Denver CO,34.8
2017-03,Detroit MI,42.0
2017-03,El Paso TX,36.9
2017-03,Fresno-Visalia CA,32.5
2017-03,Houston TX,53.6
2017-03,Jacksonville FL,34.7
2017-03,Kansas City MO,44.5
2017-03,Las Vegas NV,49.4
2017-03,Los Angeles CA,50.8
2017-03,Louisville KY,27.4
2017-03,Memphis TN,24.0
2017-03,Miami-Ft. Lauderdale FL,56.9
2017-03,Milwaukee WI,23.9
2017-03,Minneapolis-St. Paul MN,26.1
2017-03,Nashville TN,46.4
2017-03,New Orleans LA,49.7
2017-03,New York NY,58.7
2017-03,Norfolk-Portsmouth-Newport News VA,42.8
2017-03,Oklahoma City OK,23.4
2017-03,Omaha NE,28.9
2017-03,Ontario,98.4
2017-03,Philadelphia PA,24.1
2017-03,Phoenix AZ,60.7
2017-03,Portland OR,31.0
2017-03,Raleigh-Durham (Fayetteville) NC,50.5
2017-03,Sacramento-Stockton-Modesto CA,82.3
2017-03,San Antonio TX,47.8
2017-03,San Diego CA,38.1
2017-03,San Francisco-Oakland-San Jose CA,62.0
2017-03,Seattle-Tacoma WA,46.4
2017-03,Tucson AZ,27.9
2017-03,Tulsa OK,28.9
2017-03,Washington DC (Hagerstown MD),40.4
2017-03,Wichita-Hutchinson KS,38.3
2017-04,Albuquerque-Santa Fe NM,35.5
2017-04,Atlanta GA,38.2
2017-04,Austin TX,26.6
2017-04,Bakersfield CA,33.8
2017-04,Baltimore MD,32.2
2017-04,Boston MA-Manchester NH,58.4
2017-04,Charlotte NC,42.0
2017-04,Chicago IL,45.0
2017-04,Cincinnati OH,37.2
2017-04,Colorado Springs-Pueblo CO,32.4
2017-04,Columbus OH,27.9
2017-04,Dallas-Ft. Worth TX,51.1
2017-04,Denver CO,25.3
2017-04,Detroit MI,53.0
2017-04,El Paso TX,35.0
2017-04,Fresno-Visalia CA,24.9
2017-04,Houston TX,51.7
2017-04,Jacksonville FL,34.3
2017-04,Kansas City MO,34.7
2017-04,Las Vegas NV,53.8
2017-04,Los Angeles CA,44.1
2017-04,Louisville KY,31.7
2017-04,Memphis TN,33.5
2017-04,Miami-Ft. Lauderdale FL,34.7
2017-04,Milwaukee WI,28.9
2017-04,Minneapolis-St. Paul MN,26.3
2017-04,Nashville TN,41.4
2017-04,New Orleans LA,46.0
2017-04,New York NY,42.4
2017-04,Norfolk-Portsmouth-Newport News VA,32.3
2017-04,Oklahoma City OK,32.8
2017-04,Omaha NE,43.6
2017-04,Ontario,29.2
2017-04,Philadelphia PA,39.4
2017-04,Phoenix AZ,47.6
2017-04,Portland OR,36.8
2017-04,Raleigh-Durham (Fayetteville) NC,34.7
2017-04,Sacramento-Stockton-Modesto CA,69.9
2017-04,San Antonio TX,44.8
2017-04,San Diego CA,47.2
2017-04,San Francisco-Oakland-San Jose CA,57.1
2017-04,Seattle-Tacoma WA,57.5
2017-04,Tucson AZ,33.4
2017-04,Tulsa OK,42.8
2017-04,Washington DC (Hagerstown MD),32.5
2017-04,Wichita-Hutchinson KS,45.3
2017-05,Albuquerque-Santa Fe NM,37.3
2017-05,Atlanta GA,77.7
2017-05,Austin TX,54.6
2017-05,Bakersfield CA,40.0
2017-05,Baltimore MD,45.5
2017-05,Boston MA-Manchester NH,44.7
2017-05,Charlotte NC,33.0
2017-05,Chicago IL,49.6
2017-05,Cincinnati OH,41.3
2017-05,Cincinnati OH,31.0
2017-05,Colorado Springs-Pueblo CO,32.0
2017-05,Columbus OH,33.7
2017-05,Dallas-Ft. Worth TX,61.9
2017-05,Denver CO,33.0
2017-05,Detroit MI,42.4
2017-05,El Paso TX,31.9
2017-05,Fresno-Visalia CA,31.6
2017-05,Houston TX,83.3
2017-05,Jacksonville FL,29.5
2017-05,Kansas City MO,53.3
2017-05,Las Vegas NV,59.3
2017-05,Los Angeles CA,49.5
2017-05,Louisville KY,38.7
2017-05,Memphis TN,57.2
2017-05,Miami-Ft. Lauderdale FL,86.2
2017-05,Milwaukee WI,50.1
2017-05,Minneapolis-St. Paul MN,35.9
2017-05,Nashville TN,38.7
2017-05,New Orleans LA,49.5
2017-05,New York NY,46.8
2017-05,Norfolk-Portsmouth-Newport News VA,38.3
2017-05,Oklahoma City OK,44.1
2017-05,Omaha NE,38.4
2017-05,Ontario,29.0
2017-05,Philadelphia PA,51.0
2017-05,Phoenix AZ,55.3
2017-05,Portland OR,39.4
2017-05,Raleigh-Durham (Fayetteville) NC,40.2
2017-05,Sacramento-Stockton-Modesto CA,50.5
2017-05,San Antonio TX,62.1
2017-05,San Diego CA,59.0
2017-05,San Francisco-Oakland-San Jose CA,61.6
2017-05,Seattle-Tacoma WA,54.6
2017-05,Tucson AZ,39.0
2017-05,Tulsa OK,40.5
2017-05,Washington DC (Hagerstown MD),59.7
2017-05,Wichita-Hutchinson KS,36.3
2017-06,Albuquerque-Santa Fe NM,38.5
2017-06,Atlanta GA,75.6
2017-06,Austin TX,55.6
2017-06,Bakersfield CA,32.8
2017-06,Baltimore MD,53.1
2017-06,Boston MA-Manchester NH,43.4
2017-06,Charlotte NC,48.6
2017-06,Chicago IL,40.4
2017-06,Cincinnati OH,50.9
2017-06,Colorado Springs-Pueblo CO,34.5
2017-06,Columbus OH,27.8
2017-06,Dallas-Ft. Worth TX,72.3
2017-06,Denver CO,43.7
2017-06,Detroit MI,51.2
2017-06,El Paso TX,35.6
2017-06,Fresno-Visalia CA,30.5
2017-06,Houston TX,69.8
2017-06,Jacksonville FL,33.4
2017-06,Kansas City MO,31.8
2017-06,Las Vegas NV,52.2
2017-06,Los Angeles CA,52.9
2017-06,Louisville KY,31.6
2017-06,Memphis TN,30.8
2017-06,Miami-Ft. Lauderdale FL,60.4
2017-06,Milwaukee WI,42.8
2017-06,Minneapolis-St. Paul MN,23.0
2017-06,Nashville TN,55.7
2017-06,New Orleans LA,56.0
2017-06,New York NY,56.5
2017-06,Norfolk-Portsmouth-Newport News VA,36.6
2017-06,Oklahoma City OK,52.1
2017-06,Omaha NE,38.2
2017-06,Ontario,20.6
2017-06,Philadelphia PA,41.5
2017-06,Phoenix AZ,59.2
2017-06,Portland OR,38.0
2017-06,Raleigh-Durham (Fayetteville) NC,34.7
2017-06,Sacramento-Stockton-Modesto CA,50.6
2017-06,San Antonio TX,44.5
2017-06,San Diego CA,36.8
2017-06,San Francisco-Oakland-San Jose CA,74.9
2017-06,Seattle-Tacoma WA,39.5
2017-06,Tucson AZ,36.8
2017-06,Tulsa OK,19.3
2017-06,Washington DC (Hagerstown MD),68.9
2017-06,Wichita-Hutchinson KS,37.4
2017-07,Albuquerque-Santa Fe NM,52.5
2017-07,Atlanta GA,64.6
2017-07,Austin TX,34.6
2017-07,Bakersfield CA,35.1
2017-07,Baltimore MD,33.5
2017-07,Boston MA-Manchester NH,49.9
2017-07,Charlotte NC,50.6
2017-07,Chicago IL,80.7
2017-07,Cincinnati OH,54.2
2017-07,Cincinnati OH,46.2
2017-07,Colorado Springs-Pueblo CO,47.2
2017-07,Columbus OH,22.2
2017-07,Dallas-Ft. Worth TX,69.2
2017-07,Denver CO,24.9
2017-07,Detroit MI,45.3
2017-07,El Paso TX,32.5
2017-07,Fresno-Visalia CA,60.6
2017-07,Houston TX,58.7
2017-07,Jacksonville FL,53.5
2017-07,Kansas City MO,60.0
2017-07,Las Vegas NV,56.6
2017-07,Los Angeles CA,57.2
2017-07,Louisville KY,33.1
2017-07,Memphis TN,33.9
2017-07,Miami-Ft. Lauderdale FL,49.0
2017-07,Milwaukee WI,42.7
2017-07,Minneapolis-St. Paul MN,38.0
2017-07,Nashville TN,39.9
2017-07,New Orleans LA,58.0
2017-07,New York NY,55.4
2017-07,Norfolk-Portsmouth-Newport News VA,28.8
2017-07,Oklahoma City OK,40.2
2017-07,Omaha NE,35.4
2017-07,Ontario,43.0
2017-07,Philadelphia PA,52.7
2017-07,Phoenix AZ,77.7
2017-07,Portland OR,50.1
2017-07,Raleigh-Durham (Fayetteville) NC,41.7
2017-07,Sacramento-Stockton-Modesto CA,61.9
2017-07,San Antonio TX,38.1
2017-07,San Diego CA,60.5
2017-07,San Francisco-Oakland-San Jose CA,67.8
2017-07,Seattle-Tacoma WA,51.0
2017-07,Tucson AZ,45.8
2017-07,Tulsa OK,29.3
2017-07,Washington DC (Hagerstown MD),31.3
2017-07,Wichita-Hutchinson KS,35.5
2017-08,Albuquerque-Santa Fe NM,50.8
2017-08,Atlanta GA,62.2
2017-08,Austin TX,41.6
2017-08,Bakersfield CA,37.0
2017-08,Baltimore MD,30.0
2017-08,Boston MA-Manchester NH,47.9
2017-08,Charlotte NC,55.0
2017-08,Chicago IL,47.0
2017-08,Cincinnati OH,43.0
2017-08,Colorado Springs-Pueblo CO,39.0
2017-08,Columbus OH,28.7
2017-08,Dallas-Ft. Worth TX,55.3
2017-08,Denver CO,27.0
2017-08,Detroit MI,60.0
2017-08,El Paso TX,33.4
2017-08,Fresno-Visalia CA,36.8
2017-08,Houston TX,60.8
2017-08,Jacksonville FL,23.5
2017-08,Kansas City MO,40.5
2017-08,Las Vegas NV,39.3
2017-08,Los Angeles CA,61.4
2017-08,Louisville KY,38.8
2017-08,Memphis TN,33.6
2017-08,Miami-Ft. Lauderdale FL,59.0
2017-08,Milwaukee WI,45.0
2017-08,Minneapolis-St. Paul MN,24.2
2017-08,Nashville TN,39.5
2017-08,New Orleans LA,48.1
2017-08,New York NY,55.8
2017-08,Norfolk-Portsmouth-Newport News VA,33.1
2017-08,Oklahoma City OK,53.4
2017-08,Omaha NE,27.0
2017-08,Ontario,25.3
2017-08,Philadelphia PA,53.1
2017-08,Phoenix AZ,86.6
2017-08,Portland OR,52.9
2017-08,Raleigh-Durham (Fayetteville) NC,42.4
2017-08,Sacramento-Stockton-Modesto CA,31.1
2017-08,San Antonio TX,19.1
2017-08,San Diego CA,38.5
2017-08,San Francisco-Oakland-San Jose CA,54.9
2017-08,Seattle-Tacoma WA,44.2
2017-08,Tucson AZ,39.8
2017-08,Tulsa OK,16.4
2017-08,Washington DC (Hagerstown MD),42.6
2017-08,Wichita-Hutchinson KS,44.4
2017-09,Albuquerque-Santa Fe NM,48.0
2017-09,Atlanta GA,37.9
2017-09,Austin TX,32.7
2017-09,Bakersfield CA,44.0
2017-09,Baltimore MD,45.0
2017-09,Boston MA-Manchester NH,40.7
2017-09,Charlotte NC,32.5
2017-09,Chicago IL,34.9
2017-09,Cincinnati OH,41.6
2017-09,Colorado Springs-Pueblo CO,51.5
2017-09,Columbus OH,17.9
2017-09,Dallas-Ft. Worth TX,58.1
2017-09,Denver CO,39.2
2017-09,Detroit MI,32.8
2017-09,El Paso TX,36.5
2017-09,Fresno-Visalia CA,40.7
2017-09,Houston TX,56.6
2017-09,Jacksonville FL,30.5
2017-09,Kansas City MO,51.1
2017-09,Las Vegas NV,37.2
2017-09,Los Angeles CA,52.7
2017-09,Louisville KY,33.3
2017-09,Memphis TN,31.1
2017-09,Miami-Ft. Lauderdale FL,53.7
2017-09,Milwaukee WI,49.1
2017-09,Minneapolis-St. Paul MN,20.8
2017-09,Nashville TN,46.9
2017-09,New Orleans LA,50.0
2017-09,New Orleans LA,61.0
2017-09,New York NY,49.0
2017-09,Norfolk-Portsmouth-Newport News VA,29.5
2017-09,Oklahoma City OK,36.0
2017-09,Omaha NE,34.4
2017-09,Ontario,37.1
2017-09,Philadelphia PA,36.2
2017-09,Phoenix AZ,44.2
2017-09,Portland OR,28.3
2017-09,Raleigh-Durham (Fayetteville) NC,25.0
2017-09,Sacramento-Stockton-Modesto CA,56.8
2017-09,San Antonio TX,31.4
2017-09,San Diego CA,40.2
2017-09,San Francisco-Oakland-San Jose CA,50.2
2017-09,Seattle-Tacoma WA,52.5
2017-09,Tucson AZ,37.0
2017-09,Tulsa OK,17.7
2017-09,Washington DC (Hagerstown MD),55.3
2017-09,Wichita-Hutchinson KS,33.5
2017-10,Albuquerque-Santa Fe NM,57.1
2017-10,Atlanta GA,46.8
2017-10,Austin TX,39.1
2017-10,Bakersfield CA,39.4
2017-10,Baltimore MD,39.5
2017-10,Boston MA-Manchester NH,22.7
2017-10,Charlotte NC,60.7
2017-10,Chicago IL,35.2
2017-10,Cincinnati OH,42.1
2017-10,Cincinnati OH,32.0
2017-10,Colorado Springs-Pueblo CO,38.4
2017-10,Columbus OH,20.0
2017-10,Dallas-Ft. Worth TX,61.8
2017-10,Denver CO,25.6
2017-10,Detroit MI,28.0
2017-10,El Paso TX,36.5
2017-10,Fresno-Visalia CA,34.2
2017-10,Houston TX,43.3
2017-10,Jacksonville FL,23.2
2017-10,Kansas City MO,36.7
2017-10,Las Vegas NV,40.8
2017-10,Los Angeles CA,53.3
2017-10,Louisville KY,39.2
2017-10,Memphis TN,51.1
2017-10,Miami-Ft. Lauderdale FL,75.9
2017-10,Milwaukee WI,44.3
2017-10,Minneapolis-St. Paul MN,22.6
2017-10,Nashville TN,47.8
2017-10,New Orleans LA,53.8
2017-10,New Orleans LA,53.0
2017-10,New York NY,51.6
2017-10,Norfolk-Portsmouth-Newport News VA,36.2
2017-10,Oklahoma City OK,45.1
2017-10,Omaha NE,29.5
2017-10,Ontario,33.8
2017-10,Philadelphia PA,30.8
2017-10,Phoenix AZ,29.8
2017-10,Portland OR,20.2
2017-10,Raleigh-Durham (Fayetteville) NC,41.7
2017-10,Sacramento-Stockton-Modesto CA,62.9
2017-10,San Antonio TX,29.0
2017-10,San Diego CA,38.6
2017-10,San Francisco-Oakland-San Jose CA,66.4
2017-10,Seattle-Tacoma WA,44.0
2017-10,Tucson AZ,39.9
2017-10,Tulsa OK,24.6
2017-10,Washington DC (Hagerstown MD),33.7
2017-10,Wichita-Hutchinson KS,44.2
2017-11,Albuquerque-Santa Fe NM,44.1
2017-11,Atlanta GA,83.0
2017-11,Austin TX,43.6
2017-11,Bakersfield CA,34.3
2017-11,Baltimore MD,28.6
2017-11,Boston MA-Manchester NH,61.6
2017-11,Charlotte NC,53.6
2017-11,Chicago IL,65.7
2017-11,Cincinnati OH,43.0
2017-11,Colorado Springs-Pueblo CO,46.1
2017-11,Columbus OH,35.8
2017-11,Dallas-Ft. Worth TX,51.4
2017-11,Denver CO,41.9
2017-11,Detroit MI,29.3
2017-11,El Paso TX,41.3
2017-11,Fresno-Visalia CA,37.1
2017-11,Houston TX,54.9
2017-11,Jacksonville FL,27.1
2017-11,Kansas City MO,53.9
2017-11,Las Vegas NV,38.4
2017-11,Los Angeles CA,62.1
2017-11,Louisville KY,41.9
2017-11,Memphis TN,53.7
2017-11,Miami-Ft. Lauderdale FL,65.2
2017-11,Milwaukee WI,71.9
2017-11,Minneapolis-St. Paul MN,44.0
2017-11,Nashville TN,52.6
2017-11,New Orleans LA,51.8
2017-11,New York NY,69.1
2017-11,Norfolk-Portsmouth-Newport News VA,30.3
2017-11,Oklahoma City OK,38.0
2017-11,Omaha NE,32.5
2017-11,Ontario,42.1
2017-11,Philadelphia PA,38.3
2017-11,Phoenix AZ,81.3
2017-11,Portland OR,36.6
2017-11,Raleigh-Durham (Fayetteville) NC,30.3
2017-11,Sacramento-Stockton-Modesto CA,47.4
2017-11,San Antonio TX,58.8
2017-11,San Diego CA,63.5
2017-11,San Francisco-Oakland-San Jose CA,56.6
2017-11,Seattle-Tacoma WA,50.0
2017-11,Tucson AZ,39.4
2017-11,Tulsa OK,28.8
2017-11,Washington DC (Hagerstown MD),40.2
2017-11,Wichita-Hutchinson KS,47.7
2017-12,Albuquerque-Santa Fe NM,32.3
2017-12,Atlanta GA,41.6
2017-12,Austin TX,27.0
2017-12,Bakersfield CA,31.9
2017-12,Baltimore MD,38.4
2017-12,Boston MA-Manchester NH,21.0
2017-12,Charlotte NC,32.6
2017-12,Chicago IL,51.2
2017-12,Cincinnati OH,56.2
2017-12,Cincinnati OH,68.0
2017-12,Colorado Springs-Pueblo CO,38.0
2017-12,Columbus OH,23.2
2017-12,Dallas-Ft. Worth TX,53.8
2017-12,Denver CO,39.6
2017-12,Detroit MI,39.7
2017-12,El Paso TX,41.3
2017-12,Fresno-Visalia CA,32.7
2017-12,Houston TX,61.9
2017-12,Jacksonville FL,24.5
2017-12,Kansas City MO,27.1
2017-12,Las Vegas NV,38.6
2017-12,Los Angeles CA,48.4
2017-12,Louisville KY,34.0
2017-12,Memphis TN,40.2
2017-12,Miami-Ft. Lauderdale FL,49.1
2017-12,Milwaukee WI,39.5
2017-12,Minneapolis-St. Paul MN,28.5
2017-12,Nashville TN,65.6
2017-12,New Orleans LA,48.2
2017-12,New York NY,70.1
2017-12,Norfolk-Portsmouth-Newport News VA,32.6
2017-12,Oklahoma City OK,35.5
2017-12,Omaha NE,24.2
2017-12,Ontario,29.0
2017-12,Philadelphia PA,44.6
2017-12,Phoenix AZ,76.5
2017-12,Portland OR,28.6
2017-12,Raleigh-Durham (Fayetteville) NC,51.6
2017-12,Sacramento-Stockton-Modesto CA,39.0
2017-12,San Antonio TX,26.4
2017-12,San Diego CA,39.6
2017-12,San Francisco-Oakland-San Jose CA,56.9
2017-12,Seattle-Tacoma WA,49.1
2017-12,Tucson AZ,39.5
2017-12,Tulsa OK,34.0
2017-12,Washington DC (Hagerstown MD),48.2
2017-12,Wichita-Hutchinson KS,47.5
2018-01,Albuquerque-Santa Fe NM,40.4
2018-01,Atlanta GA,76.1
2018-01,Austin TX,37.2
2018-01,Bakersfield CA,43.4
2018-01,Baltimore MD,51.8
2018-01,Boston MA-Manchester NH,25.1
2018-01,Charlotte NC,22.1
2018-01,Chicago IL,47.1
2018-01,Cincinnati OH,40.4
2018-01,Cincinnati OH,36.0
2018-01,Colorado Springs-Pueblo CO,39.8
2018-01,Columbus OH,33.5
2018-01,Dallas-Ft. Worth TX,55.5
2018-01,Denver CO,51.7
2018-01,Detroit MI,47.4
2018-01,El Paso TX,35.1
2018-01,Fresno-Visalia CA,42.2
2018-01,Houston TX,57.0
2018-01,Jacksonville FL,27.4
2018-01,Kansas City MO,51.1
2018-01,Las Vegas NV,35.1
2018-01,Los Angeles CA,45.2
2018-01,Louisville KY,53.0
2018-01,Memphis TN,48.9
2018-01,Miami-Ft. Lauderdale FL,31.7
2018-01,Milwaukee WI,50.9
2018-01,Minneapolis-St. Paul MN,32.7
2018-01,Nashville TN,33.3
2018-01,New Orleans LA,49.4
2018-01,New York NY,44.2
2018-01,Norfolk-Portsmouth-Newport News VA,31.0
2018-01,Oklahoma City OK,39.2
2018-01,Omaha NE,51.0
2018-01,Ontario,27.1
2018-01,Philadelphia PA,54.7
2018-01,Phoenix AZ,41.2
2018-01,Portland OR,34.6
2018-01,Raleigh-Durham (Fayetteville) NC,26.1
2018-01,Sacramento-Stockton-Modesto CA,64.1
2018-01,San Antonio TX,38.0
2018-01,San Diego CA,41.8
2018-01,San Francisco-Oakland-San Jose CA,68.5
2018-01,Seattle-Tacoma WA,44.4
2018-01,Tucson AZ,26.2
2018-01,Tulsa OK,28.5
2018-01,Washington DC (Hagerstown MD),55.9
2018-01,Wichita-Hutchinson KS,35.0
2018-02,Albuquerque-Santa Fe NM,31.6
2018-02,Atlanta GA,56.2
2018-02,Austin TX,41.6
2018-02,Bakersfield CA,40.6
2018-02,Baltimore MD,25.1
2018-02,Boston MA-Manchester NH,30.2
2018-02,Charlotte NC,36.0
2018-02,Chicago IL,41.6
2018-02,Cincinnati OH,46.0
2018-02,Cincinnati OH,40.0
2018-02,Colorado Springs-Pueblo CO,44.8
2018-02,Columbus OH,23.9
2018-02,Dallas-Ft. Worth TX,44.4
2018-02,Denver CO,31.8
2018-02,Detroit MI,32.6
2018-02,El Paso TX,37.4
2018-02,Fresno-Visalia CA,34.4
2018-02,Houston TX,51.1
2018-02,Jacksonville FL,37.9
2018-02,Kansas City MO,69.2
2018-02,Las Vegas NV,49.4
2018-02,Los Angeles CA,60.6
2018-02,Louisville KY,27.1
2018-02,Memphis TN,43.1
2018-02,Miami-Ft. Lauderdale FL,50.5
2018-02,Milwaukee WI,21.8
2018-02,Minneapolis-St. Paul MN,45.6
2018-02,Nashville TN,51.0
2018-02,New Orleans LA,54.7
2018-02,New Orleans LA,61.0
2018-02,New York NY,64.9
2018-02,Norfolk-Portsmouth-Newport News VA,58.5
2018-02,Oklahoma City OK,44.6
2018-02,Omaha NE,30.8
2018-02,Ontario,48.6
2018-02,Philadelphia PA,48.5
2018-02,Phoenix AZ,34.6
2018-02,Portland OR,28.3
2018-02,Raleigh-Durham (Fayetteville) NC,28.9
2018-02,Sacramento-Stockton-Modesto CA,71.0
2018-02,San Antonio TX,35.6
2018-02,San Diego CA,37.2
2018-02,San Francisco-Oakland-San Jose CA,57.4
2018-02,Seattle-Tacoma WA,31.4
2018-02,Tucson AZ,40.2
2018-02,Tulsa OK,38.7
2018-02,Washington DC (Hagerstown MD),43.0
2018-02,Wichita-Hutchinson KS,53.0
2018-03,Albuquerque-Santa Fe NM,30.9
2018-03,Atlanta GA,42.0
2018-03,Austin TX,23.6
2018-03,Bakersfield CA,29.3
2018-03,Baltimore MD,40.3
2018-03,Boston MA-Manchester NH,35.7
2018-03,Charlotte NC,33.2
2018-03,Chicago IL,43.0
2018-03,Cincinnati OH,56.2
2018-03,Cincinnati OH,56.0
2018-03,Colorado Springs-Pueblo CO,30.0
2018-03,Columbus OH,21.7
2018-03,Dallas-Ft. Worth TX,48.1
2018-03,Denver CO,27.0
2018-03,Detroit MI,27.7
2018-03,El Paso TX,35.2
2018-03,Fresno-Visalia CA,28.2
2018-03,Houston TX,41.9
2018-03,Jacksonville FL,30.4
2018-03,Kansas City MO,30.2
2018-03,Las Vegas NV,51.3
2018-03,Los Angeles CA,47.5
2018-03,Louisville KY,29.3
2018-03,Memphis TN,51.7
2018-03,Miami-Ft. Lauderdale FL,41.8
2018-03,Milwaukee WI,40.2
2018-03,Minneapolis-St. Paul MN,32.2
2018-03,Nashville TN,53.4
2018-03,New Orleans LA,45.6
2018-03,New Orleans LA,42.0
2018-03,New York NY,41.6
2018-03,Norfolk-Portsmouth-Newport News VA,32.8
2018-03,Oklahoma City OK,47.7
2018-03,Omaha NE,31.8
2018-03,Ontario,22.6
2018-03,Philadelphia PA,40.3
2018-03,Phoenix AZ,46.6
2018-03,Portland OR,40.6
2018-03,Raleigh-Durham (Fayetteville) NC,30.9
2018-03,Sacramento-Stockton-Modesto CA,52.4
2018-03,San Antonio TX,32.5
2018-03,San Diego CA,39.2
2018-03,San Francisco-Oakland-San Jose CA,46.8
2018-03,Seattle-Tacoma WA,65.4
2018-03,Tucson AZ,35.8
2018-03,Tulsa OK,42.3
2018-03,Washington DC (Hagerstown MD),40.8
2018-03,Wichita-Hutchinson KS,36.1
2018-04,Albuquerque-Santa Fe NM,52.9
2018-04,Atlanta GA,64.7
2018-04,Austin TX,36.6
2018-04,Bakersfield CA,34.3
2018-04,Baltimore MD,35.8
2018-04,Boston MA-Manchester NH,29.1
2018-04,Charlotte NC,31.7
2018-04,Chicago IL,51.4
2018-04,Cincinnati OH,36.9
2018-04,Cincinnati OH,35.0
2018-04,Colorado Springs-Pueblo CO,34.8
2018-04,Columbus OH,23.6
2018-04,Dallas-Ft. Worth TX,48.1
2018-04,Denver CO,36.5
2018-04,Detroit MI,49.0
2018-04,El Paso TX,38.9
2018-04,Fresno-Visalia CA,29.8
2018-04,Houston TX,89.2
2018-04,Jacksonville FL,36.8
2018-04,Kansas City MO,36.4
2018-04,Las Vegas NV,38.7
2018-04,Los Angeles CA,45.0
2018-04,Louisville KY,35.0
2018-04,Memphis TN,52.6
2018-04,Miami-Ft. Lauderdale FL,84.1
2018-04,Milwaukee WI,33.6
2018-04,Minneapolis-St. Paul MN,19.1
2018-04,Nashville TN,34.9
2018-04,New Orleans LA,48.7
