Year,DMA,GT MVT
2019,Minneapolis-St. Paul MN,50.69
2019,Minot-Bismarck-Dickinson(Williston) ND,50.0
2019,Missoula MT,74.0
2019,Mobile AL-Pensacola (Ft. Walton Beach) FL,62.28
2019,Monterey-Salinas CA,78.31
2019,Montgomery (Selma) AL,54.5
2019,Nashville TN,61.62
2019,New Orleans LA,57.94
2019,New York NY,41.47
2019,Norfolk-Portsmouth-Newport News VA,56.62
2019,Odessa-Midland TX,52.0
2019,Oklahoma City OK,63.03
2019,Omaha NE,66.16
2019,Orlando-Daytona Beach-Melbourne FL,61.38
2019,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,63.81
2019,Palm Springs CA,57.0
2019,Panama City FL,44.0
2019,Peoria-Bloomington IL,48.94
2019,Philadelphia PA,48.81
2019,Phoenix AZ,62.16
2019,Pittsburgh PA,35.62
2019,Portland OR,87.69
2019,Portland-Auburn ME,22.44
2019,Providence RI-New Bedford MA,48.16
2019,Raleigh-Durham (Fayetteville) NC,45.09
2019,Reno NV,70.88
2019,Richmond-Petersburg VA,54.5
2019,Roanoke-Lynchburg VA,47.69
2019,Rochester MN-Mason City IA-Austin MN,35.0
2019,Rochester NY,38.09
2019,Rockford IL,38.5
2019,Sacramento-Stockton-Modesto CA,89.75
2019,Salisbury MD,35.0
2019,Salt Lake City UT,50.72
2019,San Antonio TX,61.12
2019,San Diego CA,83.31
2019,San Francisco-Oakland-San Jose CA,77.94
2019,Santa Barbara-Santa Maria-San Luis Obispo CA,64.28
2019,Savannah GA,36.28
2019,Seattle-Tacoma WA,80.12
2019,Shreveport LA,49.66
2019,Sioux City IA,46.0
2019,Sioux Falls(Mitchell) SD,52.31
2019,South Bend-Elkhart IN,48.0
2019,Spokane WA,53.84
2019,Springfield MO,58.12
2019,Springfield-Holyoke MA,54.09
2019,St. Louis MO,74.22
2019,Syracuse NY,43.31
2019,Tallahassee FL-Thomasville GA,39.5
2019,Tampa-St. Petersburg (Sarasota) FL,52.69
2019,Toledo OH,37.81
2019,Topeka KS,64.0
2019,Traverse City-Cadillac MI,55.5
2019,Tri-Cities TN-VA,44.0
2019,Tucson (Sierra Vista) AZ,63.5
2019,Tulsa OK,97.09
2019,Tyler-Longview(Lufkin & Nacogdoches) TX,52.0
2019,Waco-Temple-Bryan TX,62.12
2019,Washington DC (Hagerstown MD),42.12
2019,West Palm Beach-Ft. Pierce FL,50.19
2019,Wichita Falls TX & Lawton OK,44.0
2019,Wichita-Hutchinson KS,53.44
2019,Wilkes Barre-Scranton PA,46.06
2019,Wilmington NC,34.0
2019,Yakima-Pasco-Richland-Kennewick WA,67.16
2019,Youngstown OH,44.0
2019,Yuma AZ-El Centro CA,58.5
2020,Abilene-Sweetwater TX,21.77
2020,Albany GA,47.0
2020,Albany-Schenectady-Troy NY,30.73
2020,Albuquerque-Santa Fe NM,56.77
2020,Amarillo TX,46.25
2020,Anchorage AK,52.6
2020,Atlanta GA,49.82
2020,Augusta GA,45.33
2020,Austin TX,46.78
2020,Bakersfield CA,98.94
2020,Baltimore MD,46.61
2020,Baton Rouge LA,42.0
2020,Beaumont-Port Arthur TX,81.4
2020,Bend OR,50.75
2020,"Billings, MT",38.4
2020,Biloxi-Gulfport MS,33.4
2020,Birmingham AL,49.38
2020,Boise ID,23.91
2020,Boston MA-Manchester NH,36.42
2020,Bowling Green KY,45.0
2020,Buffalo NY,44.58
2020,Burlington VT-Plattsburgh NY,29.64
2020,Butte-Bozeman MT,59.0
2020,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,38.5
2020,Champaign & Springfield-Decatur IL,38.81
2020,Charleston SC,56.61
2020,Charleston-Huntington WV,27.06
2020,Charlotte NC,48.48
2020,Chattanooga TN,42.22
2020,Cheyenne WY-Scottsbluff NE,64.0
2020,Chicago IL,53.09
2020,Chico-Redding CA,63.8
2020,Cincinnati OH,44.03
2020,Clarksburg-Weston WV,45.0
2020,Cleveland-Akron (Canton) OH,39.55
2020,Colorado Springs-Pueblo CO,66.54
2020,Columbia SC,58.97
2020,Columbia-Jefferson City MO,44.0
2020,Columbus GA,29.0
2020,Columbus OH,43.09
2020,Corpus Christi TX,30.5
2020,Dallas-Ft. Worth TX,46.88
2020,Davenport IA-Rock Island-Moline IL,59.94
2020,Dayton OH,45.18
2020,Denver CO,67.14
2020,Des Moines-Ames IA,37.77
2020,Detroit MI,45.82
2020,Duluth MN-Superior WI,30.0
2020,El Paso TX,40.06
2020,Erie PA,42.0
2020,Eugene OR,54.69
2020,Eureka CA,72.2
2020,Evansville IN,22.0
2020,Fairbanks AK,100.0
2020,Fargo-Valley City ND,40.6
2020,Flint-Saginaw-Bay City MI,28.45
2020,Florence-Myrtle Beach SC,35.41
2020,Fresno-Visalia CA,71.46
2020,Ft. Myers-Naples FL,36.18
2020,Ft. Smith-Fayetteville-Springdale-Rogers AR,40.44
2020,Ft. Wayne IN,33.0
2020,Gainesville FL,36.5
2020,Grand Junction-Montrose CO,63.0
2020,Grand Rapids-Kalamazoo-Battle Creek MI,42.91
2020,Green Bay-Appleton WI,26.5
2020,Greensboro-High Point-Winston Salem NC,34.73
2020,Greenville-New Bern-Washington NC,28.5
2020,Greenville-Spartanburg SC-Asheville NC-Anderson SC,49.64
2020,Harlingen-Weslaco-Brownsville-McAllen TX,25.88
2020,Harrisburg-Lancaster-Lebanon-York PA,28.15
2020,Harrisonburg VA,36.0
2020,Hartford & New Haven CT,67.39
2020,Hattiesburg-Laurel MS,70.4
2020,Honolulu HI,50.69
2020,Houston TX,58.5
2020,Huntsville-Decatur (Florence) AL,39.86
2020,Idaho Falls-Pocatello ID,40.0
2020,Indianapolis IN,53.48
2020,Jackson MS,43.91
2020,Jackson TN,61.0
2020,Jacksonville FL,46.61
2020,Johnstown-Altoona PA,22.5
2020,Jonesboro AR,45.0
2020,Joplin MO-Pittsburg KS,45.5
2020,Kansas City MO,66.91
2020,Knoxville TN,43.82
2020,La Crosse-Eau Claire WI,30.0
2020,Lafayette LA,47.0
2020,Lansing MI,52.3
2020,Laredo TX,33.0
2020,Las Vegas NV,70.4
2020,Lexington KY,42.88
2020,Lincoln & Hastings-Kearney NE,46.62
2020,Little Rock-Pine Bluff AR,46.37
2020,Los Angeles CA,62.43
2020,Louisville KY,63.55
2020,Lubbock TX,69.0
2020,Macon GA,40.0
2020,Madison WI,48.72
2020,Medford-Klamath Falls OR,38.2
2020,Memphis TN,66.94
2020,Miami-Ft. Lauderdale FL,47.91
2020,Milwaukee WI,50.31
2020,Minneapolis-St. Paul MN,56.53
2020,Minot-Bismarck-Dickinson(Williston) ND,35.0
2020,Mobile AL-Pensacola (Ft. Walton Beach) FL,45.89
2020,Monterey-Salinas CA,39.94
2020,Montgomery (Selma) AL,55.2
2020,Nashville TN,48.84
2020,New Orleans LA,65.47
2020,New York NY,40.21
2020,Norfolk-Portsmouth-Newport News VA,50.03
2020,Odessa-Midland TX,37.5
2020,Oklahoma City OK,52.81
2020,Omaha NE,49.47
2020,Orlando-Daytona Beach-Melbourne FL,46.21
2020,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,36.91
2020,Palm Springs CA,45.6
2020,Panama City FL,32.0
2020,Parkersburg WV,100.0
2020,Peoria-Bloomington IL,32.62
2020,Philadelphia PA,44.06
2020,Phoenix AZ,51.69
2020,Pittsburgh PA,32.09
2020,Portland OR,72.91
2020,Portland-Auburn ME,40.91
2020,Providence RI-New Bedford MA,42.76
2020,Raleigh-Durham (Fayetteville) NC,44.0
2020,Rapid City SD,53.8
2020,Reno NV,47.97
2020,Richmond-Petersburg VA,45.67
2020,Roanoke-Lynchburg VA,33.44
2020,Rochester MN-Mason City IA-Austin MN,26.5
2020,Rochester NY,33.88
2020,Rockford IL,40.5
2020,Sacramento-Stockton-Modesto CA,75.6
2020,Salisbury MD,27.0
2020,Salt Lake City UT,48.71
2020,San Angelo TX,59.0
2020,San Antonio TX,57.56
2020,San Diego CA,63.8
2020,San Francisco-Oakland-San Jose CA,62.51
2020,Santa Barbara-Santa Maria-San Luis Obispo CA,31.71
2020,Savannah GA,46.06
2020,Seattle-Tacoma WA,62.54
2020,Sherman TX-Ada OK,51.5
2020,Shreveport LA,31.12
2020,Sioux City IA,44.5
2020,Sioux Falls(Mitchell) SD,29.51
2020,South Bend-Elkhart IN,32.0
2020,Spokane WA,38.23
2020,Springfield MO,47.44
2020,Springfield-Holyoke MA,41.39
2020,St. Louis MO,64.97
2020,Syracuse NY,32.3
2020,Tallahassee FL-Thomasville GA,55.5
2020,Tampa-St. Petersburg (Sarasota) FL,50.82
2020,Toledo OH,32.45
2020,Topeka KS,66.5
2020,Traverse City-Cadillac MI,27.0
2020,Tri-Cities TN-VA,38.0
2020,Tucson (Sierra Vista) AZ,42.54
2020,Tulsa OK,70.44
2020,Tyler-Longview(Lufkin & Nacogdoches) TX,32.6
2020,Utica NY,49.0
2020,Waco-Temple-Bryan TX,47.12
2020,Washington DC (Hagerstown MD),40.85
2020,Wausau-Rhinelander WI,27.8
2020,West Palm Beach-Ft. Pierce FL,38.7
2020,Wichita Falls TX & Lawton OK,53.5
2020,Wichita-Hutchinson KS,47.16
2020,Wilkes Barre-Scranton PA,34.62
2020,Wilmington NC,28.5
2020,Yakima-Pasco-Richland-Kennewick WA,41.91
2020,Youngstown OH,38.0
2020,Yuma AZ-El Centro CA,38.4
2021,Abilene-Sweetwater TX,26.55
2021,Albany GA,33.0
2021,Albany-Schenectady-Troy NY,21.36
2021,Albuquerque-Santa Fe NM,43.56
2021,Amarillo TX,40.17
2021,Anchorage AK,43.0
2021,Atlanta GA,44.5
2021,Augusta GA,35.92
2021,Austin TX,37.86
2021,Bakersfield CA,99.22
2021,Baltimore MD,34.42
2021,Bangor ME,38.75
2021,Baton Rouge LA,43.11
2021,Beaumont-Port Arthur TX,33.0
2021,Bend OR,31.0
2021,"Billings, MT",37.5
2021,Biloxi-Gulfport MS,25.75
2021,Binghamton NY,28.5
2021,Birmingham AL,35.17
2021,Bluefield-Beckley-Oak Hill WV,27.0
2021,Boise ID,23.24
2021,Boston MA-Manchester NH,28.67
2021,Bowling Green KY,33.75
2021,Buffalo NY,38.33
2021,Burlington VT-Plattsburgh NY,21.5
2021,Butte-Bozeman MT,38.0
2021,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,23.0
2021,Champaign & Springfield-Decatur IL,33.94
2021,Charleston SC,29.83
2021,Charleston-Huntington WV,30.03
2021,Charlotte NC,41.19
2021,Chattanooga TN,46.58
2021,Cheyenne WY-Scottsbluff NE,59.0
2021,Chicago IL,45.08
2021,Chico-Redding CA,40.6
2021,Cincinnati OH,38.08
2021,Clarksburg-Weston WV,59.0
2021,Cleveland-Akron (Canton) OH,37.64
2021,Colorado Springs-Pueblo CO,51.5
2021,Columbia SC,46.47
2021,Columbia-Jefferson City MO,32.6
2021,Columbus GA,31.8
2021,Columbus OH,49.08
2021,Columbus-Tupelo-West Point MS,38.2
2021,Corpus Christi TX,18.2
2021,Dallas-Ft. Worth TX,40.19
2021,Davenport IA-Rock Island-Moline IL,42.03
2021,Dayton OH,33.97
2021,Denver CO,67.92
2021,Des Moines-Ames IA,36.56
2021,Detroit MI,39.44
2021,Dothan AL,40.0
2021,Duluth MN-Superior WI,41.0
2021,El Paso TX,36.14
2021,Elmira NY,34.0
2021,Erie PA,27.6
2021,Eugene OR,43.47
2021,Eureka CA,54.5
2021,Evansville IN,37.8
2021,Fargo-Valley City ND,16.0
2021,Flint-Saginaw-Bay City MI,29.61
2021,Florence-Myrtle Beach SC,25.69
2021,Fresno-Visalia CA,57.22
2021,Ft. Myers-Naples FL,31.19
2021,Ft. Smith-Fayetteville-Springdale-Rogers AR,35.31
2021,Ft. Wayne IN,33.8
2021,Gainesville FL,30.0
2021,Grand Junction-Montrose CO,60.2
2021,Grand Rapids-Kalamazoo-Battle Creek MI,36.42
2021,Green Bay-Appleton WI,18.5
2021,Greensboro-High Point-Winston Salem NC,35.75
2021,Greenville-New Bern-Washington NC,24.6
2021,Greenville-Spartanburg SC-Asheville NC-Anderson SC,33.47
2021,Harlingen-Weslaco-Brownsville-McAllen TX,20.08
2021,Harrisburg-Lancaster-Lebanon-York PA,25.83
2021,Harrisonburg VA,42.0
2021,Hartford & New Haven CT,50.19
2021,Honolulu HI,40.19
2021,Houston TX,38.25
2021,Huntsville-Decatur (Florence) AL,32.42
2021,Idaho Falls-Pocatello ID,26.5
2021,Indianapolis IN,41.03
2021,Jackson MS,40.17
2021,Jacksonville FL,34.44
2021,Johnstown-Altoona PA,13.2
2021,Joplin MO-Pittsburg KS,43.8
2021,Kansas City MO,53.06
2021,Knoxville TN,32.42
2021,La Crosse-Eau Claire WI,21.2
2021,Lafayette LA,28.0
2021,Lansing MI,24.75
2021,Las Vegas NV,60.92
2021,Lexington KY,32.61
2021,Lincoln & Hastings-Kearney NE,31.63
2021,Little Rock-Pine Bluff AR,37.69
2021,Los Angeles CA,50.19
2021,Louisville KY,49.58
2021,Lubbock TX,31.6
2021,Macon GA,39.6
2021,Madison WI,35.67
2021,Mankato MN,65.0
2021,Medford-Klamath Falls OR,29.0
2021,Memphis TN,49.83
2021,Miami-Ft. Lauderdale FL,35.97
2021,Milwaukee WI,58.81
2021,Minneapolis-St. Paul MN,56.92
2021,Minot-Bismarck-Dickinson(Williston) ND,21.5
2021,Mobile AL-Pensacola (Ft. Walton Beach) FL,29.36
2021,Monroe LA-El Dorado AR,21.0
2021,Monterey-Salinas CA,44.03
2021,Montgomery (Selma) AL,33.4
2021,Nashville TN,36.56
2021,New Orleans LA,31.64
2021,New York NY,32.17
2021,Norfolk-Portsmouth-Newport News VA,39.08
2021,Odessa-Midland TX,38.2
2021,Oklahoma City OK,40.03
2021,Omaha NE,40.42
2021,Orlando-Daytona Beach-Melbourne FL,32.39
2021,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,39.58
2021,Palm Springs CA,47.0
2021,Panama City FL,34.4
2021,Peoria-Bloomington IL,36.06
2021,Philadelphia PA,38.06
2021,Phoenix AZ,37.78
2021,Pittsburgh PA,24.81
2021,Portland OR,75.69
2021,Portland-Auburn ME,20.56
2021,Providence RI-New Bedford MA,43.53
2021,Quincy IL-Hannibal MO-Keokuk IA,49.0
2021,Raleigh-Durham (Fayetteville) NC,34.28
2021,Rapid City SD,44.0
2021,Reno NV,44.0
2021,Richmond-Petersburg VA,29.75
2021,Roanoke-Lynchburg VA,23.08
2021,Rochester MN-Mason City IA-Austin MN,34.8
2021,Rochester NY,36.36
2021,Rockford IL,28.0
2021,Sacramento-Stockton-Modesto CA,51.97
2021,Salisbury MD,19.4
2021,Salt Lake City UT,34.61
2021,San Angelo TX,49.0
2021,San Antonio TX,39.61
2021,San Diego CA,49.94
2021,San Francisco-Oakland-San Jose CA,58.44
2021,Santa Barbara-Santa Maria-San Luis Obispo CA,36.83
2021,Savannah GA,37.28
2021,Seattle-Tacoma WA,55.11
2021,Sherman TX-Ada OK,39.5
2021,Shreveport LA,36.61
2021,Sioux City IA,23.0
2021,Sioux Falls(Mitchell) SD,41.39
2021,South Bend-Elkhart IN,34.4
2021,Spokane WA,37.31
2021,Springfield MO,30.33
2021,Springfield-Holyoke MA,33.56
2021,St. Louis MO,46.06
2021,Syracuse NY,28.97
2021,Tallahassee FL-Thomasville GA,29.4
2021,Tampa-St. Petersburg (Sarasota) FL,33.75
2021,Terre Haute IN,37.2
2021,Toledo OH,42.56
2021,Topeka KS,42.4
2021,Traverse City-Cadillac MI,19.0
2021,Tri-Cities TN-VA,35.4
2021,Tucson (Sierra Vista) AZ,25.69
2021,Tulsa OK,51.33
2021,Tyler-Longview(Lufkin & Nacogdoches) TX,28.0
2021,Utica NY,52.0
2021,Waco-Temple-Bryan TX,32.83
2021,Washington DC (Hagerstown MD),33.0
2021,Watertown NY,35.0
2021,Wausau-Rhinelander WI,20.0
2021,West Palm Beach-Ft. Pierce FL,38.0
2021,Wheeling WV-Steubenville OH,39.0
2021,Wichita Falls TX & Lawton OK,28.2
2021,Wichita-Hutchinson KS,42.92
2021,Wilkes Barre-Scranton PA,26.17
2021,Wilmington NC,20.5
2021,Yakima-Pasco-Richland-Kennewick WA,36.5
2021,Youngstown OH,29.6
2021,Yuma AZ-El Centro CA,28.5
2021,Zanesville OH,100.0
2022,Abilene-Sweetwater TX,34.97
2022,Albany GA,50.33
2022,Albany-Schenectady-Troy NY,43.09
2022,Albuquerque-Santa Fe NM,65.85
2022,Alexandria LA,47.0
2022,Amarillo TX,36.24
2022,Anchorage AK,42.0
2022,Atlanta GA,47.73
2022,Augusta GA,38.94
2022,Austin TX,49.91
2022,Bakersfield CA,87.55
2022,Baltimore MD,49.64
2022,Bangor ME,36.5
2022,Baton Rouge LA,51.21
2022,Beaumont-Port Arthur TX,28.67
2022,Bend OR,44.67
2022,"Billings, MT",37.67
2022,Biloxi-Gulfport MS,39.0
2022,Binghamton NY,48.33
2022,Birmingham AL,46.67
2022,Boise ID,24.56
2022,Boston MA-Manchester NH,31.03
2022,Bowling Green KY,33.0
2022,Buffalo NY,54.42
2022,Burlington VT-Plattsburgh NY,27.45
2022,Butte-Bozeman MT,27.0
2022,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,38.67
2022,Champaign & Springfield-Decatur IL,38.12
2022,Charleston SC,38.24
2022,Charleston-Huntington WV,40.94
2022,Charlotte NC,46.91
2022,Charlottesville VA,17.0
2022,Chattanooga TN,50.3
2022,Chicago IL,60.15
2022,Chico-Redding CA,74.33
2022,Cincinnati OH,54.97
2022,Clarksburg-Weston WV,35.33
2022,Cleveland-Akron (Canton) OH,57.03
2022,Colorado Springs-Pueblo CO,69.24
2022,Columbia SC,57.79
2022,Columbia-Jefferson City MO,44.67
2022,Columbus GA,43.67
2022,Columbus OH,83.61
2022,Columbus-Tupelo-West Point MS,31.0
2022,Corpus Christi TX,48.67
2022,Dallas-Ft. Worth TX,51.55
2022,Davenport IA-Rock Island-Moline IL,45.7
2022,Dayton OH,51.27
2022,Denver CO,99.73
2022,Des Moines-Ames IA,35.27
2022,Detroit MI,55.3
2022,Dothan AL,39.0
2022,Duluth MN-Superior WI,30.67
2022,El Paso TX,50.79
2022,Elmira NY,34.0
2022,Erie PA,24.0
2022,Eugene OR,56.73
2022,Eureka CA,61.0
2022,Evansville IN,38.33
2022,Fargo-Valley City ND,24.0
2022,Flint-Saginaw-Bay City MI,33.67
2022,Florence-Myrtle Beach SC,55.09
2022,Fresno-Visalia CA,65.39
2022,Ft. Myers-Naples FL,25.79
2022,Ft. Smith-Fayetteville-Springdale-Rogers AR,37.61
2022,Ft. Wayne IN,38.0
2022,Gainesville FL,37.67
2022,Grand Rapids-Kalamazoo-Battle Creek MI,54.91
2022,Green Bay-Appleton WI,45.48
2022,Greensboro-High Point-Winston Salem NC,46.21
2022,Greenville-New Bern-Washington NC,36.33
2022,Greenville-Spartanburg SC-Asheville NC-Anderson SC,48.7
2022,Greenwood-Greenville MS,56.0
2022,Harlingen-Weslaco-Brownsville-McAllen TX,27.48
2022,Harrisburg-Lancaster-Lebanon-York PA,40.82
2022,Harrisonburg VA,37.67
2022,Hartford & New Haven CT,56.58
2022,Hattiesburg-Laurel MS,45.0
2022,Honolulu HI,53.52
2022,Houston TX,57.91
2022,Huntsville-Decatur (Florence) AL,40.61
2022,Idaho Falls-Pocatello ID,30.0
2022,Indianapolis IN,44.24
2022,Jackson MS,43.22
2022,Jacksonville FL,36.88
2022,Johnstown-Altoona PA,25.33
2022,Jonesboro AR,34.0
2022,Joplin MO-Pittsburg KS,62.33
2022,Kansas City MO,65.48
2022,Knoxville TN,41.52
2022,La Crosse-Eau Claire WI,24.67
2022,Lafayette IN,60.0
2022,Lafayette LA,43.67
2022,Lansing MI,40.52
2022,Las Vegas NV,86.06
2022,Lexington KY,43.12
2022,Lincoln & Hastings-Kearney NE,43.72
2022,Little Rock-Pine Bluff AR,47.15
2022,Los Angeles CA,61.45
2022,Louisville KY,58.18
2022,Lubbock TX,38.67
2022,Macon GA,27.67
2022,Madison WI,53.64
2022,Mankato MN,53.0
2022,Medford-Klamath Falls OR,53.33
2022,Memphis TN,77.12
2022,Miami-Ft. Lauderdale FL,46.0
2022,Milwaukee WI,76.36
2022,Minneapolis-St. Paul MN,63.12
2022,Minot-Bismarck-Dickinson(Williston) ND,29.33
2022,Missoula MT,30.0
2022,Mobile AL-Pensacola (Ft. Walton Beach) FL,37.85
2022,Monroe LA-El Dorado AR,35.33
2022,Monterey-Salinas CA,32.18
2022,Montgomery (Selma) AL,47.33
2022,Nashville TN,49.61
2022,New Orleans LA,59.36
2022,New York NY,38.58
2022,Norfolk-Portsmouth-Newport News VA,59.48
2022,Odessa-Midland TX,40.67
2022,Oklahoma City OK,46.03
2022,Omaha NE,56.18
2022,Orlando-Daytona Beach-Melbourne FL,42.61
2022,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,33.24
2022,Palm Springs CA,33.67
2022,Panama City FL,33.67
2022,Peoria-Bloomington IL,40.91
2022,Philadelphia PA,56.91
2022,Phoenix AZ,49.3
2022,Pittsburgh PA,32.79
2022,Portland OR,96.88
2022,Portland-Auburn ME,27.15
2022,Providence RI-New Bedford MA,36.33
2022,Quincy IL-Hannibal MO-Keokuk IA,41.0
2022,Raleigh-Durham (Fayetteville) NC,38.06
2022,Rapid City SD,37.67
2022,Reno NV,49.36
2022,Richmond-Petersburg VA,42.15
2022,Roanoke-Lynchburg VA,45.15
2022,Rochester MN-Mason City IA-Austin MN,46.0
2022,Rochester NY,49.33
2022,Rockford IL,42.0
2022,Sacramento-Stockton-Modesto CA,66.88
2022,Salisbury MD,30.0
2022,Salt Lake City UT,42.94
2022,San Angelo TX,54.0
2022,San Antonio TX,62.03
2022,San Diego CA,59.7
2022,San Francisco-Oakland-San Jose CA,70.67
2022,Santa Barbara-Santa Maria-San Luis Obispo CA,39.52
2022,Savannah GA,37.33
2022,Seattle-Tacoma WA,79.55
2022,Sherman TX-Ada OK,44.67
2022,Shreveport LA,48.36
2022,Sioux City IA,33.0
2022,Sioux Falls(Mitchell) SD,24.97
2022,South Bend-Elkhart IN,44.33
2022,Spokane WA,52.76
2022,Springfield MO,41.15
2022,Springfield-Holyoke MA,47.76
2022,St. Louis MO,75.91
2022,Syracuse NY,41.21
2022,Tallahassee FL-Thomasville GA,48.0
2022,Tampa-St. Petersburg (Sarasota) FL,43.67
2022,Terre Haute IN,34.67
2022,Toledo OH,48.82
2022,Topeka KS,55.0
2022,Traverse City-Cadillac MI,17.0
2022,Tri-Cities TN-VA,39.67
2022,Tucson (Sierra Vista) AZ,54.58
2022,Tulsa OK,55.97
2022,Tyler-Longview(Lufkin & Nacogdoches) TX,32.33
2022,Utica NY,34.5
2022,Victoria TX,89.0
2022,Waco-Temple-Bryan TX,49.82
2022,Washington DC (Hagerstown MD),40.91
2022,Watertown NY,29.0
2022,Wausau-Rhinelander WI,37.0
2022,West Palm Beach-Ft. Pierce FL,42.61
2022,Wheeling WV-Steubenville OH,39.0
2022,Wichita Falls TX & Lawton OK,24.0
2022,Wichita-Hutchinson KS,55.67
2022,Wilkes Barre-Scranton PA,38.82
2022,Wilmington NC,39.67
2022,Yakima-Pasco-Richland-Kennewick WA,71.18
2022,Youngstown OH,55.0
2022,Yuma AZ-El Centro CA,38.33
