DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Little Rock-Pine Bluff AR,2013,3.2,14.1,30.7,-0.2,2.1,3.9,11.3,9.1,0.4,7.0,5.2,10.8,14.2,9.5,72.4,19.4,5.1,0.3,67.9,1.8,1450504
Little Rock-Pine Bluff AR,2014,3.4,15.0,31.9,0.4,1.6,3.6,11.9,8.6,0.4,7.0,5.5,10.7,14.2,8.8,72.1,19.6,5.1,0.3,69.0,2.4,1453324
Little Rock-Pine Bluff AR,2015,3.5,16.9,32.3,1.1,1.4,3.1,11.6,9.3,0.5,6.9,4.5,10.8,14.2,9.3,71.7,19.7,5.2,0.3,69.9,1.8,1453483
Little Rock-Pine Bluff AR,2016,3.4,13.9,32.4,0.1,0.7,2.7,11.7,8.9,0.5,6.9,4.5,11.1,14.2,8.5,71.4,19.7,5.2,0.3,77.7,1.8,1453351
Little Rock-Pine Bluff AR,2017,3.5,13.7,30.9,-0.3,0.2,2.8,11.5,8.0,0.5,6.8,4.6,10.9,14.2,8.2,71.1,19.7,5.3,0.3,78.8,1.8,1454542
Little Rock-Pine Bluff AR,2018,3.5,13.6,30.5,-0.4,0.2,2.2,12.0,8.6,0.5,6.9,4.7,11.0,14.2,8.3,70.8,19.7,5.3,0.3,80.8,1.8,1454446
Little Rock-Pine Bluff AR,2019,3.5,13.3,30.6,-0.5,-0.7,2.0,11.2,7.9,0.5,6.7,4.0,11.4,14.2,7.9,70.6,19.8,5.4,0.3,83.6,1.8,1452474
Little Rock-Pine Bluff AR,2020,3.5,12.7,30.0,-0.8,-0.8,2.3,11.1,7.6,0.5,6.8,4.8,11.0,14.2,7.1,69.7,19.8,5.5,0.3,86.0,1.9,1446568
Little Rock-Pine Bluff AR,2021,3.3,13.3,30.1,-0.5,-0.7,2.6,10.9,7.5,0.5,6.6,4.8,10.6,14.2,7.0,69.3,19.8,5.6,0.2,88.4,1.9,1448998
Little Rock-Pine Bluff AR,2022,3.3,12.3,29.2,-1.1,-1.8,2.1,10.0,7.2,0.5,6.9,4.8,10.9,14.2,6.8,68.9,19.5,5.7,0.3,88.7,1.8,1452764
Los Angeles CA,2011,31.7,14.7,45.9,2.8,6.3,6.1,12.9,9.1,0.7,7.8,4.2,7.1,16.6,14.0,32.3,6.5,45.3,0.2,78.0,1.8,15860406
Los Angeles CA,2012,31.7,13.8,47.0,2.7,5.8,5.7,12.7,9.6,0.7,7.8,3.7,7.2,16.6,13.7,31.9,6.5,45.4,0.2,78.0,1.8,15988689
Los Angeles CA,2013,31.2,13.5,47.1,2.6,5.1,5.0,12.4,9.4,0.7,7.6,3.5,7.1,16.6,13.8,31.6,6.5,45.5,0.2,78.0,1.8,16077904
Los Angeles CA,2014,31.6,12.6,47.5,2.3,4.5,4.3,12.5,9.3,0.7,7.4,2.9,7.1,16.6,13.7,31.2,6.3,45.7,0.2,79.7,2.7,16239456
Los Angeles CA,2015,31.7,11.9,47.8,2.1,3.1,3.6,11.8,8.2,0.7,7.3,3.0,7.1,16.6,13.6,30.8,6.4,45.8,0.2,80.6,1.9,16337110
Los Angeles CA,2016,31.4,11.5,48.2,2.1,2.5,3.3,11.6,7.8,0.7,7.1,3.2,7.0,16.6,13.4,30.6,6.3,46.0,0.2,84.7,1.9,16318607
Los Angeles CA,2017,30.9,10.8,46.9,1.6,1.7,3.0,11.2,7.3,0.7,6.9,3.1,7.1,16.6,13.0,30.2,6.3,46.1,0.3,87.1,1.9,16383729
Los Angeles CA,2018,30.8,10.6,46.7,1.5,1.2,2.8,11.1,6.7,0.7,6.8,2.8,7.0,16.6,12.9,29.9,6.3,46.2,0.2,87.8,1.9,16332141
Los Angeles CA,2019,30.8,10.3,46.7,1.4,0.5,2.5,10.6,6.1,0.7,6.7,2.5,7.1,16.6,12.6,29.8,6.2,46.2,0.3,89.3,1.9,16258867
Los Angeles CA,2020,30.3,10.1,45.5,1.1,1.4,3.4,10.9,6.3,0.7,6.8,2.7,7.0,16.6,12.4,28.9,6.1,46.3,0.2,91.3,1.9,16153318
Los Angeles CA,2021,30.4,10.0,45.1,1.0,2.5,4.5,10.9,6.7,0.7,6.5,3.0,6.9,16.6,12.3,28.2,6.0,46.8,0.2,93.2,1.9,16050651
Los Angeles CA,2022,30.4,9.9,45.3,1.0,0.8,2.9,10.7,6.4,0.7,6.7,2.7,7.0,16.6,12.4,27.9,5.9,46.8,0.2,93.4,1.9,15917412
Louisville KY,2011,4.3,13.7,28.7,-0.7,3.2,5.3,12.0,8.0,0.3,6.5,5.1,10.8,14.3,9.5,81.9,11.4,4.0,0.2,75.0,1.8,1693237
Louisville KY,2012,4.5,14.3,29.3,-0.3,2.7,4.8,12.2,8.0,0.3,6.6,5.3,10.5,14.3,9.1,81.5,11.6,4.1,0.1,75.0,1.8,1700885
Louisville KY,2013,4.3,14.0,28.9,-0.5,1.6,4.3,11.6,7.3,0.3,6.6,4.5,10.8,14.4,8.9,81.1,11.7,4.2,0.1,75.0,1.8,1713225
Louisville KY,2014,4.7,14.4,29.5,-0.3,1.3,3.8,11.7,7.4,0.3,6.6,4.8,10.9,14.4,8.7,80.8,11.7,4.2,0.2,74.2,2.4,1721539
Louisville KY,2015,4.2,13.9,29.9,-0.4,0.4,3.4,11.5,7.0,0.3,6.5,3.6,11.5,14.4,8.0,80.4,11.7,4.3,0.2,75.3,1.8,1727823
Louisville KY,2016,4.4,15.2,29.9,0.1,-0.2,3.0,11.4,6.5,0.4,6.5,4.6,10.9,14.4,7.9,79.9,11.8,4.4,0.2,83.3,1.8,1735216
Louisville KY,2017,5.0,14.4,29.4,-0.3,-0.5,2.8,11.5,6.5,0.4,6.4,4.2,10.3,14.4,7.4,79.4,12.0,4.5,0.1,82.8,1.9,1745547
Louisville KY,2018,5.1,14.0,29.6,-0.4,-0.9,2.5,10.8,6.9,0.4,6.4,4.5,10.4,14.4,7.6,78.9,11.9,4.7,0.2,84.8,1.9,1750961
Louisville KY,2019,5.6,13.1,29.2,-0.8,-1.5,2.3,10.8,6.1,0.4,6.3,4.5,10.8,14.4,7.1,78.7,12.1,4.8,0.1,86.4,1.9,1752032
Louisville KY,2020,5.3,12.4,27.8,-1.3,-1.6,2.4,11.0,5.8,0.4,6.4,4.3,10.8,14.4,6.7,77.6,11.8,5.1,0.1,88.6,1.9,1782050
Louisville KY,2021,5.6,12.6,27.0,-1.4,-1.7,2.4,10.6,6.0,0.4,6.2,5.8,10.5,14.4,6.8,77.3,11.2,5.2,0.1,90.7,1.9,1780958
Louisville KY,2022,5.1,12.1,25.9,-1.7,-2.2,2.2,10.2,5.9,0.4,6.3,3.4,10.3,14.4,6.5,76.7,11.6,5.4,0.1,91.4,1.9,1783138
Lubbock TX,2011,8.4,23.4,34.0,3.7,2.7,3.4,11.6,8.7,0.6,10.1,7.6,8.6,13.0,12.6,52.7,5.6,38.4,0.3,73.3,1.8,448334
Lubbock TX,2012,7.6,22.1,34.2,3.3,3.6,3.5,12.6,10.0,0.6,9.9,7.6,8.2,13.0,12.4,52.3,5.7,39.0,0.2,73.3,1.8,450635
Lubbock TX,2013,7.9,22.0,33.7,3.2,2.4,3.5,11.6,7.9,0.6,9.9,7.1,8.8,13.0,12.4,51.7,5.7,39.5,0.4,73.3,1.8,454881
Lubbock TX,2014,8.4,23.5,35.6,4.0,2.1,2.6,12.7,8.6,0.6,9.8,6.0,8.4,13.0,11.9,51.1,5.6,40.1,0.2,70.0,2.4,459394
Lubbock TX,2015,8.0,23.3,37.8,4.3,2.4,2.4,13.6,8.8,0.6,9.8,5.0,8.7,13.0,12.0,50.5,5.2,40.5,0.4,72.5,1.8,464735
Lubbock TX,2016,8.2,22.3,37.8,4.0,1.5,2.3,12.7,8.1,0.6,9.7,3.5,8.9,13.1,11.6,50.1,5.6,41.0,0.3,79.6,1.8,468046
Lubbock TX,2017,8.3,21.3,36.7,3.4,1.8,2.6,12.5,8.3,0.6,9.7,3.5,8.7,13.1,11.4,49.6,5.8,41.5,0.4,80.3,1.8,469635
Lubbock TX,2018,8.6,23.1,34.9,3.8,0.4,2.0,11.5,7.4,0.6,9.7,3.7,8.5,13.1,11.1,49.1,5.3,41.9,0.3,81.7,1.8,471031
Lubbock TX,2019,8.5,21.8,35.9,3.5,0.5,1.7,11.4,8.5,0.6,9.6,4.6,8.0,13.1,11.1,48.7,5.5,42.1,0.3,84.0,1.8,473501
Lubbock TX,2020,8.4,19.4,35.0,2.5,0.5,2.3,12.0,7.5,0.6,9.7,4.3,8.1,13.1,10.1,47.5,5.4,42.8,0.2,86.2,1.9,467306
Lubbock TX,2021,7.6,18.6,33.2,1.9,1.7,2.6,13.7,8.0,0.6,9.6,4.5,7.7,13.1,9.9,47.2,5.6,43.0,0.2,88.3,1.8,470934
Lubbock TX,2022,8.7,19.1,34.8,2.4,0.9,2.4,12.6,7.9,0.6,9.8,4.3,7.4,13.1,9.7,46.7,4.6,43.2,0.3,88.8,1.9,473358
Macon GA,2011,3.6,14.3,31.1,-0.0,5.8,4.4,14.2,11.9,0.6,7.8,8.0,9.0,13.4,12.5,53.8,41.2,4.0,0.1,67.3,1.8,664244
Macon GA,2012,3.5,14.1,32.6,0.2,6.4,4.5,15.5,12.1,0.6,7.6,7.3,9.4,13.4,12.0,53.6,41.1,4.0,0.1,67.3,1.8,666818
Macon GA,2013,4.1,15.4,33.9,0.9,6.0,4.7,14.3,12.4,0.6,7.6,6.6,9.1,13.4,11.7,53.6,41.0,4.1,0.1,67.3,1.7,665708
Macon GA,2014,3.3,14.6,35.0,0.8,5.9,4.4,14.4,13.2,0.6,7.6,6.3,9.4,13.4,11.2,53.5,41.0,4.1,0.1,66.6,2.2,665075
Macon GA,2015,3.3,14.7,34.1,0.6,4.3,3.9,13.5,11.4,0.6,7.4,5.7,9.6,13.4,10.9,53.4,40.8,4.2,0.1,71.3,1.8,664028
Macon GA,2016,3.4,14.3,34.0,0.5,3.6,3.0,13.5,11.5,0.6,7.4,5.9,9.5,13.4,11.0,53.1,40.8,4.3,0.1,77.9,1.8,663580
Macon GA,2017,3.4,14.1,34.2,0.5,3.2,3.4,13.5,10.5,0.6,7.3,5.9,9.1,13.4,10.0,52.7,40.8,4.3,0.1,81.6,1.8,663414
Macon GA,2018,3.7,15.1,34.6,0.9,3.2,3.1,13.6,10.5,0.6,7.3,5.5,9.7,13.4,10.6,52.3,40.7,4.3,0.1,83.6,1.8,664275
Macon GA,2019,4.0,14.2,34.5,0.6,2.4,2.8,13.6,10.0,0.6,7.6,5.8,9.8,13.4,9.5,51.9,40.7,4.4,0.1,85.1,1.8,666114
Macon GA,2020,3.5,12.4,31.8,-0.6,2.0,2.6,13.9,9.6,0.6,7.3,5.6,9.7,13.4,8.9,50.7,39.7,4.7,0.1,86.8,1.9,666361
Macon GA,2021,3.6,13.2,32.6,-0.2,2.7,2.9,14.7,9.8,0.6,7.6,6.3,10.2,13.4,9.0,50.5,40.1,4.7,0.1,88.5,1.9,669920
Macon GA,2022,3.2,12.6,32.4,-0.4,1.4,2.3,13.3,9.6,0.6,7.2,5.6,9.6,13.4,8.8,49.9,39.4,4.8,0.1,89.0,1.9,671518
Madison WI,2011,5.6,16.6,30.1,0.6,-1.7,3.7,9.4,5.1,0.3,7.8,4.8,8.3,13.8,5.5,86.2,3.2,5.2,0.4,81.4,1.8,962461
Madison WI,2012,5.5,17.4,30.4,0.9,-2.1,3.5,9.3,4.9,0.3,7.7,3.4,8.4,13.8,5.4,86.0,3.5,5.3,0.4,81.4,1.8,970980
Madison WI,2013,5.8,17.0,31.3,1.0,-2.7,3.2,8.8,4.6,0.3,7.6,3.4,8.8,13.8,5.3,85.7,3.5,5.4,0.3,81.4,1.8,978101
Madison WI,2014,5.6,17.1,32.0,1.1,-2.4,3.1,9.4,5.3,0.3,7.7,3.3,9.2,13.8,5.0,85.3,3.4,5.5,0.3,82.1,2.5,985329
Madison WI,2015,5.8,17.3,31.8,1.2,-3.3,2.7,9.2,4.3,0.3,7.8,3.0,8.8,13.8,4.8,85.0,3.7,5.6,0.4,81.2,1.8,993207
Madison WI,2016,6.4,16.5,29.2,0.4,-4.6,2.1,8.1,4.2,0.3,7.8,2.9,8.4,13.8,4.2,84.7,3.5,5.7,0.4,86.7,1.8,1001300
Madison WI,2017,6.2,15.7,30.8,0.4,-4.7,1.8,8.7,4.0,0.3,7.9,3.0,8.3,13.8,4.2,84.2,3.6,5.8,0.3,87.8,1.8,1007014
Madison WI,2018,6.1,15.7,31.8,0.6,-5.3,1.4,8.2,3.4,0.3,7.6,2.9,8.6,13.8,4.5,84.0,3.6,5.8,0.5,88.7,1.8,1014255
Madison WI,2019,6.4,15.2,30.8,0.3,-5.8,1.5,7.7,3.1,0.3,7.6,2.7,8.8,13.8,4.1,83.8,3.7,6.0,0.4,90.5,1.8,1019307
Madison WI,2020,6.0,15.0,29.8,-0.0,-5.5,1.5,8.1,3.3,0.3,7.8,2.8,8.6,13.9,3.8,82.5,3.8,6.3,0.2,91.6,1.8,1036604
Madison WI,2021,6.6,14.9,30.5,0.1,-5.4,1.7,8.1,3.4,0.3,7.6,2.7,8.5,13.9,3.7,81.8,3.9,6.4,0.2,92.7,1.8,1041396
Madison WI,2022,5.9,14.8,29.1,-0.2,-6.0,1.3,7.8,3.3,0.3,8.0,2.8,8.3,13.9,3.6,81.6,3.8,6.5,0.1,92.6,1.8,1045272
Mankato MN,2011,3.5,15.5,23.9,-0.9,-2.9,3.3,7.9,4.2,0.2,10.0,2.2,6.9,11.7,6.1,91.4,1.4,4.4,0.2,79.5,1.9,121307
Mankato MN,2012,3.7,14.0,24.4,-1.3,-3.9,3.0,6.9,4.1,0.2,9.9,2.1,7.0,11.7,5.3,90.2,1.5,4.6,0.1,79.5,1.9,122767
Mankato MN,2013,3.8,14.5,23.6,-1.3,-3.9,2.8,7.5,4.1,0.2,9.4,2.0,6.6,11.7,5.3,89.9,1.7,4.8,0.1,79.5,1.9,122978
Mankato MN,2014,3.3,12.7,27.4,-1.2,-3.3,2.3,9.5,4.0,0.2,9.3,2.0,7.0,11.7,5.8,90.0,1.8,5.0,0.1,83.3,2.3,122564
Mankato MN,2015,3.5,15.0,27.5,-0.4,-3.8,2.1,9.5,3.7,0.2,10.0,1.8,7.4,11.7,5.0,89.7,2.0,5.2,0.1,80.9,1.9,122582
Mankato MN,2016,4.9,17.7,29.4,0.9,-3.1,2.9,8.9,4.5,0.2,10.0,1.9,7.4,11.7,5.1,89.3,2.1,5.3,0.1,83.6,2.0,122957
Mankato MN,2017,4.6,14.2,26.6,-0.8,-3.5,1.9,10.1,5.0,0.2,10.7,2.2,7.5,11.7,4.4,88.8,2.3,5.6,0.1,86.7,2.0,123236
Mankato MN,2018,4.1,14.2,26.7,-0.9,-4.3,1.1,9.0,5.3,0.2,9.2,2.4,7.0,11.7,5.1,88.4,2.5,5.8,0.1,88.7,2.0,123575
Mankato MN,2019,5.2,15.3,28.3,-0.2,-4.6,1.5,8.9,5.2,0.2,9.7,2.4,7.3,11.7,3.8,88.2,2.7,6.1,0.1,87.4,1.9,123640
Mankato MN,2020,5.3,15.7,26.5,-0.4,-4.2,2.2,8.3,5.0,0.2,9.8,1.5,7.6,11.7,4.1,86.7,2.8,6.5,0.1,87.7,2.0,126067
Mankato MN,2021,4.9,15.5,24.6,-0.8,-4.2,2.6,7.6,4.8,0.2,10.1,1.8,7.0,11.7,4.0,86.6,2.6,6.5,0.1,87.9,2.0,126467
Mankato MN,2022,5.0,14.4,26.1,-0.9,-3.4,2.7,9.4,4.8,0.3,10.1,1.5,7.7,11.7,3.8,86.0,2.5,6.6,0.2,92.2,2.0,126676
Marquette MI,2011,1.8,14.8,20.2,-1.8,-1.4,4.4,7.6,6.2,0.1,8.3,4.4,9.8,12.3,6.1,92.1,1.5,1.2,1.3,72.0,1.8,220191
Marquette MI,2012,1.9,12.8,19.4,-2.6,-1.7,4.3,7.3,6.1,0.1,8.2,3.6,8.8,12.3,5.9,91.8,1.5,1.2,1.4,72.0,1.8,219774
Marquette MI,2013,2.0,13.0,19.2,-2.6,-1.2,4.6,7.3,6.4,0.1,8.2,3.9,9.0,12.3,6.1,91.8,1.6,1.2,1.2,72.0,1.8,219018
Marquette MI,2014,2.3,13.4,21.1,-2.1,-1.7,4.3,7.6,6.0,0.1,8.5,4.6,10.1,12.3,5.4,91.7,1.7,1.3,1.1,69.4,2.0,218687
Marquette MI,2015,2.0,14.4,20.0,-2.0,-2.3,3.6,7.4,6.1,0.2,8.5,4.6,10.3,12.3,5.7,91.8,1.7,1.3,1.1,75.8,1.8,217532
Marquette MI,2016,2.1,14.7,20.3,-1.8,-3.1,2.8,7.4,6.2,0.2,8.3,4.3,9.6,12.3,5.2,92.0,1.7,1.4,1.2,78.5,1.8,215880
Marquette MI,2017,1.7,13.1,21.7,-2.1,-3.5,2.8,7.1,5.9,0.2,8.4,4.1,10.9,12.3,5.0,91.8,1.7,1.4,1.3,85.0,1.8,214725
Marquette MI,2018,2.1,13.5,20.2,-2.3,-3.8,2.6,7.8,5.3,0.2,8.3,3.9,10.0,12.3,4.3,91.5,1.5,1.5,1.6,82.1,1.8,214053
Marquette MI,2019,1.9,13.6,19.7,-2.3,-4.1,2.4,7.8,4.9,0.2,8.1,3.4,9.6,12.3,4.5,91.3,1.5,1.6,1.7,82.5,1.8,213308
Marquette MI,2020,2.1,13.4,18.3,-2.6,-4.4,2.5,7.1,4.9,0.2,8.6,3.4,9.4,12.3,4.2,90.4,1.5,1.7,1.6,84.3,1.8,215848
Marquette MI,2021,2.0,13.1,19.5,-2.5,-4.3,2.4,7.7,4.4,0.2,8.4,2.8,9.9,12.3,4.7,90.4,1.5,1.7,1.7,86.0,1.8,215607
Marquette MI,2022,2.0,13.7,18.7,-2.5,-5.2,2.2,6.3,4.2,0.2,8.7,3.4,9.0,12.3,4.3,89.8,1.5,1.7,1.7,87.3,1.8,216133
Medford-Klamath Falls OR,2011,4.7,17.5,38.2,2.4,4.0,7.2,9.6,9.7,0.3,6.2,9.5,12.0,13.0,8.0,83.8,0.7,10.5,1.5,74.7,1.9,428327
Medford-Klamath Falls OR,2012,4.7,18.0,35.4,2.1,3.3,6.0,11.6,8.6,0.3,6.3,9.5,12.7,13.0,7.9,83.6,0.7,10.7,1.3,74.7,1.9,430157
Medford-Klamath Falls OR,2013,5.3,17.4,35.4,1.8,2.4,5.2,10.0,9.2,0.3,5.8,8.9,12.3,13.0,8.5,83.2,0.6,10.9,1.2,74.7,1.9,432487
Medford-Klamath Falls OR,2014,5.7,19.2,37.0,2.8,1.8,4.1,11.5,8.6,0.3,6.1,8.4,14.6,13.0,8.6,83.0,0.5,11.1,1.2,76.7,2.6,433797
Medford-Klamath Falls OR,2015,5.0,17.7,37.3,2.3,0.9,4.0,9.9,9.1,0.3,5.9,7.5,13.1,13.0,7.7,82.3,0.7,11.3,1.4,80.2,1.9,437403
Medford-Klamath Falls OR,2016,5.1,17.9,35.7,2.1,-0.6,3.8,8.1,7.0,0.3,5.9,6.8,12.4,13.0,8.6,81.9,0.7,11.3,1.6,82.4,1.9,442705
Medford-Klamath Falls OR,2017,5.3,17.3,33.8,1.5,-1.5,2.8,9.1,7.2,0.3,5.7,6.2,11.9,13.0,6.9,81.5,0.8,11.5,1.6,83.1,1.9,444480
Medford-Klamath Falls OR,2018,5.4,16.7,32.1,1.0,-1.0,3.0,9.6,7.1,0.3,5.3,5.5,12.1,13.0,7.4,80.9,0.8,11.8,1.8,84.7,2.0,448500
Medford-Klamath Falls OR,2019,5.3,14.6,34.5,0.7,-1.5,2.9,9.4,6.3,0.3,5.2,5.1,13.2,13.0,7.2,80.5,0.8,12.0,1.5,84.8,2.0,450624
Medford-Klamath Falls OR,2020,5.2,15.1,30.5,0.2,-1.8,2.9,9.3,5.9,0.4,5.4,4.4,12.9,13.0,6.8,79.0,0.7,12.5,1.2,86.7,2.0,455758
Medford-Klamath Falls OR,2021,5.5,14.1,29.4,-0.4,-1.0,3.7,9.5,5.8,0.4,5.7,4.4,13.4,13.0,6.9,78.2,0.6,12.7,1.2,88.5,2.0,457748
Medford-Klamath Falls OR,2022,4.8,14.7,30.2,-0.0,-2.2,2.6,9.2,6.0,0.4,5.5,4.4,13.4,13.0,6.4,77.5,0.7,13.1,1.0,91.4,2.0,455240
Memphis TN,2011,4.0,16.8,34.8,1.5,6.7,5.7,15.6,10.8,0.6,7.3,6.1,9.8,14.4,10.9,51.3,42.5,4.4,0.1,66.7,1.7,1860706
Memphis TN,2012,3.9,16.0,35.4,1.3,6.7,5.6,15.9,11.1,0.6,7.3,5.5,9.8,14.4,10.7,50.8,42.6,4.5,0.2,66.7,1.7,1868701
Memphis TN,2013,4.2,15.6,37.0,1.5,6.5,5.5,15.5,11.1,0.6,7.3,4.5,9.5,14.4,10.8,50.6,42.7,4.5,0.2,66.7,1.7,1868563
Memphis TN,2014,4.1,15.9,37.3,1.6,5.4,4.8,15.0,11.1,0.6,7.2,5.2,9.5,14.4,10.2,50.3,42.6,4.6,0.2,68.2,2.3,1868946
Memphis TN,2015,4.3,14.7,37.2,1.2,4.7,4.4,15.2,9.9,0.6,7.1,3.6,9.3,14.4,10.0,49.9,42.7,4.7,0.1,70.7,1.7,1867822
Memphis TN,2016,4.0,15.0,39.0,1.6,4.0,3.8,15.2,10.1,0.6,7.1,3.9,9.2,14.4,9.4,49.4,42.9,4.7,0.2,76.3,1.8,1863846
Memphis TN,2017,4.4,14.8,37.1,1.2,3.0,3.5,14.5,9.2,0.6,7.0,4.2,9.1,14.4,9.1,49.2,42.8,4.8,0.2,79.6,1.8,1865010
Memphis TN,2018,4.4,13.5,37.1,0.8,3.4,3.8,14.3,9.8,0.6,6.9,4.3,9.0,14.4,9.3,48.8,42.8,4.9,0.2,78.6,1.8,1864065
Memphis TN,2019,4.2,13.9,37.3,1.0,2.2,3.1,14.1,8.4,0.6,6.8,3.8,9.0,14.4,9.1,48.6,42.6,5.0,0.2,80.6,1.8,1864435
Memphis TN,2020,4.6,12.4,35.9,0.2,2.1,3.3,14.4,8.4,0.6,6.9,4.1,9.2,14.4,8.0,47.8,42.4,5.2,0.1,84.9,1.8,1840614
Memphis TN,2021,4.7,12.0,36.3,0.1,2.3,3.5,14.2,8.5,0.6,6.6,3.7,9.0,14.4,8.3,47.4,42.2,5.3,0.1,89.0,1.8,1844398
Memphis TN,2022,4.8,12.1,35.5,0.0,1.6,2.7,15.1,8.1,0.6,6.8,4.8,9.1,14.4,7.6,47.2,42.4,5.4,0.1,90.2,1.8,1836054
Meridian MS,2011,1.1,12.2,25.2,-1.8,7.7,4.9,15.9,12.8,0.6,7.4,6.4,9.3,12.1,13.6,50.5,38.9,1.5,3.2,55.6,1.8,186728
Meridian MS,2012,0.9,10.8,27.4,-1.9,9.3,5.7,17.8,14.3,0.6,7.3,6.1,10.1,12.1,12.1,50.4,38.9,1.6,3.3,55.6,1.8,186175
Meridian MS,2013,0.8,13.3,27.4,-1.0,9.0,5.2,17.6,15.1,0.6,7.3,4.9,10.1,12.1,12.0,50.4,38.8,1.6,3.4,55.6,1.8,185790
Meridian MS,2014,1.1,12.5,28.4,-1.1,7.5,4.4,16.1,14.9,0.6,7.2,5.4,9.9,12.1,11.9,50.6,39.0,1.6,3.4,54.2,2.2,184804
Meridian MS,2015,1.7,11.4,28.1,-1.6,6.0,4.3,13.2,14.2,0.6,7.2,4.7,9.6,12.1,12.1,50.8,39.3,1.4,3.3,54.4,1.8,183049
Meridian MS,2016,0.9,12.8,25.1,-1.6,5.6,3.7,14.8,13.6,0.6,7.3,5.0,9.8,12.1,11.4,51.0,39.2,1.6,3.4,67.2,1.8,181784
Meridian MS,2017,1.1,11.6,26.3,-1.8,4.4,2.7,14.5,12.7,0.6,6.9,5.7,9.9,12.1,11.7,51.3,39.4,1.7,3.5,74.9,1.8,179472
Meridian MS,2018,1.5,11.1,29.3,-1.5,4.2,3.5,13.2,12.4,0.6,6.9,6.2,10.8,12.1,11.0,51.5,39.8,1.6,3.5,80.8,1.9,178312
Meridian MS,2019,1.0,10.0,29.1,-1.9,5.4,2.5,16.9,12.7,0.6,6.6,4.8,9.0,12.1,12.2,51.7,40.1,1.7,3.6,78.8,1.8,176252
Meridian MS,2020,1.1,10.6,28.6,-1.8,3.9,2.8,14.5,12.4,0.6,7.4,3.4,9.8,12.1,10.5,52.0,40.4,1.6,3.4,79.0,1.9,172384
Meridian MS,2021,1.1,12.2,29.1,-1.1,4.3,3.1,14.3,12.4,0.6,6.9,4.1,9.7,12.1,10.8,52.2,40.6,1.5,3.6,79.2,1.9,172789
Meridian MS,2022,1.4,8.6,27.7,-2.6,3.6,2.7,14.1,12.2,0.6,7.6,3.4,10.3,12.0,10.4,52.5,40.8,1.6,3.4,84.1,1.9,170547
Miami-Ft. Lauderdale FL,2011,30.9,16.7,34.7,1.5,3.8,6.7,12.1,6.9,0.7,6.4,3.1,11.4,14.4,8.4,44.1,25.2,25.9,0.2,77.8,1.6,1854045
Miami-Ft. Lauderdale FL,2012,31.1,16.5,33.9,1.3,3.4,6.3,12.0,7.1,0.7,6.4,3.9,11.4,14.5,8.1,42.7,25.4,26.5,0.2,77.8,1.6,1889946
Miami-Ft. Lauderdale FL,2013,30.9,17.1,36.9,2.0,3.0,5.4,12.9,7.4,0.7,6.3,3.6,11.5,14.5,8.1,41.7,26.1,27.0,0.1,77.8,1.6,1915195
Miami-Ft. Lauderdale FL,2014,32.1,16.8,38.7,2.2,1.5,4.3,11.8,7.1,0.7,6.2,5.7,11.1,14.5,8.0,40.6,26.2,27.5,0.2,79.2,2.6,1946371
Miami-Ft. Lauderdale FL,2015,32.7,16.1,38.4,1.9,1.3,4.1,12.0,6.8,0.7,6.1,4.6,11.4,14.5,8.2,39.7,26.6,28.0,0.1,80.6,1.6,1973907
Miami-Ft. Lauderdale FL,2016,33.2,15.6,39.0,1.9,0.5,3.0,12.4,6.7,0.7,6.1,3.5,11.2,14.5,8.5,38.5,26.7,28.6,0.2,82.8,1.6,1988709
Miami-Ft. Lauderdale FL,2017,33.4,15.4,37.4,1.5,-0.7,3.1,11.1,5.8,0.7,6.0,3.1,11.3,14.5,7.5,37.5,26.8,29.6,0.2,84.8,1.7,2012891
Miami-Ft. Lauderdale FL,2018,33.9,13.9,37.0,0.9,-1.0,2.8,10.9,5.8,0.7,5.9,3.9,11.2,14.5,7.7,36.6,26.9,30.3,0.2,86.8,1.7,2026287
Miami-Ft. Lauderdale FL,2019,34.4,13.8,37.5,1.0,-1.0,2.5,11.5,5.8,0.7,5.7,3.3,11.1,14.5,7.5,35.8,27.0,31.0,0.2,88.1,1.7,2027006
Miami-Ft. Lauderdale FL,2020,34.8,13.2,36.3,0.5,-0.9,3.0,10.9,6.0,0.7,5.8,3.5,10.9,14.5,7.1,34.3,26.7,31.2,0.1,89.8,1.7,2022951
Miami-Ft. Lauderdale FL,2021,34.9,13.0,35.6,0.3,-0.8,3.3,10.5,5.9,0.7,5.6,3.4,10.8,14.5,6.9,32.7,26.7,31.8,0.1,91.4,1.7,2013153
Miami-Ft. Lauderdale FL,2022,36.9,12.5,36.6,0.3,-1.1,2.4,10.7,6.7,0.7,5.7,3.6,10.7,14.5,7.6,32.0,26.4,32.3,0.1,92.2,1.7,2028734
