DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Lexington KY,2013,7.2,20.8,38.8,2.8,1.1,4.1,11.0,7.4,0.4,8.1,3.4,9.7,13.1,7.5,78.4,11.2,5.9,0.2,76.2,1.7,489435
Lexington KY,2014,7.0,22.9,39.6,3.6,0.3,3.6,10.8,7.3,0.4,8.1,2.1,10.1,13.1,6.8,78.2,10.7,5.9,0.2,76.0,2.7,494189
Lexington KY,2015,7.2,22.1,41.2,3.6,0.9,2.8,12.3,8.7,0.4,8.2,4.6,10.4,13.1,7.3,78.0,11.1,5.9,0.0,78.3,1.7,500535
Lexington KY,2016,7.6,21.0,38.0,2.8,0.3,3.0,11.3,7.7,0.4,7.9,2.4,9.4,13.1,7.3,77.3,10.9,5.9,0.2,83.9,1.8,506751
Lexington KY,2017,7.0,21.8,37.2,2.9,-1.3,2.5,10.4,6.6,0.4,7.8,1.7,9.9,13.1,6.0,77.2,10.4,6.1,0.3,87.5,1.8,512650
Lexington KY,2018,7.3,21.5,37.3,2.8,-1.1,2.7,10.9,5.9,0.4,7.8,2.1,10.4,13.2,6.3,76.9,10.8,6.1,0.1,89.1,1.8,516697
Lexington KY,2019,7.6,19.8,37.6,2.3,-2.1,2.7,10.2,4.6,0.4,7.3,2.4,10.1,13.2,5.5,76.9,11.0,6.3,0.1,88.1,1.8,517056
Lexington KY,2020,7.6,18.2,36.0,1.6,-2.2,2.5,9.8,5.2,0.4,7.8,2.8,10.0,13.2,5.6,76.1,10.7,6.4,0.1,89.8,1.8,515954
Lexington KY,2021,7.1,16.3,34.8,0.8,-2.4,2.5,9.4,5.3,0.4,7.6,1.6,10.0,13.2,5.3,75.7,9.5,6.5,0.2,91.6,1.8,517846
Lexington KY,2022,7.6,16.6,35.4,1.0,-2.1,2.8,9.5,5.3,0.4,7.8,3.4,9.9,13.2,5.6,75.3,10.1,6.4,0.1,91.7,1.8,517916
Lima OH,2011,1.7,16.8,28.0,-0.3,6.2,6.7,16.0,9.7,0.3,8.2,4.4,10.4,11.6,7.3,79.5,12.9,2.8,0.3,68.7,1.8,106094
Lima OH,2012,1.2,17.9,29.2,0.3,2.3,3.8,13.8,9.3,0.3,8.2,4.4,11.3,11.6,6.2,80.3,13.0,2.8,0.3,68.7,1.9,105141
Lima OH,2013,1.3,18.6,32.2,1.0,2.3,5.0,12.6,6.8,0.3,8.2,4.4,9.8,11.6,7.5,80.1,12.9,2.8,0.3,68.7,1.8,105298
Lima OH,2014,0.8,18.0,32.3,0.9,2.7,4.7,12.8,7.7,0.3,7.8,4.4,9.5,11.6,8.1,80.3,13.0,2.8,0.3,70.1,2.7,105040
Lima OH,2015,1.2,13.6,29.2,-1.0,0.5,2.7,13.9,7.5,0.3,7.6,4.4,11.1,11.6,5.8,80.8,13.1,2.9,0.3,76.3,1.8,104425
Lima OH,2016,2.1,14.7,32.8,-0.0,1.3,3.3,12.9,7.2,0.3,7.7,4.4,9.5,11.5,7.8,80.6,12.3,3.0,0.3,78.2,1.8,103742
Lima OH,2017,1.2,15.1,30.7,-0.3,0.9,2.7,13.5,7.6,0.3,7.1,4.4,9.5,11.5,6.9,80.3,11.5,3.2,0.4,82.5,1.9,103198
Lima OH,2018,1.5,18.2,33.4,1.1,-0.7,2.4,13.5,4.9,0.4,8.3,4.4,11.0,11.5,6.0,79.9,10.7,3.4,0.4,85.0,1.9,102663
Lima OH,2019,1.2,10.6,27.7,-2.1,-0.3,2.1,13.9,6.0,0.4,7.5,4.4,11.6,11.5,6.1,79.4,9.9,3.5,0.5,88.1,2.0,102351
Lima OH,2020,1.8,12.7,30.9,-0.9,-0.9,2.9,12.3,5.2,0.3,7.2,4.4,11.4,11.5,5.4,79.8,10.7,3.5,0.1,88.4,1.9,102087
Lima OH,2021,2.5,12.5,30.7,-1.1,0.5,3.8,11.9,8.0,0.4,7.7,4.4,9.5,11.5,4.8,79.1,9.1,3.7,0.6,88.7,1.9,101670
Lima OH,2022,2.2,11.7,32.2,-1.0,-1.3,2.8,10.0,8.0,0.4,8.1,4.4,12.0,11.5,4.3,79.5,11.2,3.7,0.1,90.9,1.8,101115
Lincoln & Hastings-Kearney NE,2011,7.1,20.9,32.6,1.7,-0.5,3.9,11.8,6.0,0.3,9.7,4.1,8.8,12.6,3.9,84.6,3.2,5.8,0.7,79.9,1.9,307165
Lincoln & Hastings-Kearney NE,2012,6.3,21.3,34.1,2.1,-2.3,3.4,9.1,5.1,0.3,9.3,4.1,8.4,12.6,4.0,84.4,3.3,6.0,0.5,79.9,1.8,309387
Lincoln & Hastings-Kearney NE,2013,6.8,19.8,33.1,1.5,-2.4,2.9,9.3,5.7,0.3,9.3,3.7,8.0,12.7,4.2,84.1,3.8,6.0,0.5,79.9,1.9,316941
Lincoln & Hastings-Kearney NE,2014,7.7,21.5,33.9,2.2,-2.4,2.2,10.6,5.6,0.3,9.3,3.4,8.1,12.7,4.5,83.3,3.8,6.4,0.2,81.5,2.7,320227
Lincoln & Hastings-Kearney NE,2015,7.3,19.5,35.1,1.8,-4.1,1.6,9.1,5.1,0.3,9.4,3.0,8.8,12.7,3.7,83.1,3.7,6.4,0.4,83.8,1.8,323557
Lincoln & Hastings-Kearney NE,2016,7.7,20.9,34.9,2.2,-4.0,2.0,8.9,4.0,0.3,9.4,2.7,7.3,12.7,4.3,82.3,3.6,6.6,0.6,86.0,1.9,326591
Lincoln & Hastings-Kearney NE,2017,7.9,20.1,32.2,1.4,-3.8,2.1,9.0,4.2,0.3,9.5,2.4,7.6,12.7,4.1,82.0,3.5,6.8,0.5,88.8,1.9,331592
Lincoln & Hastings-Kearney NE,2018,7.2,21.5,32.9,2.0,-4.6,1.7,8.5,3.8,0.3,9.0,2.0,8.1,12.7,3.8,81.2,3.7,7.1,0.4,89.6,1.9,333964
Lincoln & Hastings-Kearney NE,2019,7.6,20.1,31.9,1.4,-4.8,2.0,7.9,2.9,0.3,9.5,1.7,7.8,12.7,4.2,81.1,3.7,7.2,0.5,90.4,1.9,336541
Lincoln & Hastings-Kearney NE,2020,8.0,18.5,32.5,1.0,-4.3,1.7,8.8,3.9,0.3,9.6,2.4,7.8,12.7,4.2,80.4,3.5,7.4,0.3,91.1,1.9,339707
Lincoln & Hastings-Kearney NE,2021,7.2,16.5,31.7,0.3,-4.6,1.6,8.5,4.0,0.4,9.7,1.4,7.6,12.7,3.8,79.9,3.6,7.6,0.3,91.9,1.9,343035
Lincoln & Hastings-Kearney NE,2022,7.3,16.3,31.5,0.2,-5.2,1.4,7.8,4.3,0.4,9.8,1.4,7.4,12.7,3.3,79.8,3.6,7.8,0.3,92.6,1.8,341229
Little Rock-Pine Bluff AR,2011,3.7,15.3,31.3,-0.1,1.8,4.3,12.9,6.3,0.5,6.9,4.3,11.1,13.5,7.8,69.2,22.3,4.9,0.4,70.1,1.8,708084
Little Rock-Pine Bluff AR,2012,3.8,13.3,31.5,-0.7,0.2,3.9,10.6,6.6,0.5,7.1,6.5,10.3,13.5,6.7,68.8,22.7,5.0,0.4,70.1,1.8,715210
Little Rock-Pine Bluff AR,2013,3.8,14.0,32.1,-0.4,0.2,3.5,10.8,6.9,0.5,6.9,5.7,11.0,13.5,7.1,68.7,22.3,4.9,0.2,70.1,1.8,723743
Little Rock-Pine Bluff AR,2014,4.2,15.7,34.3,0.6,-0.1,3.1,11.9,6.3,0.5,6.8,5.3,10.6,13.5,6.4,68.3,22.9,5.0,0.2,71.4,2.7,727777
Little Rock-Pine Bluff AR,2015,4.2,18.7,35.1,1.6,-0.1,2.3,11.9,7.5,0.5,6.9,5.7,10.6,13.5,7.1,67.9,23.1,5.1,0.4,71.6,1.8,730250
Little Rock-Pine Bluff AR,2016,4.0,12.6,34.5,-0.3,-0.8,2.0,12.1,7.4,0.5,6.8,3.2,10.9,13.5,5.9,67.4,22.9,5.1,0.3,79.1,1.8,734381
Little Rock-Pine Bluff AR,2017,4.3,13.5,33.4,-0.3,-1.0,2.3,12.3,5.9,0.5,6.6,4.4,11.3,13.5,5.8,66.9,23.4,5.3,0.2,80.2,1.8,738082
Little Rock-Pine Bluff AR,2018,4.2,12.3,31.6,-0.9,-0.5,1.9,12.4,7.5,0.5,6.7,5.8,10.9,13.5,6.7,66.9,23.5,5.4,0.3,82.0,1.8,741357
Little Rock-Pine Bluff AR,2019,4.3,11.8,32.6,-0.9,-1.7,1.6,11.6,6.3,0.5,6.5,2.9,10.9,13.5,5.8,66.7,23.5,5.4,0.2,85.7,1.8,744483
Little Rock-Pine Bluff AR,2020,4.1,12.5,32.2,-0.8,-1.5,2.2,11.1,6.6,0.5,6.8,5.0,10.6,13.5,5.4,65.2,23.7,5.6,0.2,87.6,1.8,749290
Little Rock-Pine Bluff AR,2021,3.9,13.7,32.7,-0.3,-1.6,2.4,10.7,6.8,0.5,6.7,4.0,9.6,13.5,4.9,64.5,23.9,5.7,0.1,89.5,1.8,749673
Little Rock-Pine Bluff AR,2022,3.8,12.8,31.6,-0.8,-2.5,2.0,9.4,6.6,0.5,6.9,6.7,10.0,13.5,4.9,64.0,23.0,5.9,0.2,90.0,1.8,757945
Los Angeles CA,2013,33.4,13.2,49.1,2.4,5.3,5.0,12.0,9.3,0.7,7.5,3.5,6.9,17.1,14.2,30.7,6.5,44.9,0.2,78.3,1.8,26262862
Los Angeles CA,2014,33.7,12.3,49.2,2.2,4.6,4.2,12.2,9.1,0.7,7.3,2.8,6.9,17.1,13.9,30.2,6.4,45.1,0.2,80.0,2.7,26524440
Los Angeles CA,2015,33.8,11.5,49.5,2.0,3.0,3.5,11.2,7.9,0.7,7.1,2.8,6.9,17.1,13.8,29.9,6.5,45.1,0.2,80.8,1.8,26680136
Los Angeles CA,2016,33.6,11.1,49.9,2.0,2.6,3.2,11.1,7.6,0.7,7.0,2.9,6.8,17.1,13.6,29.8,6.3,45.1,0.2,84.8,1.9,26620894
Los Angeles CA,2017,33.3,10.3,48.8,1.5,1.9,2.9,10.8,7.1,0.7,6.8,3.2,7.0,17.1,13.2,29.4,6.3,45.2,0.2,87.0,1.9,26707814
Los Angeles CA,2018,33.0,10.5,48.7,1.6,1.4,2.8,10.7,6.5,0.7,6.7,2.5,6.9,17.1,13.1,29.3,6.3,45.2,0.2,87.9,1.9,26582972
Los Angeles CA,2019,32.9,10.3,48.8,1.5,0.9,2.5,10.3,6.0,0.7,6.5,2.5,7.0,17.1,12.9,29.2,6.3,45.1,0.2,89.4,1.9,26429598
Los Angeles CA,2020,32.4,10.1,47.6,1.3,1.7,3.5,10.5,6.2,0.7,6.7,2.6,6.9,17.1,12.6,28.4,6.1,45.1,0.2,91.3,1.9,26223834
Los Angeles CA,2021,32.6,10.2,47.4,1.2,2.8,4.6,10.5,6.6,0.7,6.4,2.8,6.8,17.1,12.5,27.8,6.0,45.4,0.1,93.2,1.9,25994706
Los Angeles CA,2022,32.4,9.9,47.8,1.2,1.2,2.9,10.4,6.2,0.7,6.6,2.8,6.9,17.1,12.6,27.6,5.9,45.4,0.2,93.3,1.9,25744644
Louisville KY,2011,4.8,12.9,29.0,-1.2,3.3,5.6,12.1,7.7,0.4,6.5,4.0,10.8,14.1,8.6,78.9,13.3,4.0,0.2,73.6,1.8,1296820
Louisville KY,2012,5.0,13.6,30.4,-0.8,2.4,4.6,12.5,7.6,0.4,6.6,4.3,10.6,14.1,8.0,78.3,13.5,4.2,0.2,73.6,1.8,1302457
Louisville KY,2013,4.9,13.1,29.2,-1.1,1.0,3.9,11.5,6.5,0.4,6.4,4.3,10.7,14.0,8.0,77.8,13.9,4.3,0.1,73.6,1.8,1262928
Louisville KY,2014,5.5,13.9,30.4,-0.7,0.8,3.3,12.0,6.7,0.4,6.4,3.8,11.0,14.1,8.0,77.3,13.9,4.4,0.2,73.1,2.7,1265210
Louisville KY,2015,5.0,13.3,30.9,-0.8,-0.5,2.9,11.1,5.9,0.4,6.4,3.1,11.7,14.1,7.1,77.2,13.8,4.4,0.2,73.6,1.8,1279335
Louisville KY,2016,5.1,14.7,30.8,-0.4,-0.8,2.7,11.2,5.6,0.4,6.4,4.6,10.6,14.1,7.2,76.7,14.0,4.6,0.2,82.6,1.8,1283297
Louisville KY,2017,5.9,14.0,29.9,-0.7,-0.9,2.6,11.2,5.6,0.4,6.3,3.0,10.1,14.1,6.9,76.2,14.3,4.7,0.1,83.1,1.8,1293722
Louisville KY,2018,6.1,13.9,30.1,-0.7,-0.9,2.5,10.6,6.6,0.4,6.2,5.5,10.3,14.1,7.1,75.7,14.4,5.0,0.2,84.5,1.8,1296815
Louisville KY,2019,6.8,12.7,29.7,-1.1,-1.8,2.2,10.9,5.2,0.4,6.1,4.5,10.5,14.1,6.4,75.1,15.0,5.3,0.1,85.6,1.8,1266389
Louisville KY,2020,6.5,12.5,28.7,-1.4,-1.5,2.4,10.9,5.4,0.4,6.3,4.3,10.4,14.1,6.2,73.8,14.7,5.5,0.0,88.0,1.8,1282588
Louisville KY,2021,6.9,12.3,27.2,-1.7,-1.7,2.4,10.4,5.6,0.4,6.1,6.5,10.3,14.1,6.1,73.1,13.4,5.7,0.1,90.5,1.8,1284826
Louisville KY,2022,6.2,12.1,26.1,-2.0,-2.3,2.2,10.1,5.2,0.4,6.3,2.6,9.9,14.1,5.7,72.5,14.6,6.0,0.1,91.2,1.8,1285426
Lubbock TX,2011,6.6,25.9,38.6,4.3,2.1,3.9,11.8,7.8,0.6,11.1,6.6,8.9,12.6,9.6,56.2,6.5,33.1,0.3,72.8,1.8,290842
Lubbock TX,2012,5.2,24.1,38.3,3.7,3.2,3.9,13.0,9.8,0.6,10.8,6.6,8.2,12.6,9.2,55.9,7.0,33.3,0.2,72.8,1.7,291548
Lubbock TX,2013,5.5,23.7,36.9,3.4,1.6,3.8,11.6,7.0,0.6,10.9,6.6,9.0,12.6,9.3,55.1,6.7,34.6,0.4,72.8,1.8,304830
Lubbock TX,2014,5.9,25.5,39.3,4.3,0.8,2.3,13.0,7.6,0.6,10.7,4.9,8.6,12.6,8.5,55.1,6.6,34.3,0.2,69.9,2.7,305262
Lubbock TX,2015,5.3,25.4,42.0,4.7,1.5,2.0,14.1,8.3,0.6,10.6,5.4,9.0,12.7,8.9,54.0,5.9,35.3,0.4,71.7,1.8,312433
Lubbock TX,2016,5.7,24.2,42.2,4.4,0.5,1.9,13.1,7.3,0.6,10.4,2.3,9.4,12.7,8.7,53.8,6.7,35.6,0.3,79.4,1.8,313910
Lubbock TX,2017,5.9,23.1,40.3,3.8,0.7,2.5,12.5,7.6,0.6,10.5,1.9,9.1,12.7,8.3,53.2,6.9,36.0,0.4,80.2,1.8,318011
Lubbock TX,2018,6.0,26.2,38.2,4.3,-0.8,1.7,11.5,6.6,0.6,10.4,2.2,8.9,12.7,8.2,52.9,6.3,36.3,0.3,81.6,1.8,319995
Lubbock TX,2019,6.1,24.3,40.0,4.1,-0.6,1.4,11.4,8.0,0.6,10.5,2.5,8.3,12.7,8.2,52.2,6.3,36.8,0.2,83.9,1.8,321982
Lubbock TX,2020,6.2,21.5,38.7,3.0,-0.6,2.4,11.2,6.8,0.6,10.5,2.7,8.6,12.7,7.1,51.2,6.4,37.3,0.2,86.1,1.8,322285
Lubbock TX,2021,5.1,19.9,35.9,2.1,1.0,2.8,13.8,7.7,0.6,10.3,2.7,7.8,12.7,6.8,50.6,6.6,37.7,0.1,88.4,1.8,326546
Lubbock TX,2022,6.6,21.2,38.3,2.9,-0.1,2.6,12.0,7.3,0.6,10.5,3.0,7.7,12.7,6.5,49.9,5.1,38.0,0.3,88.8,1.8,328173
Macon GA,2011,3.0,17.2,35.8,1.3,8.7,5.6,15.5,13.9,0.6,7.0,9.1,9.6,12.3,13.4,50.9,44.1,2.9,0.1,64.1,1.7,227488
Macon GA,2012,2.7,17.2,36.0,1.3,6.7,4.6,16.0,12.1,0.6,7.0,5.9,9.6,12.4,11.6,49.8,43.2,2.8,0.1,64.1,1.7,232398
Macon GA,2013,3.6,17.3,37.3,1.5,8.8,6.8,15.0,13.9,0.6,7.0,8.1,8.7,12.3,11.5,50.3,43.6,2.9,0.1,64.1,1.7,230300
Macon GA,2014,2.4,16.2,37.4,1.2,8.0,5.9,16.0,13.7,0.6,6.8,3.4,10.1,12.4,10.3,49.7,43.0,2.8,0.1,65.4,2.6,233212
Macon GA,2015,3.4,14.0,34.8,0.1,3.8,3.7,13.2,10.6,0.6,6.8,4.8,11.0,12.4,10.4,50.0,43.4,2.8,0.1,65.1,1.7,231448
Macon GA,2016,3.3,14.8,39.2,1.2,2.2,2.2,12.6,10.6,0.6,6.6,4.8,9.5,12.3,10.2,49.2,44.4,2.9,0.2,75.0,1.7,226998
Macon GA,2017,2.3,13.6,36.5,0.3,2.8,3.4,13.0,10.3,0.6,6.8,4.8,9.0,12.3,8.8,48.5,44.1,3.0,0.2,76.1,1.8,229258
Macon GA,2018,2.5,15.6,36.5,0.9,5.1,3.5,16.0,12.0,0.6,7.3,4.8,10.5,12.3,9.6,48.8,44.7,3.2,0.2,80.5,1.8,226680
Macon GA,2019,2.8,14.3,36.1,0.4,2.2,2.7,13.9,9.6,0.6,7.2,4.8,10.6,12.4,8.3,47.7,44.0,3.3,0.2,81.8,1.8,231130
Macon GA,2020,2.5,13.5,34.9,-0.0,2.8,3.0,13.8,10.3,0.6,6.8,8.3,9.5,12.4,8.9,47.1,44.5,3.3,0.1,83.8,1.8,233334
Macon GA,2021,2.5,13.4,34.3,-0.2,3.1,3.4,15.1,8.7,0.6,6.9,4.8,8.4,12.4,8.6,47.1,43.8,3.4,0.1,85.8,1.9,232775
Macon GA,2022,2.8,14.0,33.3,-0.1,1.0,2.6,11.7,8.8,0.6,6.0,4.8,9.9,12.4,8.6,46.8,41.9,3.6,0.4,85.8,1.9,235805
Madison WI,2011,7.0,18.4,33.5,1.2,-2.4,3.7,9.3,4.6,0.3,8.2,4.8,8.0,13.3,3.5,83.3,4.3,5.5,0.3,81.1,1.7,576467
Madison WI,2012,7.1,20.1,33.9,1.7,-3.3,3.1,8.4,4.3,0.3,8.2,2.0,7.9,13.3,3.5,83.1,4.7,5.6,0.3,81.1,1.7,583869
Madison WI,2013,6.9,19.0,34.7,1.6,-3.8,2.7,8.0,3.9,0.3,8.0,3.7,8.3,13.3,4.0,83.5,4.4,5.5,0.2,81.1,1.7,627431
Madison WI,2014,7.0,19.3,34.5,1.6,-3.3,2.9,8.8,4.4,0.3,7.9,1.6,8.6,13.4,3.6,83.2,4.1,5.6,0.2,83.0,2.7,633787
Madison WI,2015,7.4,18.8,34.6,1.5,-4.6,2.2,8.2,2.9,0.3,8.2,0.8,8.1,13.4,3.6,82.8,4.4,5.7,0.3,82.9,1.8,641385
Madison WI,2016,7.9,18.1,30.9,0.6,-5.6,1.8,7.3,3.2,0.3,8.2,2.6,7.7,13.4,2.9,82.5,3.9,5.7,0.3,86.9,1.8,648929
Madison WI,2017,7.8,16.7,32.6,0.5,-5.6,1.4,8.1,3.0,0.3,8.4,2.1,7.6,13.4,2.8,81.9,4.2,5.8,0.3,87.7,1.8,654230
Madison WI,2018,7.5,16.3,34.1,0.7,-6.3,1.0,7.2,2.5,0.3,7.8,0.8,7.9,13.4,3.5,81.7,4.3,5.8,0.4,88.4,1.8,660422
Madison WI,2019,7.9,16.3,33.3,0.5,-6.6,1.2,6.9,2.0,0.3,7.9,1.3,8.4,13.4,3.0,81.7,4.3,5.9,0.3,90.9,1.7,664865
Madison WI,2020,7.3,17.1,33.0,0.7,-5.9,1.4,7.7,2.7,0.3,8.2,1.4,8.1,13.4,2.9,80.4,4.3,6.2,0.2,91.7,1.7,678995
Madison WI,2021,8.5,16.8,33.5,0.7,-5.8,1.6,7.4,2.8,0.4,8.0,0.8,7.7,13.4,2.8,79.2,4.5,6.3,0.1,92.4,1.7,683183
Madison WI,2022,7.1,17.6,31.7,0.6,-6.5,1.2,7.0,2.5,0.4,8.4,1.1,7.6,13.4,2.7,79.3,4.5,6.4,0.1,93.1,1.7,687077
Medford-Klamath Falls OR,2011,5.3,20.1,43.7,3.5,4.7,7.7,10.1,9.3,0.3,6.3,12.8,12.2,12.2,8.2,83.1,0.6,11.2,0.9,77.0,1.8,204822
Medford-Klamath Falls OR,2012,5.7,17.0,34.6,1.0,2.7,5.7,11.1,7.5,0.3,6.1,12.8,12.4,12.2,7.6,82.8,0.7,11.4,0.5,77.0,1.8,206412
Medford-Klamath Falls OR,2013,5.9,18.2,37.8,1.9,2.7,5.0,11.1,9.0,0.3,5.9,12.8,11.8,12.2,8.2,82.4,0.5,11.7,0.4,77.0,1.8,208545
Medford-Klamath Falls OR,2014,6.2,21.4,38.1,2.9,2.4,4.1,12.7,8.5,0.3,6.0,12.8,14.7,12.3,7.9,82.1,0.3,12.0,0.3,79.3,2.7,210287
Medford-Klamath Falls OR,2015,5.3,18.9,38.1,2.1,1.2,3.4,10.7,9.9,0.3,5.5,12.8,12.6,12.3,7.4,81.5,0.7,12.4,0.8,81.0,1.9,212567
Medford-Klamath Falls OR,2016,5.9,18.5,35.9,1.6,-1.7,2.8,8.0,5.6,0.3,5.8,12.8,11.4,12.3,8.0,81.3,0.6,12.5,1.1,85.6,1.9,216527
Medford-Klamath Falls OR,2017,6.3,18.8,36.0,1.7,-1.6,2.7,9.4,6.2,0.3,5.9,12.8,11.5,12.3,6.3,81.0,0.8,12.9,1.2,85.8,1.9,217479
Medford-Klamath Falls OR,2018,6.4,17.0,32.3,0.6,-0.8,2.6,10.6,6.4,0.3,5.4,12.8,12.0,12.3,7.5,80.4,1.0,13.2,1.3,86.5,2.0,219564
Medford-Klamath Falls OR,2019,6.1,13.9,34.3,0.0,-2.6,2.4,8.2,5.2,0.3,5.3,12.8,13.7,12.3,6.7,80.1,0.9,13.5,0.9,85.5,1.9,220944
Medford-Klamath Falls OR,2020,5.7,15.1,31.5,-0.1,-2.2,2.6,9.2,4.9,0.4,5.6,2.9,12.8,12.3,6.5,78.3,0.6,14.0,0.5,87.1,2.0,222604
Medford-Klamath Falls OR,2021,6.9,13.7,28.8,-1.0,-1.7,3.5,9.5,4.5,0.4,5.5,12.8,13.1,12.3,5.8,76.8,0.6,14.3,0.3,88.8,2.0,223734
Medford-Klamath Falls OR,2022,5.0,14.7,32.8,-0.0,-1.9,2.7,10.1,4.8,0.4,6.0,12.8,13.2,12.3,6.3,76.1,0.7,14.9,0.6,91.7,2.0,221644
Memphis TN,2011,5.0,16.7,35.6,1.1,6.1,5.9,15.9,9.9,0.6,7.2,4.1,9.5,14.1,8.8,46.2,45.2,5.1,0.1,65.3,1.7,1324108
Memphis TN,2012,4.8,16.1,37.2,1.2,6.0,5.4,16.4,10.3,0.6,7.3,5.0,9.5,14.1,8.8,45.3,45.8,5.2,0.2,65.3,1.7,1333315
Memphis TN,2013,5.1,15.4,38.8,1.3,5.9,5.3,15.8,10.2,0.6,7.2,3.8,9.0,14.1,9.4,45.3,46.2,5.2,0.1,65.3,1.7,1343850
Memphis TN,2014,5.0,16.0,38.6,1.4,4.8,4.5,15.2,10.6,0.6,7.0,4.6,9.1,14.1,8.7,45.0,45.9,5.2,0.1,66.6,2.7,1344121
Memphis TN,2015,5.3,14.3,38.6,0.9,3.8,4.0,15.1,9.0,0.6,6.9,3.2,8.9,14.1,8.8,44.5,46.3,5.3,0.1,69.0,1.7,1343572
Memphis TN,2016,5.0,15.3,40.6,1.5,3.4,3.4,15.2,9.9,0.6,6.9,3.6,8.6,14.1,8.1,43.9,46.5,5.3,0.2,76.0,1.8,1346437
Memphis TN,2017,5.4,14.7,37.8,0.9,2.1,3.1,14.5,8.3,0.6,6.9,3.6,8.7,14.1,7.6,43.6,46.3,5.6,0.2,79.0,1.8,1346626
Memphis TN,2018,5.4,13.1,37.4,0.3,3.0,3.7,14.4,9.0,0.6,6.8,4.2,8.5,14.1,8.0,43.1,47.0,5.7,0.1,78.2,1.8,1350064
Memphis TN,2019,5.1,13.5,38.2,0.6,1.5,3.0,14.1,7.1,0.6,6.7,3.6,8.6,14.1,7.8,42.7,47.4,5.8,0.1,80.5,1.8,1344910
Memphis TN,2020,5.6,12.2,37.0,0.0,2.2,3.4,14.8,7.9,0.6,6.7,4.3,8.6,14.1,7.0,41.9,47.3,6.0,0.1,84.4,1.8,1335804
Memphis TN,2021,5.6,11.2,37.1,-0.3,2.4,3.8,14.4,8.1,0.6,6.4,3.4,8.3,14.1,7.0,41.3,46.6,6.1,0.1,88.3,1.8,1336438
Memphis TN,2022,5.8,11.9,36.1,-0.3,1.7,2.5,16.0,8.0,0.6,6.6,5.4,8.4,14.1,6.4,41.0,47.1,6.3,0.1,89.8,1.8,1330954
Miami-Ft. Lauderdale FL,2011,38.2,14.8,36.2,0.6,5.5,6.5,12.0,8.9,0.7,6.6,5.9,10.4,15.6,11.6,34.7,19.8,41.8,0.2,74.6,1.6,5670125
Miami-Ft. Lauderdale FL,2012,38.2,14.4,36.8,0.6,5.0,6.0,12.3,9.0,0.7,6.5,4.5,10.5,15.6,10.8,34.1,20.0,42.0,0.1,74.6,1.6,5762717
Miami-Ft. Lauderdale FL,2013,38.8,14.3,38.6,0.9,4.4,5.1,12.5,9.1,0.7,6.4,4.3,10.6,15.6,10.8,33.2,20.2,42.7,0.1,74.6,1.6,5828191
Miami-Ft. Lauderdale FL,2014,39.2,14.4,39.5,1.1,3.3,4.2,12.2,8.8,0.7,6.3,5.9,10.7,15.6,10.6,32.5,20.2,43.3,0.1,76.1,2.6,5929819
Miami-Ft. Lauderdale FL,2015,39.9,14.2,40.5,1.2,2.7,3.6,12.2,8.3,0.7,6.1,4.0,10.8,15.6,10.8,31.8,20.4,43.8,0.1,77.2,1.6,6012331
Miami-Ft. Lauderdale FL,2016,40.5,13.9,41.0,1.2,1.9,3.0,12.0,7.8,0.7,6.0,4.1,10.8,15.6,10.9,31.1,20.2,44.4,0.1,80.0,1.6,6066387
Miami-Ft. Lauderdale FL,2017,41.0,13.5,39.4,0.8,1.1,3.0,11.3,7.1,0.7,5.9,4.1,10.9,15.6,10.1,30.3,20.2,45.3,0.1,81.6,1.6,6158824
Miami-Ft. Lauderdale FL,2018,41.2,12.9,39.2,0.6,0.5,2.6,11.0,7.1,0.7,5.9,4.1,10.7,15.6,10.0,29.7,19.9,45.8,0.1,84.1,1.7,6198782
Miami-Ft. Lauderdale FL,2019,41.6,12.9,39.9,0.7,0.5,2.2,11.5,6.6,0.7,5.7,3.4,10.5,15.6,10.6,29.5,20.0,46.1,0.1,84.9,1.7,6166488
Miami-Ft. Lauderdale FL,2020,41.5,12.5,38.4,0.3,0.5,2.7,11.2,6.6,0.7,5.9,3.9,10.6,15.6,9.7,28.8,19.7,45.9,0.1,87.2,1.7,6123949
Miami-Ft. Lauderdale FL,2021,41.5,12.4,37.3,0.1,0.7,3.3,10.9,6.6,0.7,5.7,4.0,10.6,15.6,9.4,27.9,19.4,46.2,0.1,89.5,1.7,6091747
Miami-Ft. Lauderdale FL,2022,42.3,12.1,38.1,0.2,-0.3,2.1,11.0,6.5,0.7,5.8,3.8,10.6,15.6,9.4,27.7,19.3,46.4,0.1,90.2,1.6,6139340
Milwaukee WI,2011,7.1,15.9,35.0,0.7,2.2,5.3,12.0,6.9,0.5,7.0,4.6,7.9,14.3,6.9,68.7,16.3,9.7,0.3,74.7,1.6,1562216
