DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Elmira NY,2018,2.6,7.1,28.1,-3.1,-0.4,2.0,12.0,5.9,0.3,5.4,11.0,10.3,11.3,8.7,82.9,4.7,3.5,0.2,83.9,1.6,84254
Elmira NY,2019,3.2,11.0,27.2,-2.1,-1.2,3.3,10.1,5.7,0.3,6.3,11.0,9.1,11.3,5.6,83.7,4.8,3.5,0.2,83.8,1.7,83456
Elmira NY,2020,3.5,9.7,28.1,-2.3,-0.4,3.0,11.1,6.3,0.3,6.2,11.0,10.0,11.3,6.9,84.8,5.3,3.4,0.1,86.4,1.6,83584
Elmira NY,2021,3.1,9.5,23.6,-3.2,-1.0,3.1,9.3,5.7,0.3,5.5,11.0,8.2,11.3,7.8,84.1,4.8,3.6,0.2,89.0,1.7,83045
Elmira NY,2022,3.9,10.6,27.7,-2.1,-0.8,3.2,10.2,6.9,0.3,6.1,11.0,12.4,11.3,6.0,84.1,5.1,3.5,0.3,88.6,1.6,81426
Erie PA,2011,3.9,13.3,28.8,-1.1,1.2,5.2,9.8,7.6,0.2,8.2,3.0,7.3,12.5,6.2,86.4,6.9,3.5,0.2,72.6,1.6,280985
Erie PA,2012,4.5,15.7,28.5,-0.5,1.2,4.6,11.7,7.1,0.3,7.7,3.2,7.7,12.5,5.9,86.1,6.6,3.6,0.2,72.6,1.6,280646
Erie PA,2013,3.9,15.8,28.5,-0.5,1.3,3.7,12.0,8.5,0.3,7.6,3.5,9.2,12.5,6.8,85.8,6.9,3.7,0.3,72.6,1.6,280294
Erie PA,2014,5.4,14.7,29.9,-0.5,0.2,3.3,11.4,7.5,0.3,7.4,4.3,8.4,12.5,6.2,85.2,6.3,3.8,0.2,74.0,2.5,278443
Erie PA,2015,4.0,13.6,30.9,-0.7,0.9,3.2,13.2,8.2,0.3,7.5,5.1,8.5,12.5,5.6,84.9,6.7,4.0,0.1,78.1,1.6,278045
Erie PA,2016,4.9,15.0,29.1,-0.6,-0.6,2.8,12.0,6.5,0.3,7.0,2.0,8.4,12.5,5.3,84.6,7.0,4.1,0.2,79.5,1.6,276207
Erie PA,2017,4.5,16.9,29.1,-0.0,-0.8,2.9,10.6,6.4,0.3,7.1,2.5,8.0,12.5,6.4,84.0,6.8,4.3,0.3,83.1,1.6,274541
Erie PA,2018,4.4,14.9,29.1,-0.6,-0.9,2.2,12.7,6.1,0.3,7.3,3.0,9.1,12.5,5.6,83.9,7.2,4.4,0.3,85.3,1.6,272061
Erie PA,2019,3.1,13.1,30.1,-1.0,-0.8,2.3,10.9,7.5,0.3,6.6,3.6,10.7,12.5,6.4,83.9,6.3,4.4,0.4,84.1,1.6,269728
Erie PA,2020,4.4,12.5,27.3,-1.6,-1.2,2.7,11.3,6.4,0.3,7.2,4.2,9.3,12.5,5.2,82.6,6.7,4.7,0.1,85.6,1.6,270495
Erie PA,2021,4.8,12.7,28.0,-1.5,-0.4,3.6,11.1,7.2,0.3,6.5,4.1,9.7,12.5,4.4,81.9,7.2,4.8,0.1,87.0,1.6,269011
Erie PA,2022,4.4,11.0,24.8,-2.5,-2.8,1.4,10.8,5.9,0.3,7.0,4.8,8.6,12.5,4.7,81.1,7.0,4.9,0.0,89.8,1.6,267689
Eugene OR,2011,5.7,23.0,42.7,4.2,1.9,6.6,9.3,7.2,0.3,8.5,4.4,11.3,12.8,6.0,84.1,0.8,7.6,1.0,79.0,1.7,353416
Eugene OR,2012,5.9,23.9,40.2,4.0,2.3,5.8,11.2,8.0,0.3,8.4,5.0,12.5,12.8,5.8,83.9,0.9,7.8,0.9,79.0,1.8,354542
Eugene OR,2013,5.7,21.4,38.6,3.0,-0.2,4.7,8.7,7.5,0.3,8.5,2.3,11.7,12.8,5.1,83.3,1.0,8.0,0.9,79.0,1.8,356212
Eugene OR,2014,5.9,20.6,40.1,3.0,-0.8,3.7,9.5,5.8,0.3,8.3,3.0,12.4,12.8,6.5,83.0,0.9,8.3,0.8,79.0,2.7,358337
Eugene OR,2015,6.5,19.8,39.5,2.7,-0.4,3.7,9.9,6.6,0.3,8.2,4.5,11.5,12.8,6.3,82.6,1.2,8.5,1.1,78.8,1.8,362895
Eugene OR,2016,5.4,24.2,40.4,4.1,-0.7,3.7,9.7,6.3,0.3,8.1,4.6,11.7,12.8,5.9,82.3,0.9,8.5,0.8,84.3,1.8,369519
Eugene OR,2017,5.7,20.7,36.8,2.5,-2.6,3.2,7.7,5.3,0.3,8.1,4.4,10.9,12.8,5.2,81.7,0.9,8.9,0.5,86.2,1.8,374748
Eugene OR,2018,6.2,20.6,38.6,2.7,-0.9,2.9,11.1,6.3,0.3,8.0,4.2,12.1,12.8,5.6,81.2,0.8,9.1,1.0,89.4,1.8,379611
Eugene OR,2019,5.3,20.7,38.1,2.7,-1.7,3.3,10.8,4.3,0.3,7.7,4.0,11.8,12.9,5.0,81.2,1.2,9.3,0.8,89.6,1.8,382067
Eugene OR,2021,5.6,16.8,36.3,1.2,-2.2,3.6,8.7,4.4,0.4,7.5,5.4,11.2,12.9,5.1,79.1,0.9,9.8,0.5,92.8,1.9,383189
Eugene OR,2022,5.7,17.3,36.2,1.4,-4.1,2.6,6.7,4.5,0.4,8.0,5.4,11.6,12.9,4.5,78.2,1.0,10.1,0.6,90.8,1.8,382353
Evansville IN,2011,2.2,13.3,26.2,-1.6,0.6,3.9,10.9,6.6,0.2,6.4,9.5,11.3,12.8,7.4,76.3,5.6,1.9,0.1,71.5,1.8,360304
Evansville IN,2012,1.7,15.9,27.2,-0.7,0.5,3.8,11.5,7.0,0.2,6.5,8.4,11.1,12.8,6.2,76.6,5.6,1.9,0.1,71.5,1.8,358960
Evansville IN,2013,2.5,12.6,25.5,-1.9,0.3,3.2,10.7,8.3,0.2,6.5,2.6,10.3,12.7,6.8,87.4,6.4,2.2,0.1,71.5,1.8,314280
Evansville IN,2014,2.2,13.4,29.9,-0.9,-1.3,2.5,10.7,6.6,0.2,6.7,6.5,11.8,12.7,5.8,87.2,6.4,2.2,0.1,74.0,2.7,315162
Evansville IN,2015,2.5,15.2,29.7,-0.4,-1.2,2.0,10.4,7.6,0.2,6.5,5.3,10.8,12.7,6.5,87.1,6.4,2.2,0.1,74.5,1.8,315693
Evansville IN,2016,2.7,15.5,29.8,-0.3,-0.3,2.2,12.0,6.5,0.2,6.4,4.0,12.7,12.7,7.8,87.0,6.4,2.2,0.1,79.0,1.8,315948
Evansville IN,2017,2.9,16.6,27.7,-0.4,-2.2,1.8,9.1,6.6,0.2,6.2,6.0,11.5,12.7,6.7,86.3,6.3,2.3,0.1,80.9,1.9,315669
Evansville IN,2018,2.5,16.1,26.8,-0.7,-1.7,2.7,9.9,5.4,0.3,6.1,6.0,11.2,12.7,6.4,85.8,6.2,2.4,0.1,83.8,1.9,314672
Evansville IN,2019,3.2,16.7,30.1,0.1,-2.0,2.3,9.6,5.9,0.3,6.1,6.0,10.7,12.7,6.0,84.9,6.1,2.4,0.1,86.7,1.9,315086
Evansville IN,2021,2.0,12.6,25.5,-1.9,-3.6,1.8,9.5,4.0,0.3,6.7,6.0,11.0,12.7,4.8,84.4,6.0,2.5,0.1,88.3,1.9,313946
Evansville IN,2022,2.6,13.4,27.1,-1.4,-1.6,1.6,11.7,7.0,0.3,6.5,6.0,9.4,12.7,5.5,84.6,6.5,2.8,0.0,90.3,1.8,314038
Fairbanks AK,2011,5.8,28.0,39.7,5.1,-1.3,3.3,12.5,5.0,0.5,10.5,,8.5,11.5,3.2,71.4,4.1,7.7,5.2,73.2,1.9,99192
Fairbanks AK,2012,4.8,24.4,34.8,3.2,-1.5,3.6,11.0,5.0,0.5,9.5,,10.1,11.5,3.7,70.6,4.1,7.7,5.1,73.2,1.9,100272
Fairbanks AK,2013,5.5,23.8,33.5,2.8,-2.1,5.3,5.8,5.3,0.5,10.4,,8.7,11.5,4.0,70.5,4.1,7.6,5.1,73.2,1.8,100436
Fairbanks AK,2014,4.0,29.1,38.3,5.2,-1.7,4.7,9.0,4.9,0.5,12.7,,6.8,11.5,3.0,71.3,4.1,7.7,5.2,83.2,2.8,99357
Fairbanks AK,2015,5.2,21.5,37.7,2.9,-1.9,4.1,9.8,5.0,0.5,12.4,,8.5,11.5,2.8,70.0,4.0,7.8,5.2,83.9,2.0,99631
Fairbanks AK,2016,5.9,21.2,38.3,2.9,-0.5,5.5,10.2,5.2,0.5,11.7,,8.7,11.5,2.5,68.2,3.9,7.7,5.2,84.5,2.0,100605
Fairbanks AK,2017,5.0,20.6,36.2,2.3,-2.4,2.9,9.8,5.0,0.5,10.4,,7.9,11.5,4.3,67.7,3.9,7.9,5.2,86.2,2.0,99703
Fairbanks AK,2018,5.7,17.6,35.3,1.3,-3.2,2.7,8.6,4.8,0.5,9.3,,9.4,11.5,4.1,67.1,3.8,8.0,5.3,90.1,2.0,98971
Fairbanks AK,2019,5.1,18.9,33.4,1.3,-4.0,1.7,9.9,5.0,0.5,10.6,,8.5,11.5,2.7,67.4,3.8,8.2,5.5,90.7,2.1,96849
Fairbanks AK,2021,6.7,14.2,33.6,-0.0,-5.4,2.0,6.2,4.8,0.5,10.1,,7.9,11.5,2.4,67.1,3.8,8.4,5.6,87.8,1.9,95593
Fairbanks AK,2022,6.0,22.1,35.7,2.7,-5.6,1.2,6.1,4.7,0.5,9.6,,5.8,11.5,4.1,67.1,3.2,8.6,4.7,92.7,1.9,95356
Fargo-Valley City ND,2011,4.9,20.7,33.7,1.9,-3.1,2.9,9.3,4.6,0.2,9.6,1.9,7.1,12.3,3.4,91.8,2.1,2.8,1.1,77.4,1.8,211729
Fargo-Valley City ND,2012,4.9,20.2,32.8,1.6,-4.2,2.5,8.7,3.4,0.2,9.9,1.9,7.5,12.3,3.2,89.8,2.1,2.7,1.1,77.4,1.8,216312
Fargo-Valley City ND,2013,5.3,19.1,36.5,1.9,-4.1,1.6,8.9,5.0,0.2,10.3,1.9,7.6,12.3,3.8,88.3,2.7,2.8,1.0,77.4,1.8,223490
Fargo-Valley City ND,2014,5.7,20.8,33.4,1.9,-4.2,1.9,8.9,4.4,0.2,9.5,1.9,7.8,12.3,3.4,87.7,3.3,2.9,1.0,77.6,2.7,228291
Fargo-Valley City ND,2015,6.5,22.5,36.1,2.8,-5.0,1.5,8.9,3.0,0.2,9.5,1.9,7.6,12.4,3.4,86.9,3.9,3.0,1.0,79.2,1.8,233836
Fargo-Valley City ND,2016,5.1,19.9,36.6,2.2,-4.7,1.8,7.9,4.4,0.2,9.0,1.9,6.2,12.4,3.2,86.6,4.4,3.1,1.0,84.3,1.8,238124
Fargo-Valley City ND,2017,6.1,20.4,34.5,2.0,-6.0,1.6,6.9,2.6,0.3,8.6,1.9,7.0,12.4,3.0,85.9,5.3,3.2,1.1,86.5,1.9,241356
Fargo-Valley City ND,2018,7.7,20.1,35.6,2.0,-4.6,1.8,8.6,3.6,0.3,8.6,1.9,6.5,12.4,3.6,84.9,6.1,3.2,1.2,86.3,1.9,245471
Fargo-Valley City ND,2019,6.9,20.7,38.0,2.7,-5.8,1.4,6.9,3.9,0.3,7.9,1.9,7.4,12.4,2.9,84.8,5.6,3.4,1.4,87.0,1.8,246145
Fargo-Valley City ND,2020,7.3,20.0,35.6,2.0,-5.2,1.8,7.7,3.5,0.3,8.9,1.9,6.9,12.4,2.9,83.8,5.9,3.5,1.0,88.5,1.8,251635
Fargo-Valley City ND,2021,6.8,19.9,35.4,2.0,-4.7,2.1,8.4,3.2,0.3,8.4,1.9,7.8,12.4,3.2,83.0,5.0,3.6,1.6,90.0,1.8,252136
Fargo-Valley City ND,2022,6.9,17.7,33.8,1.0,-5.8,1.3,7.6,3.8,0.3,9.0,1.9,8.2,12.5,2.5,82.1,6.0,3.7,0.8,91.1,1.7,258663
Flint-Saginaw-Bay City MI,2011,2.1,14.3,27.6,-1.1,6.6,7.3,14.6,10.9,0.4,6.8,6.7,11.0,13.0,7.2,72.6,20.5,3.1,0.6,67.4,1.7,422080
Flint-Saginaw-Bay City MI,2012,2.6,15.1,29.5,-0.5,4.8,6.6,12.7,10.4,0.4,6.7,4.2,11.4,12.9,6.8,72.5,20.8,3.1,0.5,67.4,1.7,418408
Flint-Saginaw-Bay City MI,2013,2.2,15.2,27.7,-0.8,5.3,5.6,14.7,10.8,0.4,6.9,6.3,11.9,12.9,8.0,72.5,20.3,3.2,0.3,67.4,1.6,415376
Flint-Saginaw-Bay City MI,2014,2.5,14.3,32.5,-0.2,4.6,5.2,14.2,10.8,0.4,6.9,4.7,11.0,12.9,7.1,72.5,20.0,3.2,0.5,71.3,2.6,412895
Flint-Saginaw-Bay City MI,2015,2.4,14.6,27.0,-1.1,3.3,4.6,13.7,9.8,0.4,6.8,6.1,10.9,12.9,6.8,72.5,19.5,3.3,0.2,69.7,1.7,410849
Flint-Saginaw-Bay City MI,2016,2.3,14.2,29.7,-0.7,3.4,4.8,13.4,10.2,0.4,6.5,4.8,10.7,12.9,6.4,72.3,19.6,3.4,0.4,74.9,1.7,408615
Flint-Saginaw-Bay City MI,2017,3.2,12.2,26.8,-1.8,2.3,4.9,12.4,8.4,0.4,6.6,2.6,10.9,12.9,6.1,72.5,19.4,3.4,0.3,78.1,1.7,407385
Flint-Saginaw-Bay City MI,2018,2.2,13.0,29.7,-1.1,1.7,3.7,13.5,8.3,0.4,6.4,4.3,11.4,12.9,6.3,72.5,19.6,3.5,0.3,80.6,1.7,406892
Flint-Saginaw-Bay City MI,2019,2.4,13.7,28.2,-1.1,2.2,4.0,14.2,7.7,0.4,6.2,3.4,11.2,12.9,6.7,72.3,19.6,3.6,0.5,83.3,1.7,405813
Flint-Saginaw-Bay City MI,2020,2.7,11.7,26.9,-1.9,1.3,4.0,13.0,7.1,0.5,6.5,4.4,11.3,12.9,6.2,71.2,19.3,3.8,0.2,85.3,1.8,405280
Flint-Saginaw-Bay City MI,2021,3.0,11.9,25.2,-2.2,1.4,4.8,12.1,6.6,0.5,6.1,5.6,10.7,12.9,6.0,70.7,19.6,3.9,0.2,87.2,1.8,404208
Flint-Saginaw-Bay City MI,2022,2.5,10.2,26.9,-2.4,1.2,3.9,12.6,7.0,0.5,6.3,4.0,10.6,12.9,6.6,70.6,19.5,4.0,0.1,89.7,1.7,401983
Florence-Myrtle Beach SC,2011,2.2,14.6,29.1,-0.7,9.6,6.7,16.7,12.7,0.6,7.0,3.8,7.8,12.2,12.9,52.2,41.3,2.5,0.2,61.2,1.8,206161
Florence-Myrtle Beach SC,2012,2.1,12.3,31.2,-1.0,8.2,6.2,16.4,12.0,0.6,6.5,3.8,8.0,12.2,11.5,52.2,41.3,2.5,0.2,61.2,1.7,206087
Florence-Myrtle Beach SC,2013,2.4,13.0,33.8,-0.3,8.0,6.4,14.7,12.5,0.6,6.5,3.8,7.1,12.2,12.0,52.1,41.3,2.5,0.2,61.2,1.7,206261
Florence-Myrtle Beach SC,2014,2.6,13.3,30.1,-0.9,6.8,6.3,14.7,10.5,0.6,6.7,3.8,7.4,12.2,10.5,51.9,41.1,2.5,0.2,63.8,2.7,207030
Florence-Myrtle Beach SC,2015,2.1,11.2,34.5,-0.8,5.3,5.0,14.6,9.2,0.6,6.7,3.8,9.1,12.2,11.2,52.1,41.3,2.5,0.2,68.0,1.7,206448
Florence-Myrtle Beach SC,2016,2.7,11.8,28.5,-1.6,4.3,3.7,13.4,9.8,0.6,6.1,3.8,8.4,12.2,12.4,52.2,41.3,2.5,0.2,69.5,1.8,205976
Florence-Myrtle Beach SC,2017,2.2,11.6,31.2,-1.2,5.7,3.1,17.9,10.8,0.6,6.0,3.8,8.3,12.2,11.4,52.2,41.4,2.5,0.2,76.9,1.8,205831
Florence-Myrtle Beach SC,2018,2.5,8.9,33.3,-1.6,2.3,2.6,12.7,9.1,0.6,6.5,3.8,8.6,12.2,10.6,52.5,41.6,2.5,0.2,70.0,1.8,204961
Florence-Myrtle Beach SC,2019,2.3,7.4,32.4,-2.2,1.9,1.9,14.7,9.0,0.6,6.8,3.8,7.5,12.2,9.1,51.0,41.6,2.6,0.2,77.0,1.9,204911
Florence-Myrtle Beach SC,2021,1.7,12.0,29.5,-1.4,0.6,2.2,11.0,9.4,0.6,6.1,3.8,8.1,12.2,8.5,51.0,42.8,2.9,0.1,76.0,1.8,199259
Florence-Myrtle Beach SC,2022,2.6,10.2,32.6,-1.4,3.8,3.0,15.5,11.7,0.6,6.6,3.8,6.2,12.2,7.9,51.0,42.8,2.9,0.1,85.0,1.9,199119
Fresno-Visalia CA,2011,22.6,17.1,46.0,3.0,12.4,7.3,17.5,14.9,0.6,8.5,6.8,7.6,13.8,16.3,32.1,4.6,50.9,0.6,67.8,1.7,942904
Fresno-Visalia CA,2012,22.3,16.9,49.3,3.6,13.7,7.1,18.9,17.5,0.6,8.4,5.2,7.6,13.8,16.3,31.7,4.9,51.2,0.5,67.8,1.7,947895
Fresno-Visalia CA,2013,20.8,16.1,49.1,3.3,12.1,5.7,18.8,17.0,0.6,8.2,6.0,7.5,13.8,15.6,31.3,4.9,51.6,0.4,67.8,1.8,955272
Fresno-Visalia CA,2014,21.3,16.5,49.9,3.5,11.0,5.2,18.0,16.1,0.6,8.0,5.1,7.9,13.8,15.9,30.6,4.7,51.9,0.4,72.5,2.7,965974
Fresno-Visalia CA,2015,21.5,15.7,47.8,2.9,9.8,4.5,17.6,15.1,0.6,7.9,4.0,7.5,13.8,15.5,30.3,4.6,52.4,0.5,73.9,1.8,974861
Fresno-Visalia CA,2016,21.6,15.2,46.9,2.6,9.4,4.2,16.7,15.7,0.6,7.6,5.2,7.5,13.8,15.5,29.9,4.6,52.8,0.4,80.2,1.8,979915
Fresno-Visalia CA,2017,20.6,13.7,45.5,2.0,7.6,3.7,16.9,12.5,0.6,7.4,5.8,7.1,13.8,14.6,29.3,4.5,53.2,0.4,82.5,1.8,989255
Fresno-Visalia CA,2018,21.4,13.2,48.2,2.3,7.3,3.7,16.7,12.3,0.6,7.2,3.6,6.9,13.8,14.4,28.9,4.2,53.5,0.6,81.4,1.8,994400
Fresno-Visalia CA,2019,20.6,11.9,44.9,1.3,7.6,3.7,17.3,12.1,0.6,7.2,2.3,7.1,13.8,14.5,28.6,4.4,53.8,0.6,82.3,1.9,999101
Fresno-Visalia CA,2020,19.9,11.2,44.5,1.0,6.5,4.0,16.0,11.0,0.6,7.5,4.2,6.8,13.8,13.5,27.4,4.2,54.2,0.4,84.1,1.9,1008280
Fresno-Visalia CA,2021,19.7,9.6,42.8,0.2,6.8,4.2,16.4,11.5,0.6,7.3,6.5,6.8,13.8,13.0,26.3,4.1,54.7,0.4,85.8,2.0,1013581
Fresno-Visalia CA,2022,19.8,11.1,42.8,0.7,5.2,3.4,15.6,9.9,0.6,7.6,4.9,6.4,13.8,12.9,25.9,4.2,55.0,0.5,90.6,1.9,1015190
Ft. Smith-Fayetteville-Springdale-Rogers AR,2011,11.5,21.6,36.5,2.7,1.2,3.5,9.3,8.3,0.4,7.6,3.4,9.0,13.1,10.5,75.9,2.0,15.2,1.2,65.8,1.9,475085
Ft. Smith-Fayetteville-Springdale-Rogers AR,2012,10.4,20.4,35.3,2.1,0.1,3.2,8.8,8.0,0.4,7.6,5.5,8.0,13.1,9.0,74.8,2.1,15.5,1.2,65.8,1.9,482013
Ft. Smith-Fayetteville-Springdale-Rogers AR,2013,10.8,18.2,36.3,1.6,0.5,2.5,10.3,7.8,0.4,8.1,2.7,8.6,13.1,10.2,74.5,3.0,15.5,1.2,65.8,1.9,491755
Ft. Smith-Fayetteville-Springdale-Rogers AR,2014,10.6,18.0,35.8,1.5,0.1,2.3,10.1,7.5,0.4,8.2,6.5,9.1,13.1,10.0,74.2,2.2,15.6,1.3,66.9,2.8,503046
Ft. Smith-Fayetteville-Springdale-Rogers AR,2015,11.2,15.3,37.2,0.9,-1.3,2.0,9.0,6.5,0.4,8.0,5.3,8.9,13.2,9.1,73.7,2.5,15.8,0.9,64.3,1.9,515403
Ft. Smith-Fayetteville-Springdale-Rogers AR,2016,10.6,16.4,36.7,1.2,-1.9,1.1,9.8,6.6,0.4,7.7,2.9,8.2,13.2,8.5,74.0,2.4,15.7,0.9,64.9,1.9,527153
Ft. Smith-Fayetteville-Springdale-Rogers AR,2017,10.7,16.1,36.5,1.0,-0.9,2.4,10.1,5.8,0.4,7.7,2.2,8.4,13.2,8.8,72.8,2.5,16.3,1.2,69.5,1.9,535557
Ft. Smith-Fayetteville-Springdale-Rogers AR,2018,10.5,14.2,34.0,0.0,-1.2,1.7,10.6,6.5,0.4,7.8,2.4,7.7,13.2,8.4,72.4,2.4,16.4,1.3,81.4,2.0,553795
Ft. Smith-Fayetteville-Springdale-Rogers AR,2019,11.5,14.9,35.0,0.4,-1.8,2.0,9.7,5.4,0.5,7.9,3.1,8.3,13.2,8.2,72.0,2.4,16.7,1.2,86.9,2.0,536120
Ft. Smith-Fayetteville-Springdale-Rogers AR,2021,10.7,12.4,31.9,-0.8,-2.0,1.8,11.3,4.6,0.6,7.8,1.8,8.5,13.2,6.8,60.0,2.3,17.2,0.6,92.6,2.0,558507
Ft. Smith-Fayetteville-Springdale-Rogers AR,2022,12.0,15.4,33.7,0.4,-3.3,1.7,8.9,4.3,0.6,7.9,2.3,8.3,13.3,6.7,59.3,2.6,17.3,0.6,92.1,1.9,576724
Ft. Wayne IN,2011,5.6,12.4,25.1,-2.1,2.5,4.6,13.2,8.3,0.4,7.0,5.4,9.4,12.9,6.8,79.1,10.1,5.9,0.3,73.2,1.8,418148
Ft. Wayne IN,2012,5.7,12.1,25.7,-2.0,1.2,4.2,11.7,7.2,0.4,6.8,6.8,10.3,13.0,6.7,78.5,10.1,6.0,0.2,73.2,1.8,421406
Ft. Wayne IN,2013,5.5,15.1,27.0,-0.9,1.8,4.1,12.4,8.0,0.4,7.0,5.1,10.3,13.0,7.2,78.4,10.1,6.2,0.1,73.2,1.8,424122
Ft. Wayne IN,2014,5.4,14.0,25.0,-1.6,0.5,3.5,11.6,7.4,0.4,6.8,1.5,8.8,13.0,6.7,77.9,9.2,6.3,0.2,73.9,2.7,427183
Ft. Wayne IN,2015,5.4,15.1,27.4,-0.9,-0.2,2.9,11.9,6.4,0.4,6.6,5.3,9.3,13.0,6.7,77.5,9.5,6.5,0.3,76.9,1.8,429820
Ft. Wayne IN,2016,5.9,16.3,27.1,-0.6,-0.5,2.3,11.7,6.8,0.4,6.8,3.4,9.2,13.0,7.0,77.2,9.8,6.6,0.1,83.5,1.8,431802
Ft. Wayne IN,2017,5.8,13.4,27.5,-1.3,-1.2,2.4,11.5,5.5,0.4,6.7,9.9,9.8,13.0,6.5,76.8,9.8,6.7,0.2,85.5,1.9,434617
Ft. Wayne IN,2018,6.0,13.8,24.1,-1.8,-0.6,2.1,12.5,6.1,0.4,6.6,5.3,9.0,13.0,7.1,76.3,9.7,6.9,0.2,85.7,1.9,437631
Ft. Wayne IN,2019,7.1,14.3,24.4,-1.6,-2.0,2.0,10.9,4.5,0.4,6.6,7.4,8.9,12.9,6.9,74.7,10.1,7.3,0.2,89.8,1.9,413263
Ft. Wayne IN,2020,7.0,14.0,25.1,-1.6,-1.4,2.5,11.0,5.5,0.4,6.8,4.3,8.9,12.9,6.4,73.5,10.2,7.5,0.1,91.0,1.9,419715
Ft. Wayne IN,2021,7.3,15.4,25.3,-1.1,-1.3,2.5,10.5,5.8,0.5,6.6,4.4,9.4,13.0,6.8,72.4,8.9,7.7,0.2,92.2,1.9,423038
Ft. Wayne IN,2022,8.0,13.2,25.0,-1.8,-2.7,1.8,9.6,5.1,0.5,6.6,2.8,8.7,13.0,6.4,72.4,9.9,7.9,0.1,92.3,1.9,426076
Gainesville FL,2011,11.1,24.2,43.3,4.6,-0.4,4.9,8.8,5.9,0.5,12.9,7.6,7.8,12.5,5.1,64.1,19.3,9.1,0.4,75.1,1.6,265246
Gainesville FL,2012,10.0,23.1,41.7,4.0,0.1,4.1,9.8,8.1,0.5,12.7,7.6,8.5,12.5,5.2,64.6,18.7,8.6,0.3,75.1,1.6,268698
Gainesville FL,2013,9.1,23.8,41.4,4.2,-0.7,3.9,8.4,8.4,0.5,12.5,7.6,8.1,12.5,5.0,65.0,17.8,8.6,0.2,75.1,1.6,273232
Gainesville FL,2014,9.0,24.5,41.6,4.4,-0.9,4.5,8.3,6.8,0.6,12.5,7.6,9.5,12.5,4.7,63.5,18.6,9.1,0.3,79.4,2.6,272994
Gainesville FL,2015,10.2,24.0,38.9,3.8,-2.4,2.6,8.4,7.1,0.5,11.7,7.6,7.9,12.5,4.7,63.6,18.9,8.9,0.4,80.0,1.6,276881
Gainesville FL,2016,10.3,19.3,42.7,3.1,-2.6,2.6,8.5,5.4,0.6,11.7,7.6,9.9,12.5,5.7,63.2,19.0,9.1,0.3,82.4,1.6,281796
Gainesville FL,2017,9.4,21.0,38.1,2.8,-3.7,2.6,6.7,4.9,0.6,11.8,7.6,9.3,12.6,5.3,62.2,19.1,9.6,0.3,85.7,1.6,285374
Gainesville FL,2018,10.9,21.0,35.4,2.3,-3.1,2.9,8.0,4.7,0.6,11.0,7.6,8.0,12.6,4.9,62.1,18.4,10.2,0.3,86.2,1.7,288711
Gainesville FL,2019,9.9,20.9,35.2,2.2,-3.8,2.0,8.0,4.6,0.6,10.1,7.6,10.2,12.7,5.2,63.7,16.7,10.2,0.2,85.1,1.7,328517
Gainesville FL,2020,9.7,20.5,35.7,2.2,-3.3,2.4,8.3,5.0,0.6,10.7,2.3,8.7,12.7,4.8,63.4,16.9,10.4,0.2,86.3,1.7,341067
Gainesville FL,2021,9.5,19.2,35.7,1.8,-3.1,1.9,9.1,5.9,0.6,9.9,7.6,9.3,12.8,4.8,62.9,17.2,10.6,0.1,87.5,1.7,344881
Gainesville FL,2022,9.7,19.2,36.6,2.0,-3.6,2.3,7.8,5.0,0.6,10.4,7.6,7.7,12.8,4.8,63.1,16.3,10.8,0.1,88.7,1.7,350903
Grand Junction-Montrose CO,2011,4.0,19.1,25.9,0.0,-1.3,4.6,7.1,5.0,0.3,7.0,,9.6,11.9,6.7,82.5,0.6,13.6,0.4,80.9,2.0,147083
Grand Junction-Montrose CO,2012,4.3,16.3,29.7,-0.1,1.9,4.6,12.0,8.4,0.3,7.5,,9.5,11.9,6.4,82.5,0.5,13.7,0.4,80.9,2.0,147848
Grand Junction-Montrose CO,2013,2.4,23.3,31.4,2.3,1.4,3.8,12.7,8.5,0.3,7.1,,11.5,11.9,6.0,82.0,0.9,13.8,0.6,80.9,1.9,147554
Grand Junction-Montrose CO,2014,3.8,20.3,31.7,1.4,0.9,4.2,10.1,6.9,0.3,7.1,,11.2,11.9,8.3,81.8,0.6,14.1,0.8,80.3,2.8,148255
Grand Junction-Montrose CO,2015,3.1,19.7,30.2,1.0,0.2,3.7,10.5,7.6,0.3,7.2,,12.2,11.9,6.2,82.1,0.5,14.3,0.7,80.2,1.9,148513
Grand Junction-Montrose CO,2016,4.0,19.5,34.6,1.7,0.9,4.6,9.6,7.0,0.3,7.2,,11.1,11.9,7.6,81.6,0.3,14.4,0.7,87.5,1.9,150083
Grand Junction-Montrose CO,2017,5.1,18.6,32.6,1.1,-1.1,3.2,8.7,7.9,0.3,7.3,,10.7,11.9,5.8,81.2,0.7,14.6,0.5,87.7,2.0,151616
Grand Junction-Montrose CO,2018,4.7,19.4,29.1,0.7,0.6,3.0,12.3,7.8,0.3,6.5,,12.5,11.9,6.5,81.0,0.8,14.8,0.9,85.2,1.9,153207
